Gene	mat_SRR364453	pat_SRR364453	pat_SRR364454	mat_SRR364454	mat_SRR415002	pat_SRR415002	pat_SRR415003	mat_SRR415003
GRMZM2G032348	1019	409	401	652	977	391	383	627
GRMZM2G032350	21	4	12	16	21	4	12	16
GRMZM2G032351	9	5	7	9	9	5	7	8
GRMZM2G032367	800	564	424	1296	756	553	406	1241
GRMZM2G032376	196	55	80	108	188	55	78	105
GRMZM2G032409	2751	1143	1346	2271	2632	1093	1295	2184
GRMZM2G032475	429	274	333	346	408	265	320	333
GRMZM2G032496	224	475	430	290	216	452	409	280
GRMZM2G032505	1	0	1	0	1	0	1	0
GRMZM2G032528	222	4	94	20	200	4	90	19
GRMZM2G032551	2	0	1	0	1	0	1	0
GRMZM2G032554	10	0	6	2	10	0	6	2
GRMZM2G032555	24	4	9	2	24	4	9	2
GRMZM2G032562	120	48	103	62	113	47	96	60
GRMZM2G032602	6	5	11	39	6	5	10	34
GRMZM2G032619	3	0	0	0	3	0	0	0
GRMZM2G032628	10288	5182	4638	8524	10016	5049	4551	8460
GRMZM2G032655	4	0	1	0	4	0	1	0
GRMZM2G032684	259	207	135	209	249	199	129	203
GRMZM2G032694	72	51	35	67	68	45	34	66
GRMZM2G032699	867	585	470	1045	810	561	451	1007
GRMZM2G032711	121	48	92	140	116	46	91	136
GRMZM2G032721	1	13	1	2	1	12	1	2
GRMZM2G032759	211	2	98	1	205	2	96	1
GRMZM2G032763	6	2	1	2	5	2	1	2
GRMZM2G032821	44	20	29	43	44	19	29	43
GRMZM2G032847	104	213	65	303	100	209	63	300
GRMZM2G032852	1832	1063	1010	1905	1761	1020	961	1819
GRMZM2G032865	1	2	0	5	0	2	0	5
GRMZM2G032878	689	438	461	862	656	419	442	821
GRMZM2G032887	0	75	0	108	0	68	0	103
GRMZM2G032896	92	95	72	226	90	92	70	219
GRMZM2G032905	24	0	0	0	24	0	0	0
GRMZM2G032936	679	467	335	948	646	449	326	911
GRMZM2G032944	636	232	345	387	613	215	329	375
GRMZM2G032955	80	24	21	33	76	21	19	32
GRMZM2G032958	1	0	0	0	0	0	0	0
GRMZM2G032962	20	23	14	23	19	22	14	22
GRMZM2G032977	20	3	2	15	18	3	2	14
GRMZM2G033014	0	3	1	4	0	3	1	4
GRMZM2G033022	692	376	430	804	671	361	411	768
GRMZM2G033027	26	2	7	9	25	2	7	9
GRMZM2G033029	35	23	24	79	35	22	23	78
GRMZM2G033093	85	18	20	6	85	17	18	6
GRMZM2G033098	25	1	8	12	21	1	8	12
GRMZM2G033117	506	375	341	649	480	362	329	620
GRMZM2G033130	1	0	0	2	0	0	0	2
GRMZM2G033135	135	74	107	208	128	72	106	201
GRMZM2G033138	74	32	55	113	72	32	51	106
GRMZM2G033198	27	14	12	16	26	13	11	14
GRMZM2G033199	182	272	109	410	174	260	106	393
GRMZM2G033208	369	298	380	503	359	281	363	480
GRMZM2G033219	449	197	284	404	432	192	271	388
GRMZM2G033228	1	0	0	0	1	0	0	0
GRMZM2G033230	141	85	76	155	129	80	71	149
GRMZM2G033236	28	25	11	26	27	24	10	25
GRMZM2G033247	99	0	0	1	97	0	0	1
GRMZM2G033267	161	110	109	227	152	102	105	218
GRMZM2G033283	436	210	253	460	418	202	245	451
GRMZM2G033288	1	0	6	0	1	0	6	0
GRMZM2G033356	125	78	76	162	122	72	74	158
GRMZM2G033359	7	3	10	1	7	3	8	1
GRMZM2G033375	48	11	16	33	46	10	16	31
GRMZM2G033413	2327	178	145	1622	2231	172	140	1567
GRMZM2G033430	290	77	112	199	278	73	108	190
GRMZM2G033478	1621	776	1020	1926	1530	741	984	1847
GRMZM2G033480	3	1	1	2	3	1	1	2
GRMZM2G033489	26	5	5	7	25	5	5	6
GRMZM2G033491	112	58	54	96	109	55	49	93
GRMZM2G033493	69	57	62	66	66	53	61	64
GRMZM2G033515	10	2	13	28	9	2	13	27
GRMZM2G033519	3	1	7	15	3	1	6	14
GRMZM2G033521	79	44	64	121	76	42	63	118
GRMZM2G033555	334	109	160	84	323	102	155	82
GRMZM2G033570	688	495	442	987	656	472	418	947
GRMZM2G033576	6	3	3	9	6	3	3	9
GRMZM2G033592	233	48	127	78	227	43	120	76
GRMZM2G033612	9	10	6	22	8	9	6	22
GRMZM2G033626	2388	352	1585	732	2263	338	1503	705
GRMZM2G033630	0	1	3	2	0	1	3	2
GRMZM2G033634	4	0	6	7	4	0	6	7
GRMZM2G033641	343	208	234	642	322	197	223	618
GRMZM2G033644	9	8	8	9	9	8	8	8
GRMZM2G033649	282	97	152	258	270	93	144	241
GRMZM2G033653	60	33	49	69	57	31	47	65
GRMZM2G033656	2	1	7	8	2	1	6	8
GRMZM2G033671	120	82	62	169	113	78	60	165
GRMZM2G033680	24	3	15	7	24	3	13	7
GRMZM2G033694	105	51	55	85	99	49	51	82
GRMZM2G033724	193	231	130	367	184	221	125	357
GRMZM2G033746	14	4	6	19	14	4	6	19
GRMZM2G033767	122	0	3	46	114	0	3	45
GRMZM2G033785	66	16	60	37	59	16	59	37
GRMZM2G033799	145	67	128	143	140	63	121	138
GRMZM2G033805	209	135	196	311	199	128	184	301
GRMZM2G033820	2	1	7	0	1	1	7	0
GRMZM2G033828	132	42	58	120	128	41	55	113
GRMZM2G033829	322	565	760	1178	304	540	735	1126
GRMZM2G033846	29	7	98	142	27	7	93	136
GRMZM2G033867	365	148	227	345	346	138	222	329
GRMZM2G033876	148	87	53	64	143	87	52	64
GRMZM2G033884	33	6	17	22	31	6	16	22
GRMZM2G033894	3590	1681	1737	2971	3434	1608	1668	2840
GRMZM2G033930	1	3	2	4	1	3	2	4
GRMZM2G033931	6	31	2	44	6	31	2	43
GRMZM2G033971	3	3	3	4	3	3	3	4
GRMZM2G034013	69	7	35	6	68	7	34	6
GRMZM2G034015	1945	1081	1082	1564	1860	1041	1047	1501
GRMZM2G034019	563	187	383	505	535	181	358	481
GRMZM2G034024	1	1	2	1	1	1	2	1
GRMZM2G034043	431	206	230	402	406	200	221	384
GRMZM2G034052	20	0	5	0	19	0	5	0
GRMZM2G034061	14	16	6	24	13	15	6	22
GRMZM2G034069	2455	1121	1631	1940	2348	1071	1573	1861
GRMZM2G034079	0	8	0	10	0	8	0	9
GRMZM2G034083	787	297	592	871	744	289	573	831
GRMZM2G034110	106	42	81	118	101	39	76	115
GRMZM2G034113	1	1	1	13	0	1	1	13
GRMZM2G034120	138	73	57	120	127	71	52	118
GRMZM2G034122	307	120	190	271	289	113	181	255
GRMZM2G034143	362	139	142	206	344	135	139	199
GRMZM2G034157	579	40	358	392	552	37	348	374
GRMZM2G034183	89	30	64	91	85	29	60	86
GRMZM2G034206	19	13	9	73	19	11	9	71
GRMZM2G034217	11	5	13	18	11	4	13	16
GRMZM2G034229	39	13	29	42	37	12	27	41
GRMZM2G034253	0	1	1	0	0	1	1	0
GRMZM2G034288	15	7	9	13	15	6	8	13
GRMZM2G034302	41	20	129	251	40	18	123	237
GRMZM2G034313	518	194	359	535	497	181	330	514
GRMZM2G034326	2850	1236	1229	1944	2716	1189	1183	1875
GRMZM2G034342	218	91	116	132	209	86	112	125
GRMZM2G034360	1	0	3	7	1	0	3	7
GRMZM2G034372	166	95	64	112	160	91	63	111
GRMZM2G034389	1	0	1	1	1	0	1	1
GRMZM2G034404	24	13	16	11	24	13	16	11
GRMZM2G034410	173	52	104	90	166	51	100	87
GRMZM2G034417	80	24	58	52	77	22	55	49
GRMZM2G034421	0	1	0	0	0	1	0	0
GRMZM2G034428	22	56	0	58	18	56	0	55
GRMZM2G034430	270	88	134	231	257	82	130	219
GRMZM2G034453	357	316	265	286	341	298	260	272
GRMZM2G034503	87	42	34	84	83	40	34	80
GRMZM2G034511	263	35	120	79	254	35	116	76
GRMZM2G034526	70	52	48	158	70	51	47	152
GRMZM2G034536	19	30	13	1	18	30	13	1
GRMZM2G034551	27	25	21	6	26	23	21	6
GRMZM2G034563	7	0	1	0	7	0	1	0
GRMZM2G034572	26	40	35	86	24	38	34	84
GRMZM2G034575	127	61	101	165	123	58	96	155
GRMZM2G034598	20	5	8	5	20	5	7	5
GRMZM2G034638	4	9	8	7	4	9	8	7
GRMZM2G034645	38	23	14	50	37	20	14	49
GRMZM2G034647	48	24	43	63	47	24	43	61
GRMZM2G034651	1	0	2	3	1	0	2	3
GRMZM2G034668	12	0	21	5	8	0	17	5
GRMZM2G034684	192	228	141	131	187	215	138	129
GRMZM2G034690	120	49	74	82	113	47	68	78
GRMZM2G034724	1639	726	658	1114	1544	688	619	1061
GRMZM2G034727	2	9	1	4	2	9	1	4
GRMZM2G034748	26	1	18	1	23	1	17	1
GRMZM2G034764	13	2	17	11	13	2	17	10
GRMZM2G034794	2820	1454	1254	2674	2703	1397	1205	2587
GRMZM2G034797	3	0	3	1	3	0	3	1
GRMZM2G034804	1099	495	634	1150	1053	474	611	1101
GRMZM2G034811	10	21	12	27	9	21	10	25
GRMZM2G034815	94	18	46	25	91	17	44	24
GRMZM2G034828	26	16	25	86	26	16	25	80
GRMZM2G034833	0	1	0	0	0	1	0	0
GRMZM2G034835	31	0	12	4	29	0	12	3
GRMZM2G034840	15	1	3	0	13	1	3	0
GRMZM2G034843	6	0	2	1	6	0	1	1
GRMZM2G034848	300	38	243	116	289	36	228	114
GRMZM2G034855	1028	675	668	1287	992	652	644	1231
GRMZM2G034862	7	0	68	113	5	0	65	107
GRMZM2G034868	238	93	111	253	235	86	107	245
GRMZM2G034876	2	4	1	4	2	4	1	4
GRMZM2G034877	27	9	7	3	26	9	7	3
GRMZM2G034882	139	83	64	175	127	78	64	169
GRMZM2G034896	124	28	36	39	119	26	34	37
GRMZM2G034917	97	8	40	14	89	8	40	13
GRMZM2G034929	0	2	0	1	0	2	0	1
GRMZM2G034943	469	136	240	345	447	130	232	325
GRMZM2G034947	123	0	59	0	114	0	59	0
GRMZM2G034975	41	115	32	237	38	110	31	232
GRMZM2G034985	9	7	2	45	9	6	2	44
GRMZM2G035008	403	8	176	13	384	8	172	13
GRMZM2G035017	10827	4773	5713	9360	10340	4526	5487	8923
GRMZM2G035042	9	7	6	8	9	7	6	8
GRMZM2G035045	6	1	11	1	5	1	8	1
GRMZM2G035063	0	43	0	32	0	42	0	31
GRMZM2G035103	3	2	1	4	3	2	1	2
GRMZM2G035118	317	149	102	348	294	143	94	335
GRMZM2G035131	39	9	26	25	37	9	25	22
GRMZM2G035134	549	71	130	44	526	71	123	41
GRMZM2G035150	70	43	48	81	68	41	48	80
GRMZM2G035153	40	18	36	43	39	17	36	41
GRMZM2G035202	7	17	3	18	7	16	3	17
GRMZM2G035213	0	1	0	0	0	1	0	0
GRMZM2G035243	298	108	135	206	281	102	124	193
GRMZM2G035268	6	2	6	10	5	2	5	9
GRMZM2G035278	0	22	0	41	0	22	0	39
GRMZM2G035282	29	0	8	25	29	0	7	25
GRMZM2G035298	618	288	320	577	584	272	306	557
GRMZM2G035314	77	27	46	71	74	27	46	67
GRMZM2G035325	23	10	9	39	23	10	9	34
GRMZM2G035338	78	42	55	26	74	41	54	24
GRMZM2G035341	108	33	63	96	103	33	59	95
GRMZM2G035356	451	980	252	1119	437	914	244	1059
GRMZM2G035370	4	108	0	80	4	103	0	78
GRMZM2G035377	1	3	1	10	1	2	1	10
GRMZM2G035401	2	0	0	0	2	0	0	0
GRMZM2G035405	94	18	30	31	90	17	28	30
GRMZM2G035417	6408	2638	3633	5672	6098	2522	3494	5444
GRMZM2G035421	197	207	105	395	187	200	101	382
GRMZM2G035430	480	207	327	466	465	197	314	450
GRMZM2G035444	5	9	8	15	5	9	8	15
GRMZM2G035445	319	158	167	277	300	151	162	266
GRMZM2G035451	534	256	190	353	507	240	183	337
GRMZM2G035461	655	272	398	659	625	265	371	627
GRMZM2G035477	552	236	384	646	525	226	367	618
GRMZM2G035482	0	1	0	3	0	1	0	1
GRMZM2G035502	388	112	193	247	374	107	187	238
GRMZM2G035517	11	0	5	2	11	0	5	1
GRMZM2G035520	340	101	108	129	325	98	105	126
GRMZM2G035526	3246	1384	1554	2549	3085	1322	1491	2432
GRMZM2G035531	6	2	1	1	6	2	1	1
GRMZM2G035552	4	1	3	3	3	1	3	3
GRMZM2G035557	1	0	1	2	1	0	1	2
GRMZM2G035579	89	77	75	69	85	74	71	67
GRMZM2G035584	119	36	105	109	114	35	103	107
GRMZM2G035594	37	16	22	74	35	15	22	74
GRMZM2G035595	83	13	46	20	79	12	43	16
GRMZM2G035599	0	1	0	0	0	1	0	0
GRMZM2G035601	83	33	43	50	77	32	41	49
GRMZM2G035620	2112	1235	1160	2360	2015	1158	1108	2254
GRMZM2G035632	7	3	0	3	7	3	0	3
GRMZM2G035651	848	257	591	642	802	240	567	617
GRMZM2G035664	323	31	149	69	302	28	145	66
GRMZM2G035665	214	107	126	195	199	100	119	189
GRMZM2G035704	2	0	1	0	1	0	1	0
GRMZM2G035709	346	144	177	279	335	138	172	264
GRMZM2G035719	565	307	325	556	547	296	316	541
GRMZM2G035732	5	50	3	62	5	50	3	57
GRMZM2G035749	47	0	5	2	45	0	5	2
GRMZM2G035778	30	0	0	1	27	0	0	0
GRMZM2G035785	418	235	304	461	386	219	282	436
GRMZM2G035790	23	12	9	18	21	12	9	18
GRMZM2G035807	757	213	468	376	683	193	420	340
GRMZM2G035809	2	1	3	1	2	1	3	1
GRMZM2G035820	275	173	129	208	264	169	125	202
GRMZM2G035821	120	58	108	158	111	58	103	150
GRMZM2G035826	0	1	0	4	0	1	0	4
GRMZM2G035843	394	383	349	581	372	362	336	549
GRMZM2G035848	115	24	62	36	110	22	60	35
GRMZM2G035849	452	474	265	979	427	449	256	950
GRMZM2G035853	6	7	2	5	6	7	2	5
GRMZM2G035899	338	155	187	227	326	150	181	216
GRMZM2G035922	651	737	296	1170	613	701	284	1120
GRMZM2G035928	7	7	5	8	7	7	5	8
GRMZM2G035933	74	59	42	134	71	56	42	128
GRMZM2G035944	428	5	131	2	415	5	126	2
GRMZM2G035948	860	390	447	781	820	379	432	757
GRMZM2G035985	2573	924	1633	2074	2435	887	1543	1995
GRMZM2G035997	387	109	219	266	366	106	206	255
GRMZM2G035999	239	126	125	201	228	119	120	194
GRMZM2G036007	133	176	73	363	122	166	72	352
GRMZM2G036019	841	496	516	1022	816	473	487	980
GRMZM2G036034	104	27	78	84	100	22	73	81
GRMZM2G036050	863	357	471	437	819	339	452	421
GRMZM2G036063	2	0	2	1	2	0	2	1
GRMZM2G036099	71	51	46	64	65	48	42	63
GRMZM2G036120	13	2	4	7	13	2	4	7
GRMZM2G036169	1563	1295	689	1928	1491	1229	656	1858
GRMZM2G036186	258	158	145	276	247	152	139	263
GRMZM2G036206	91	41	66	13	85	37	63	13
GRMZM2G036245	2	112	3	175	2	106	3	171
GRMZM2G036262	17	2	3	1	17	2	3	1
GRMZM2G036282	3	0	0	1	3	0	0	1
GRMZM2G036288	0	1	0	0	0	1	0	0
GRMZM2G036290	1	27	0	36	0	26	0	36
GRMZM2G036300	2	1	0	0	1	1	0	0
GRMZM2G036351	98	20	51	34	92	18	46	34
GRMZM2G036388	0	2	0	0	0	2	0	0
GRMZM2G036409	9	9	2	12	9	9	2	12
GRMZM2G036427	1619	443	667	875	1563	427	638	840
GRMZM2G036448	8	5	10	17	8	4	9	17
GRMZM2G036455	40	3	21	4	40	3	21	4
GRMZM2G036464	99	13	50	14	94	13	49	14
GRMZM2G036484	2	0	0	0	2	0	0	0
GRMZM2G036525	3	1	3	2	3	1	3	2
GRMZM2G036534	3164	1997	1465	3355	3032	1904	1419	3243
GRMZM2G036543	434	18	179	61	413	17	171	57
GRMZM2G036564	1	0	0	0	1	0	0	0
GRMZM2G036567	1	57	45	23	1	54	41	20
GRMZM2G036590	131	92	68	151	129	90	67	146
GRMZM2G036629	35	2	109	327	32	2	104	301
GRMZM2G036631	51	4	8	6	47	4	7	6
GRMZM2G036685	115	50	74	147	110	48	72	141
GRMZM2G036697	1259	549	911	1319	1203	531	867	1285
GRMZM2G036708	5132	354	3165	644	4853	335	3004	606
GRMZM2G036720	622	250	365	616	582	237	344	594
GRMZM2G036752	163	45	50	78	157	43	48	71
GRMZM2G036829	390	96	174	93	368	94	168	89
GRMZM2G036837	517	339	380	478	488	320	366	457
GRMZM2G036861	8	0	1	2	8	0	1	2
GRMZM2G036908	20	26	20	54	18	24	18	51
GRMZM2G036918	36	22	23	84	33	22	23	83
GRMZM2G036966	4	18	32	1	4	18	31	1
GRMZM2G036991	5	3	2	3	5	3	2	3
GRMZM2G037015	99	45	91	182	92	42	86	175
GRMZM2G037043	1	0	1	0	1	0	1	0
GRMZM2G037048	32	251	24	407	32	244	24	392
GRMZM2G037064	253	112	130	232	243	104	121	221
GRMZM2G037094	1845	1056	901	2003	1743	1008	854	1910
GRMZM2G037128	5	1	2	1	5	1	2	1
GRMZM2G037135	0	4	0	10	0	4	0	10
GRMZM2G037146	0	8	0	8	0	8	0	8
GRMZM2G037152	0	3	0	0	0	3	0	0
GRMZM2G037164	101	52	58	120	96	50	58	118
GRMZM2G037177	462	245	251	445	438	237	238	432
GRMZM2G037185	958	336	532	613	918	326	516	595
GRMZM2G037193	11	4	5	7	11	3	5	7
GRMZM2G037200	73	56	47	78	68	50	46	76
GRMZM2G037204	630	315	371	660	597	287	353	625
GRMZM2G037209	1	0	0	0	1	0	0	0
GRMZM2G037226	1564	538	953	1368	1502	509	910	1318
GRMZM2G037265	54	1	20	1	54	1	20	1
GRMZM2G037280	482	163	258	321	451	159	242	310
GRMZM2G037308	214	105	72	121	202	95	68	116
GRMZM2G037327	37358	16006	14592	26292	38044	16370	14415	26374
GRMZM2G037334	12	20	2	64	11	18	2	61
GRMZM2G037335	22	14	10	25	21	13	10	24
GRMZM2G037342	263	87	131	193	252	86	125	188
GRMZM2G037350	7	3	4	5	7	3	4	4
GRMZM2G037368	66	301	357	7	64	292	341	7
GRMZM2G037378	202	98	102	216	188	96	99	207
GRMZM2G037379	6	1	6	10	6	1	6	9
GRMZM2G037411	1049	899	450	928	989	870	429	889
GRMZM2G037422	16	13	11	22	15	13	10	18
GRMZM2G037431	67	4	32	7	64	4	28	7
GRMZM2G037444	427	212	280	360	415	204	275	349
GRMZM2G037469	25	40	32	28	25	40	31	27
GRMZM2G037472	1611	50	670	102	1532	50	651	101
GRMZM2G037478	8	0	1	0	8	0	1	0
GRMZM2G037485	3	0	0	0	3	0	0	0
GRMZM2G037505	13	4	1	6	13	4	1	6
GRMZM2G037614	259	220	155	299	249	207	151	293
GRMZM2G037624	468	75	236	163	447	72	219	159
GRMZM2G037627	56	30	44	102	56	30	43	93
GRMZM2G037644	431	157	175	102	399	150	166	96
GRMZM2G037650	65	29	31	43	59	29	27	42
GRMZM2G037683	294	144	111	246	286	137	109	236
GRMZM2G037685	10	1	5	1	10	1	5	1
GRMZM2G037823	288	123	186	292	279	118	180	280
GRMZM2G037831	2	0	2	0	2	0	2	0
GRMZM2G037865	9	6	6	22	9	6	6	21
GRMZM2G037875	12	100	10	85	12	96	10	82
GRMZM2G037882	30	9	13	15	30	9	13	14
GRMZM2G037923	1370	731	877	1606	1318	712	843	1568
GRMZM2G037926	176	37	113	58	171	35	107	53
GRMZM2G037941	2	9	7	1	2	9	6	1
GRMZM2G037993	0	1	0	2	0	1	0	2
GRMZM2G038032	2598	353	960	497	2471	335	919	476
GRMZM2G038034	1	0	0	1	1	0	0	1
GRMZM2G038057	1	0	0	0	1	0	0	0
GRMZM2G038066	105	65	48	123	100	64	47	118
GRMZM2G038073	111	21	98	93	104	21	93	92
GRMZM2G038075	123	99	69	100	118	93	65	96
GRMZM2G038082	1	0	3	2	1	0	3	2
GRMZM2G038108	4	0	2	4	3	0	2	4
GRMZM2G038152	459	197	137	296	440	189	134	283
GRMZM2G038153	2	0	0	0	2	0	0	0
GRMZM2G038158	11	5	8	24	10	5	8	24
GRMZM2G038162	170	43	58	37	160	42	57	33
GRMZM2G038170	2	0	0	0	2	0	0	0
GRMZM2G038183	62	18	72	79	59	17	66	75
GRMZM2G038217	342	169	244	381	315	160	230	369
GRMZM2G038279	2	2	0	8	2	2	0	7
GRMZM2G038281	4356	1465	3034	2582	4155	1391	2893	2487
GRMZM2G038284	574	383	227	485	547	370	218	461
GRMZM2G038301	119	61	41	109	115	56	40	106
GRMZM2G038303	21	17	7	16	18	16	6	15
GRMZM2G038309	45	21	25	18	45	19	24	16
GRMZM2G038313	2291	1539	1220	3406	2194	1479	1156	3257
GRMZM2G038338	354	183	153	324	338	176	144	317
GRMZM2G038356	618	506	316	742	581	484	305	710
GRMZM2G038365	0	40	0	18	0	37	0	18
GRMZM2G038374	1427	711	830	1542	1352	677	800	1487
GRMZM2G038375	477	260	275	557	454	249	266	541
GRMZM2G038388	13	0	2	0	12	0	2	0
GRMZM2G038394	201	112	102	268	187	106	97	260
GRMZM2G038401	667	414	460	1144	636	397	445	1096
GRMZM2G038412	1662	472	733	778	1600	442	702	750
GRMZM2G038436	1	0	2	0	1	0	2	0
GRMZM2G038463	0	3	0	5	0	3	0	3
GRMZM2G038485	75	17	31	20	68	16	31	19
GRMZM2G038494	43	11	27	34	43	11	25	33
GRMZM2G038497	1	0	0	0	1	0	0	0
GRMZM2G038512	32	9	37	10	30	9	36	10
GRMZM2G038519	50	9	11	17	48	9	10	16
GRMZM2G038532	470	255	235	479	454	241	232	461
GRMZM2G038536	41	18	10	12	38	18	10	11
GRMZM2G038598	62	27	36	91	60	25	35	88
GRMZM2G038623	75	63	51	109	71	61	47	105
GRMZM2G038636	38	68	34	195	37	66	34	191
GRMZM2G038640	255	163	37	293	238	153	35	278
GRMZM2G038677	675	211	545	409	647	201	527	396
GRMZM2G038691	272	190	130	358	259	187	124	339
GRMZM2G038714	0	1	0	1	0	1	0	1
GRMZM2G038730	30	19	15	38	30	19	14	35
GRMZM2G038821	2964	1239	1617	2752	2822	1193	1548	2637
GRMZM2G038833	282	102	110	113	273	95	107	105
GRMZM2G038839	6	7	1	14	6	6	1	12
GRMZM2G038848	102	59	48	73	94	58	46	66
GRMZM2G038855	7	5	0	13	7	5	0	11
GRMZM2G038880	110	95	89	209	107	89	85	198
GRMZM2G038882	131	19	56	46	126	18	56	44
GRMZM2G038893	7	2	2	4	6	2	2	4
GRMZM2G038898	35	42	2	89	34	40	2	86
GRMZM2G038916	3	7	1	13	3	7	1	10
GRMZM2G038922	9	7	8	7	9	5	8	6
GRMZM2G038928	1	2	1	4	1	1	1	4
GRMZM2G038931	8	1	1	4	7	1	1	4
GRMZM2G038953	180	126	107	219	171	121	101	211
GRMZM2G038964	411	316	234	648	386	303	227	635
GRMZM2G038967	439	207	194	324	420	198	186	309
GRMZM2G038988	791	691	537	1271	741	647	512	1202
GRMZM2G038991	262	100	73	134	256	99	70	130
GRMZM2G039011	67	25	36	74	65	23	33	70
GRMZM2G039029	6	6	3	6	6	6	3	5
GRMZM2G039036	4	0	0	0	4	0	0	0
GRMZM2G039089	44	41	35	46	41	40	34	44
GRMZM2G039097	0	5	0	6	0	5	0	6
GRMZM2G039129	29	0	6	1	29	0	6	1
GRMZM2G039155	758	319	397	597	726	303	381	578
GRMZM2G039166	52	19	11	29	50	17	11	26
GRMZM2G039186	25	5	7	14	25	5	7	14
GRMZM2G039187	7	1	4	5	7	0	4	5
GRMZM2G039214	12	28	12	44	11	27	11	42
GRMZM2G039238	382	218	327	338	359	212	317	331
GRMZM2G039251	568	242	373	337	535	234	354	323
GRMZM2G039278	23	5	10	1	21	5	10	1
GRMZM2G039280	102	39	70	97	99	36	67	92
GRMZM2G039325	21	10	24	32	19	9	22	31
GRMZM2G039365	10	8	1	20	10	8	1	19
GRMZM2G039373	125	78	109	154	117	74	104	146
GRMZM2G039381	0	25	0	52	0	24	0	50
GRMZM2G039385	54	26	26	42	53	26	25	41
GRMZM2G039396	125	56	174	96	119	54	166	95
GRMZM2G039443	1	0	0	0	1	0	0	0
GRMZM2G039445	7	6	5	2	7	6	5	2
GRMZM2G039454	2623	1106	1185	1683	2455	1047	1103	1585
GRMZM2G039455	1484	844	868	1800	1423	810	831	1715
GRMZM2G039477	28	14	16	6	28	14	16	6
GRMZM2G039505	23	6	17	23	22	6	17	23
GRMZM2G039525	11	2	9	11	11	2	9	9
GRMZM2G039532	141	80	79	146	135	77	76	141
GRMZM2G039542	56	26	26	82	54	25	24	82
GRMZM2G039583	52	6	7	6	49	6	6	6
GRMZM2G039588	1278	767	653	1347	1206	734	629	1296
GRMZM2G039592	40	41	29	41	40	41	29	41
GRMZM2G039600	445	188	260	498	426	174	248	476
GRMZM2G039618	5	0	1	2	5	0	1	2
GRMZM2G039639	3	1	0	0	3	1	0	0
GRMZM2G039650	205	127	148	270	199	124	137	263
GRMZM2G039671	392	204	169	389	375	196	162	371
GRMZM2G039683	49	13	42	53	44	12	41	52
GRMZM2G039711	1441	717	785	1286	1387	678	748	1229
GRMZM2G039725	53	23	47	47	51	22	46	46
GRMZM2G039746	39	24	33	43	38	24	32	41
GRMZM2G039757	550	291	371	781	527	280	358	751
GRMZM2G039797	341	117	154	173	326	111	148	169
GRMZM2G039811	24	9	16	29	22	8	16	28
GRMZM2G039824	271	103	156	214	261	101	152	210
GRMZM2G039826	99	75	85	109	96	71	83	105
GRMZM2G039828	712	277	348	506	677	264	332	494
GRMZM2G039841	16	12	6	18	16	12	5	18
GRMZM2G039845	6	6	2	5	6	6	2	5
GRMZM2G039857	339	148	147	248	323	142	140	240
GRMZM2G039864	11	7	8	5	9	7	8	4
GRMZM2G039867	1	0	0	0	0	0	0	0
GRMZM2G039878	26	0	0	5	25	0	0	5
GRMZM2G039886	415	210	163	422	391	202	154	409
GRMZM2G039900	208	72	129	112	190	71	124	105
GRMZM2G039906	1058	545	690	1107	1018	523	651	1071
GRMZM2G039919	45	18	10	41	43	17	10	35
GRMZM2G039922	272	138	231	359	260	127	226	349
GRMZM2G039930	147	56	43	71	143	54	42	68
GRMZM2G039934	1	1	0	1	1	1	0	1
GRMZM2G039954	1225	243	789	147	1175	230	756	138
GRMZM2G039978	3	0	0	1	2	0	0	1
GRMZM2G039982	83	44	46	66	79	44	41	64
GRMZM2G039983	2	1	3	3	0	1	3	3
GRMZM2G039996	75	4	28	2	72	4	26	2
GRMZM2G040017	1029	771	593	1454	990	740	574	1384
GRMZM2G040030	969	376	494	739	927	352	480	704
GRMZM2G040039	0	6	0	2	0	6	0	2
GRMZM2G040069	79	62	62	13	76	62	58	12
GRMZM2G040078	18	15	19	11	17	15	19	11
GRMZM2G040090	55	27	23	13	52	27	21	13
GRMZM2G040094	64	49	68	86	63	48	62	85
GRMZM2G040095	21	0	0	1	20	0	0	1
GRMZM2G040102	1067	480	646	1109	1014	450	615	1061
GRMZM2G040115	1	2	2	1	1	2	2	1
GRMZM2G040121	703	10	417	20	673	10	395	18
GRMZM2G040131	73	5	45	25	70	5	44	23
GRMZM2G040145	118	39	62	88	114	36	61	84
GRMZM2G040158	72	30	58	76	72	29	57	75
GRMZM2G040161	81	35	56	59	76	33	54	56
GRMZM2G040182	373	353	217	563	354	342	208	543
GRMZM2G040207	102	51	51	103	98	48	49	101
GRMZM2G040209	140	56	78	112	139	53	75	108
GRMZM2G040230	233	69	132	40	225	64	128	39
GRMZM2G040268	0	7	0	10	0	7	0	10
GRMZM2G040298	3	0	4	0	3	0	4	0
GRMZM2G040320	1235	629	890	638	1174	602	855	606
GRMZM2G040326	605	145	375	275	576	141	356	263
GRMZM2G040349	1260	525	650	487	1194	494	630	468
GRMZM2G040387	740	422	313	461	709	410	300	446
GRMZM2G040389	295	201	141	230	286	195	133	219
GRMZM2G040397	745	320	531	697	716	306	515	668
GRMZM2G040401	348	137	149	291	340	131	147	278
GRMZM2G040441	43	22	37	69	42	19	35	68
GRMZM2G040452	796	266	343	436	757	250	331	418
