Gene	mat_SRR396678	pat_SRR396678	pat_SRR396679	mat_SRR396679
GRMZM2G062657	115	107	31	68
GRMZM2G062673	4	2	7	12
GRMZM2G062683	17	3	10	0
GRMZM2G062738	12	6	2	7
GRMZM2G062761	14	5	1	3
GRMZM2G062772	5	0	0	2
GRMZM2G062777	3	0	3	0
GRMZM2G062826	127	104	27	58
GRMZM2G062841	806	442	216	416
GRMZM2G062848	1	1	0	1
GRMZM2G062911	0	24	0	25
GRMZM2G062914	11	0	4	0
GRMZM2G062946	1	0	0	0
GRMZM2G062953	63	71	17	87
GRMZM2G063025	410	102	90	55
GRMZM2G063042	154	64	21	37
GRMZM2G063048	3	3	0	1
GRMZM2G063060	292	166	103	199
GRMZM2G063069	340	153	96	243
GRMZM2G063133	2	0	0	1
GRMZM2G063151	63	69	20	123
GRMZM2G063156	22	6	14	10
GRMZM2G063163	139	47	37	14
GRMZM2G063188	9	25	3	10
GRMZM2G063192	47	9	4	2
GRMZM2G063220	338	103	128	57
GRMZM2G063223	3	0	0	0
GRMZM2G063244	21	54	2	76
GRMZM2G063253	196	180	136	30
GRMZM2G063258	30	12	11	12
GRMZM2G063262	154	62	62	103
GRMZM2G063263	408	212	101	183
GRMZM2G063276	1	0	0	0
GRMZM2G063287	2	5	9	3
GRMZM2G063291	2	0	0	0
GRMZM2G063298	26	10	9	15
GRMZM2G063328	6	10	1	4
GRMZM2G063340	8076	3880	3700	7270
GRMZM2G063342	93	19	29	12
GRMZM2G063369	232	105	61	92
GRMZM2G063387	99	62	18	64
GRMZM2G063394	69	30	20	28
GRMZM2G063426	8	1	1	2
GRMZM2G063452	0	1	2	1
GRMZM2G063462	119	109	45	123
GRMZM2G063468	11	16	5	18
GRMZM2G063473	65	39	19	35
GRMZM2G063478	14	11	7	12
GRMZM2G063492	98	38	45	35
GRMZM2G063498	57	4	0	225
GRMZM2G063503	988	264	564	115
GRMZM2G063511	50	25	20	19
GRMZM2G063517	17	5	5	3
GRMZM2G063519	33	43	10	66
GRMZM2G063533	25	9	21	15
GRMZM2G063536	55	3798	63	24874
GRMZM2G063544	95	41	26	25
GRMZM2G063575	28	15	5	14
GRMZM2G063603	233	122	58	144
GRMZM2G063632	1	3	1	1
GRMZM2G063647	2	0	2	3
GRMZM2G063688	414	199	149	263
GRMZM2G063723	161	89	42	103
GRMZM2G063733	4	0	18	12
GRMZM2G063737	35	2	5	2
GRMZM2G063754	1112	540	423	834
GRMZM2G063756	3	0	0	1
GRMZM2G063827	20	16	2	13
GRMZM2G063841	0	2	0	6
GRMZM2G063850	409	241	185	286
GRMZM2G063864	265	97	105	147
GRMZM2G063868	25	13	8	3
GRMZM2G063875	143	36	28	34
GRMZM2G063897	31	21	7	20
GRMZM2G063899	167	68	54	82
GRMZM2G063917	3	0	0	0
GRMZM2G063931	341	54	80	40
GRMZM2G063949	529	281	208	373
GRMZM2G063961	367	232	123	275
GRMZM2G063972	456	186	96	171
GRMZM2G064001	125	75	51	59
GRMZM2G064005	181	66	86	131
GRMZM2G064015	3	10	0	19
GRMZM2G064023	687	575	298	1020
GRMZM2G064031	439	124	220	241
GRMZM2G064042	214	129	68	153
GRMZM2G064050	34	44	11	50
GRMZM2G064083	91	60	43	64
GRMZM2G064106	1	0	0	1
GRMZM2G064111	166	62	71	101
GRMZM2G064159	183	187	64	227
GRMZM2G064168	269	63	56	59
GRMZM2G064197	89	79	69	38
GRMZM2G064212	124	69	26	70
GRMZM2G064255	335	231	79	147
GRMZM2G064268	727	199	178	203
GRMZM2G064302	27938	8887	14481	17199
GRMZM2G064328	120	75	49	73
GRMZM2G064330	465	281	124	304
GRMZM2G064366	3	2	2	2
GRMZM2G064371	311	4	88	2
GRMZM2G064374	7	0	1	0
GRMZM2G064382	40	3	141	34
GRMZM2G064390	60	10	16	11
GRMZM2G064466	1	1	0	0
GRMZM2G064467	13	2	1	4
GRMZM2G064473	69	94	31	82
GRMZM2G064501	29	9	5	8
GRMZM2G064503	27	18	7	14
GRMZM2G064518	140	58	38	91
GRMZM2G064541	2	1	2	3
GRMZM2G064547	12	5	2	2
GRMZM2G064558	0	14	0	9
GRMZM2G064563	277	103	80	140
GRMZM2G064580	58	26	13	28
GRMZM2G064584	8	14	2	26
GRMZM2G064601	5	6	1	6
GRMZM2G064603	1	1	0	2
GRMZM2G064605	50	0	16	0
GRMZM2G064608	248	105	54	110
GRMZM2G064612	679	235	253	356
GRMZM2G064613	43	22	13	17
GRMZM2G064631	1	0	0	1
GRMZM2G064640	2	1289	1	681
GRMZM2G064663	2	4	1	4
GRMZM2G064675	1	112	0	137
GRMZM2G064679	1	1	0	0
GRMZM2G064708	1	0	0	0
GRMZM2G064710	9	0	3	0
GRMZM2G064732	576	149	187	155
GRMZM2G064744	11	0	2	0
GRMZM2G064750	2	1	1	3
GRMZM2G064753	1563	447	449	504
GRMZM2G064767	276	245	85	310
GRMZM2G064775	21	14	25	30
GRMZM2G064799	1200	853	320	743
GRMZM2G064804	100	67	48	82
GRMZM2G064807	172	93	51	82
GRMZM2G064818	1	0	0	0
GRMZM2G064831	9	1	1	1
GRMZM2G064841	85	36	8	25
GRMZM2G064852	79	61	14	50
GRMZM2G064853	464	206	276	276
GRMZM2G064868	132	72	44	96
GRMZM2G064870	619	220	169	193
GRMZM2G064873	82	52	19	38
GRMZM2G064875	18	11	12	23
GRMZM2G064896	275	127	122	207
GRMZM2G064898	321	197	171	378
GRMZM2G064903	0	1	3	0
GRMZM2G064905	3	22	17	1
GRMZM2G064914	4055	1484	577	995
GRMZM2G064933	1	0	0	0
GRMZM2G064936	157	13	27	17
GRMZM2G064948	0	1	1	0
GRMZM2G064949	53	49	12	45
GRMZM2G064951	3	0	0	0
GRMZM2G064954	946	412	475	796
GRMZM2G064962	71	55	23	35
GRMZM2G064967	327	159	94	170
GRMZM2G064984	137	90	29	77
GRMZM2G064988	1054	686	449	917
GRMZM2G064993	78	32	27	30
GRMZM2G065012	22	2	20	10
GRMZM2G065066	573	198	291	379
GRMZM2G065073	6	0	2	1
GRMZM2G065076	261	81	73	42
GRMZM2G065083	809	330	425	840
GRMZM2G065125	68	45	39	53
GRMZM2G065154	1	1	2	0
GRMZM2G065171	104	105	53	201
GRMZM2G065176	3	0	2	0
GRMZM2G065194	20	12	3	25
GRMZM2G065205	7	2	1	11
GRMZM2G065210	15	14	6	34
GRMZM2G065214	35	18	23	32
GRMZM2G065230	13	3	7	4
GRMZM2G065237	0	3	0	0
GRMZM2G065244	19	11	3	9
GRMZM2G065276	87	55	31	46
GRMZM2G065292	20	14	10	21
GRMZM2G065298	65	23	32	51
GRMZM2G065344	1	2	4	3
GRMZM2G065394	87	0	9	1
GRMZM2G065423	48	31	3	12
GRMZM2G065451	10	0	6	8
GRMZM2G065471	3	0	1	3
GRMZM2G065478	4	1	0	0
GRMZM2G065480	126	61	37	54
GRMZM2G065494	93	11	39	27
GRMZM2G065496	7	2	0	0
GRMZM2G065498	2	0	0	0
GRMZM2G065532	61	133	11	149
GRMZM2G065552	32	10	15	12
GRMZM2G065557	2	2	1	3
GRMZM2G065566	407	213	194	443
GRMZM2G065593	206	97	53	99
GRMZM2G065617	144	34	45	24
GRMZM2G065641	0	2	0	3
GRMZM2G065692	0	2	2	2
GRMZM2G065696	30	13	57	24
GRMZM2G065718	2	2	2	4
GRMZM2G065757	1822	900	967	1588
GRMZM2G065800	5	1	0	3
GRMZM2G065804	228	82	52	72
GRMZM2G065829	1	0	0	0
GRMZM2G065839	1	4	6	2
GRMZM2G065868	5054	2302	1794	2919
GRMZM2G065893	281	134	64	94
GRMZM2G065908	10	4	3	4
GRMZM2G065928	4	0	0	1
GRMZM2G065953	84	0	28	0
GRMZM2G065956	237	234	92	150
GRMZM2G065970	14	8	4	8
GRMZM2G065971	5	0	3	2
GRMZM2G065989	192	66	37	53
GRMZM2G066005	3	0	2	2
GRMZM2G066024	4259	2085	2228	2314
GRMZM2G066029	1	1	0	0
GRMZM2G066057	2	0	0	0
GRMZM2G066059	189	42	55	56
GRMZM2G066101	349	229	110	239
GRMZM2G066107	2	2	0	0
GRMZM2G066120	2	0	1	1
GRMZM2G066153	381	193	70	152
GRMZM2G066162	0	1	0	1
GRMZM2G066165	26	21	11	48
GRMZM2G066169	33	17	6	13
GRMZM2G066171	94	68	20	23
GRMZM2G066189	262	136	55	183
GRMZM2G066219	4	0	0	0
GRMZM2G066222	372	489	115	606
GRMZM2G066225	184	95	94	255
GRMZM2G066234	36	7	11	11
GRMZM2G066256	11	5	8	10
GRMZM2G066274	2	0	0	0
GRMZM2G066290	654	445	248	574
GRMZM2G066293	149	48	43	75
GRMZM2G066326	1	0	1	0
GRMZM2G066341	156	94	42	115
GRMZM2G066343	11	1	0	3
GRMZM2G066345	1	2	2	1
GRMZM2G066369	2	0	0	2
GRMZM2G066400	383	262	94	184
GRMZM2G066413	1	2	3	5
GRMZM2G066440	3	2	1	2
GRMZM2G066441	24	1	2	4
GRMZM2G066456	16	8	5	22
GRMZM2G066460	4358	1861	1697	2745
GRMZM2G066485	57	30	9	26
GRMZM2G066496	387	211	116	285
GRMZM2G066516	3	0	1	0
GRMZM2G066528	1016	213	218	135
GRMZM2G066546	1108	26	27	0
GRMZM2G066575	4	1	2	7
GRMZM2G066612	70	30	57	60
GRMZM2G066614	56	47	29	21
GRMZM2G066615	408	146	101	81
GRMZM2G066618	70	11	22	18
GRMZM2G066636	1	0	0	1
GRMZM2G066650	46	36	27	37
GRMZM2G066726	5	2	1	1
GRMZM2G066749	126	38	27	34
GRMZM2G066755	191	60	54	14
GRMZM2G066759	0	2	0	0
GRMZM2G066815	1088	657	565	1061
GRMZM2G066851	19	2	0	0
GRMZM2G066860	108	55	38	77
GRMZM2G066867	2591	812	882	1158
GRMZM2G066870	20	0	2	2
GRMZM2G066876	25	16	16	16
GRMZM2G066885	29	0	1	0
GRMZM2G066923	47	28	39	57
GRMZM2G066996	501	502	210	854
GRMZM2G067019	22	11	8	10
GRMZM2G067022	5	1	1	1
GRMZM2G067028	224	67	88	86
GRMZM2G067036	162	99	56	83
GRMZM2G067049	140	42	70	43
GRMZM2G067053	2	1	1	7
GRMZM2G067063	1343	606	314	529
GRMZM2G067067	89	26	33	12
GRMZM2G067080	391	266	143	200
GRMZM2G067156	159	53	15	18
GRMZM2G067162	2	0	1	1
GRMZM2G067171	23	40	21	75
GRMZM2G067225	27	35	11	112
GRMZM2G067231	1	1	0	4
GRMZM2G067235	1	0	1	0
GRMZM2G067265	435	227	254	387
GRMZM2G067277	30	31	16	38
GRMZM2G067298	140	72	8	15
GRMZM2G067299	709	306	249	405
GRMZM2G067303	2207	1161	578	1294
GRMZM2G067306	514	252	108	230
GRMZM2G067315	87	30	47	1072
GRMZM2G067350	8	0	1	4
GRMZM2G067371	43	95	20	119
GRMZM2G067373	157	72	28	19
GRMZM2G067402	27	0	6	2
GRMZM2G067417	1068	633	373	770
GRMZM2G067426	38	2	14	1
GRMZM2G067436	27	12	16	17
GRMZM2G067456	2233	317	989	526
GRMZM2G067476	3499	2231	2163	4936
GRMZM2G067489	37	12	12	26
GRMZM2G067514	4	9	3	16
GRMZM2G067520	56	24	11	21
GRMZM2G067522	9	8	13	5
GRMZM2G067530	69	36	20	62
GRMZM2G067546	100	54	46	75
GRMZM2G067555	12	10	7	4
GRMZM2G067581	116	88	57	111
GRMZM2G067583	8	48	0	108
GRMZM2G067587	3	0	0	0
GRMZM2G067600	23	3	22	4
GRMZM2G067626	1	0	0	0
GRMZM2G067646	229	151	69	140
GRMZM2G067691	0	1	0	1
GRMZM2G067707	233	344	73	481
GRMZM2G067727	11	7	3	4
GRMZM2G067734	78	23	44	57
GRMZM2G067743	3	3	2	3
GRMZM2G067747	141	53	47	78
GRMZM2G067752	188	125	77	100
GRMZM2G067789	17	11	6	19
GRMZM2G067830	4	1	0	0
GRMZM2G067865	1	0	0	0
GRMZM2G067877	1315	463	343	347
GRMZM2G067908	1	1	0	0
GRMZM2G067910	143	73	37	80
GRMZM2G067915	19	12	9	76
GRMZM2G067919	68	57	345	912
GRMZM2G067929	8	0	2	0
GRMZM2G067964	97	33	29	30
GRMZM2G067985	0	10	0	7
GRMZM2G067992	110	54	25	51
GRMZM2G068011	1	0	0	0
GRMZM2G068024	8	1	1	1
GRMZM2G068028	361	266	124	232
GRMZM2G068059	259	312	96	407
GRMZM2G068112	75	42	24	47
GRMZM2G068117	23	262	360	13
GRMZM2G068128	1	0	0	1
GRMZM2G068137	0	1	0	0
GRMZM2G068149	415	172	121	206
GRMZM2G068151	76	27	18	22
GRMZM2G068158	53	19	17	31
GRMZM2G068177	24	10	6	8
GRMZM2G068179	11	0	4	4
GRMZM2G068193	182	86	25	41
GRMZM2G068202	39	14	14	13
GRMZM2G068217	196	65	91	91
GRMZM2G068220	3	0	0	0
GRMZM2G068239	4	0	0	8
GRMZM2G068244	11	4	2	1
GRMZM2G068255	51	29	14	31
GRMZM2G068259	476	10	176	8
GRMZM2G068270	3	0	0	0
GRMZM2G068271	151	22	50	25
GRMZM2G068316	2	1	0	0
GRMZM2G068322	5	0	8	0
GRMZM2G068323	2	0	2	2
GRMZM2G068330	3	0	1	2
GRMZM2G068331	77	84	34	112
GRMZM2G068340	60	36	22	32
GRMZM2G068350	5	17	4	26
GRMZM2G068352	703	255	286	394
GRMZM2G068361	17	6	9	4
GRMZM2G068382	230	203	105	184
GRMZM2G068392	28	29	13	64
GRMZM2G068443	304	134	97	168
GRMZM2G068455	324	145	111	168
GRMZM2G068465	1044	670	275	762
GRMZM2G068476	237	50	54	70
GRMZM2G068479	172	116	57	166
GRMZM2G068506	9338	2618	3569	10607
GRMZM2G068519	3	0	30	0
GRMZM2G068566	661	278	250	364
GRMZM2G068575	492	237	191	425
GRMZM2G068590	13	18	16	68
GRMZM2G068639	2	1	0	0
GRMZM2G068657	82	28	33	42
GRMZM2G068682	1	0	0	0
GRMZM2G068690	0	4	0	4
GRMZM2G068701	10	6	4	6
GRMZM2G068710	157	94	65	153
GRMZM2G068715	276	274	128	584
GRMZM2G068789	21	30	10	33
GRMZM2G068808	63	24	44	13
GRMZM2G068826	1	0	2	1
GRMZM2G068862	1192	660	380	999
GRMZM2G068904	1	4	0	0
GRMZM2G068913	20	2	2	12
GRMZM2G068936	0	1	1	1
GRMZM2G068943	66	39	12	17
GRMZM2G068947	2	0	0	0
GRMZM2G068952	507	342	203	416
GRMZM2G068955	1	3	0	2
GRMZM2G068967	2	0	0	1
GRMZM2G068973	31	39	28	39
GRMZM2G068982	111	77	53	83
GRMZM2G068984	91	30	33	40
GRMZM2G069009	106	27	34	35
GRMZM2G069016	356	164	56	137
GRMZM2G069018	197	100	65	177
GRMZM2G069024	9	3	2	6
GRMZM2G069061	127	65	39	64
GRMZM2G069078	8	1	0	2
GRMZM2G069085	45	1	9	0
GRMZM2G069098	20	7	1	2
GRMZM2G069102	128	17	37	29
GRMZM2G069106	102	44	22	33
GRMZM2G069162	14	4	3	6
GRMZM2G069174	13	14	12	8
GRMZM2G069177	103	54	42	92
GRMZM2G069195	553	200	138	207
GRMZM2G069198	3	7	2	3
GRMZM2G069208	2	0	0	0
GRMZM2G069215	8	3	14	9
GRMZM2G069218	28	6	6	7
GRMZM2G069229	4	172	2	94
GRMZM2G069260	2	2	2	1
GRMZM2G069295	19	7	8	9
GRMZM2G069317	27	6	16	17
GRMZM2G069365	1	4	0	0
GRMZM2G069389	26	3	8	0
GRMZM2G069405	669	379	318	537
GRMZM2G069410	520	295	157	353
GRMZM2G069422	12	3	6	2
GRMZM2G069455	202	67	74	84
GRMZM2G069458	724	188	171	185
GRMZM2G069476	38	26	15	15
GRMZM2G069486	60	48	38	72
GRMZM2G069500	109	53	23	81
GRMZM2G069503	1	5	0	1
GRMZM2G069511	460	20	372	78
GRMZM2G069518	78	48	14	40
GRMZM2G069525	1	1	1	2
GRMZM2G069528	38	22	10	100
GRMZM2G069568	7	0	0	0
GRMZM2G069569	3	0	1	1
GRMZM2G069594	4518	3750	1447	3493
GRMZM2G069603	49	24	16	37
GRMZM2G069618	158	24	39	40
GRMZM2G069631	268	104	97	98
GRMZM2G069651	441	122	135	156
GRMZM2G069672	16	1	2	1
GRMZM2G069676	598	205	164	287
GRMZM2G069678	38	22	17	23
GRMZM2G069687	227	182	66	138
GRMZM2G069694	25	7	7	10
GRMZM2G069713	10	13	4	31
GRMZM2G069726	189	133	52	182
GRMZM2G069758	174	160	81	173
GRMZM2G069762	24	13	8	16
GRMZM2G069765	205	127	52	111
GRMZM2G069772	197	197	75	119
GRMZM2G069773	539	281	214	478
GRMZM2G069807	1	0	2	0
GRMZM2G069816	131	60	35	54
GRMZM2G069827	66	34	16	54
GRMZM2G069830	1	0	0	0
GRMZM2G069865	117	56	51	77
GRMZM2G069886	95	74	43	34
GRMZM2G069911	60	45	29	48
GRMZM2G069916	667	139	242	184
GRMZM2G069922	133	86	55	134
GRMZM2G069923	26	6	4	15
GRMZM2G069928	3	3	2	5
GRMZM2G069970	54	26	12	36
GRMZM2G070015	48	7	21	5
GRMZM2G070034	10	4	0	6
GRMZM2G070047	2101	2158	685	2310
GRMZM2G070075	27	81	27	36
GRMZM2G070079	1	0	1	1
GRMZM2G070092	8	7	1	10
GRMZM2G070111	177	68	60	69
GRMZM2G070163	343	182	121	241
GRMZM2G070167	18	10	8	11
GRMZM2G070192	5	3	0	3
GRMZM2G070199	1105	544	179	389
GRMZM2G070255	72	18	9	13
GRMZM2G070259	726	239	200	340
GRMZM2G070264	2	0	0	2
GRMZM2G070273	21	85	4	46
GRMZM2G070284	170	93	72	116
GRMZM2G070305	65	34	26	32
GRMZM2G070312	3	0	0	0
GRMZM2G070315	23	15	2	3
GRMZM2G070323	3	1	2	5
GRMZM2G070343	51	184	219	19
GRMZM2G070360	927	476	206	408
GRMZM2G070375	63	3	1	5
GRMZM2G070378	765	334	283	376
GRMZM2G070381	49	37	23	49
GRMZM2G070389	1011	435	371	616
GRMZM2G070394	11	5	3	10
GRMZM2G070399	30	2	5	0
GRMZM2G070422	991	587	337	627
GRMZM2G070432	1	0	0	0
GRMZM2G070442	0	1	0	0
GRMZM2G070444	10	2	1	1
GRMZM2G070446	63	55	25	33
GRMZM2G070468	1	0	3	0
GRMZM2G070475	123	132	36	159
GRMZM2G070515	285	113	62	78
GRMZM2G070520	34	4	5	14
GRMZM2G070523	108	18	79	32
GRMZM2G070553	3	55	3	47
GRMZM2G070555	38	56	9	35
GRMZM2G070562	18	11	13	45
GRMZM2G070575	0	1	0	1
GRMZM2G070633	1	0	2	0
GRMZM2G070639	10	0	1	3
GRMZM2G070659	18	1	4	1
GRMZM2G070673	2	0	1	0
GRMZM2G070693	1292	633	416	838
GRMZM2G070716	349	209	282	537
GRMZM2G070723	29	13	10	16
GRMZM2G070765	227	142	67	131
GRMZM2G070780	164	81	52	99
GRMZM2G070804	457	222	167	264
GRMZM2G070807	113	72	50	131
GRMZM2G070849	1	1	4	11
GRMZM2G070881	176	73	50	54
GRMZM2G070885	11	7	8	14
GRMZM2G070890	364	211	139	295
GRMZM2G070898	4	9	3	2
GRMZM2G070899	344	89	59	83
GRMZM2G070931	0	1	0	2
GRMZM2G070978	11	1	1	5
GRMZM2G071010	393	121	188	167
GRMZM2G071015	116	48	23	38
GRMZM2G071021	48	1	12	26
GRMZM2G071025	334	75	83	88
GRMZM2G071034	1	0	0	0
GRMZM2G071059	206	110	68	138
GRMZM2G071071	330	105	95	111
GRMZM2G071076	27	20	20	43
GRMZM2G071087	28	18	9	18
GRMZM2G071100	1	0	0	0
GRMZM2G071112	3	0	0	0
GRMZM2G071113	131	57	61	81
GRMZM2G071147	94	38	26	24
GRMZM2G071154	221	38	118	168
GRMZM2G071162	84	65	24	56
GRMZM2G071163	243	112	37	45
GRMZM2G071172	165	16	33	13
GRMZM2G071206	3	0	1	0
GRMZM2G071223	8	14	0	13
GRMZM2G071249	28	27	4	13
GRMZM2G071253	169	107	67	149
GRMZM2G071264	1	16	4	13
GRMZM2G071268	391	118	114	82
GRMZM2G071277	3	1	3	1
GRMZM2G071288	73	62	22	46
GRMZM2G071292	0	1	1	0
GRMZM2G071294	51	45	31	58
GRMZM2G071304	3	4	0	2
GRMZM2G071307	18	0	3	1
GRMZM2G071310	10	1	11	14
GRMZM2G071319	58	31	19	10
GRMZM2G071333	292	108	89	105
GRMZM2G071339	6	0	0	8
GRMZM2G071347	13	5	4	5
GRMZM2G071349	3	4	0	1
GRMZM2G071360	36	22	9	15
GRMZM2G071370	19	10	5	10
GRMZM2G071374	4	0	2	0
GRMZM2G071378	423	200	95	260
GRMZM2G071405	2	1	0	1
GRMZM2G071413	11	2	1	15
GRMZM2G071433	13348	1748	9271	12997
GRMZM2G071448	56	42	11	44
GRMZM2G071468	0	35	0	36
GRMZM2G071491	94	58	25	47
GRMZM2G071518	256	116	57	109
GRMZM2G071573	8	0	1	2
GRMZM2G071575	30	15	12	111
GRMZM2G071582	39	23	17	16
GRMZM2G071589	40	36	13	41
GRMZM2G071599	35	19	9	14
GRMZM2G071602	16	9	4	11
GRMZM2G071620	3	0	0	1
GRMZM2G071626	24	16	8	15
GRMZM2G071628	1	0	2	0
GRMZM2G071638	42	18	13	17
GRMZM2G071659	45	26	25	30
GRMZM2G071688	1	0	0	0
GRMZM2G071705	12	4	4	6
GRMZM2G071714	7	33	4	23
GRMZM2G071739	87	75	47	56
GRMZM2G071745	415	186	135	230
GRMZM2G071768	60	59	33	101
GRMZM2G071790	2648	2471	905	2905
GRMZM2G071808	60	0	1	28
GRMZM2G071844	367	130	130	159
GRMZM2G071846	863	320	316	387
GRMZM2G071869	84	23	22	16
GRMZM2G071883	18	2	8	4
GRMZM2G071907	30	15	6	19
GRMZM2G071970	515	324	184	507
GRMZM2G071977	10	7	13	10
GRMZM2G071987	178	109	89	204
GRMZM2G071996	2	12	1	23
GRMZM2G071997	10	4	12	4
GRMZM2G072028	33	8	4	6
GRMZM2G072034	1	0	0	0
GRMZM2G072041	1	0	0	1
GRMZM2G072052	0	1	1	0
GRMZM2G072054	1316	379	454	438
GRMZM2G072071	33	14	4	9
GRMZM2G072080	126	131	53	198
GRMZM2G072091	125	82	40	78
GRMZM2G072107	70	39	16	25
GRMZM2G072115	1	0	0	0
GRMZM2G072121	27	9	9	14
GRMZM2G072142	1	0	0	0
GRMZM2G072146	23	17	7	42
GRMZM2G072156	486	185	178	190
GRMZM2G072174	100	37	58	49
GRMZM2G072205	228	99	53	79
GRMZM2G072210	330	177	96	199
GRMZM2G072218	2	5	1	8
GRMZM2G072219	641	222	6	49
GRMZM2G072223	1	0	0	0
GRMZM2G072231	343	144	90	189
GRMZM2G072240	386	142	205	409
GRMZM2G072264	1916	324	1122	568
GRMZM2G072274	5	1	2	5
GRMZM2G072292	18	6	2	5
GRMZM2G072315	4319	1760	1191	2399
GRMZM2G072322	40	6	9	6
GRMZM2G072337	250	163	87	256
GRMZM2G072339	99	70	59	95
GRMZM2G072388	1	1	0	0
GRMZM2G072417	4	0	0	1
GRMZM2G072435	0	11	0	6
GRMZM2G072492	0	1	0	1
GRMZM2G072500	5	2	1	3
GRMZM2G072506	152	98	50	96
GRMZM2G072513	27	16	7	7
GRMZM2G072518	1	0	2	1
GRMZM2G072526	20	13	3	2
GRMZM2G072529	3	0	0	1
GRMZM2G072550	391	116	58	45
GRMZM2G072553	9	5	3	3
GRMZM2G072569	11	2	1	12
GRMZM2G072573	131	114	44	138
GRMZM2G072578	5	2	1	14
GRMZM2G072584	121	92	15	85
GRMZM2G072600	24	14	7	6
GRMZM2G072621	5	0	0	9
GRMZM2G072645	0	1	0	0
GRMZM2G072653	1	0	1	0
GRMZM2G072658	193	89	43	96
GRMZM2G072669	31	17	5	7
GRMZM2G072671	0	1	0	3
GRMZM2G072682	402	126	137	167
GRMZM2G072690	0	1	0	0
GRMZM2G072729	8	3	7	6
GRMZM2G072744	5	3	3	4
GRMZM2G072806	1007	343	340	468
GRMZM2G072814	1	2	0	2
GRMZM2G072850	3	2	8	17
GRMZM2G072853	9	18	1	18
GRMZM2G072855	891	553	381	1059
GRMZM2G072865	3	0	2	7
GRMZM2G072890	26	80	9	149
GRMZM2G072892	0	1	0	0
GRMZM2G072894	516	317	212	394
GRMZM2G072898	2	1	0	3
GRMZM2G072909	273	206	71	172
GRMZM2G072911	27	14	14	15
GRMZM2G072926	6	0	0	0
GRMZM2G072939	585	196	103	295
GRMZM2G072973	4	1	0	0
GRMZM2G073003	14	2	3	1
GRMZM2G073023	121	33	76	64
GRMZM2G073049	11	5	2	1
GRMZM2G073054	1474	654	270	475
GRMZM2G073059	20	5	8	10
GRMZM2G073077	1104	565	294	588
GRMZM2G073079	160	6	72	23
GRMZM2G073086	391	181	118	181
GRMZM2G073123	361	187	128	210
GRMZM2G073150	1768	842	664	1110
GRMZM2G073180	5	2	4	0
GRMZM2G073197	15	10	2	6
GRMZM2G073199	50	21	16	13
GRMZM2G073223	9	0	1	0
GRMZM2G073228	25	24	7	33
GRMZM2G073250	2	0	0	0
GRMZM2G073272	1	0	0	0
GRMZM2G073275	3356	1729	1360	2090
GRMZM2G073303	1	1	3	6
GRMZM2G073312	257	109	90	186
GRMZM2G073324	64	1	43	2
GRMZM2G073359	1	1	0	0
GRMZM2G073377	1	0	0	2
GRMZM2G073399	28	37	7	42
GRMZM2G073401	131	109	40	105
GRMZM2G073404	89	53	41	61
GRMZM2G073427	11	8	0	3
GRMZM2G073429	8	2	0	5
GRMZM2G073460	62	7	18	5
GRMZM2G073465	36	41	13	70
GRMZM2G073498	1370	1113	640	1700
GRMZM2G073504	280	177	64	153
GRMZM2G073510	67	32	49	29
GRMZM2G073511	157	91	38	99
GRMZM2G073535	1218	687	211	527
GRMZM2G073548	5	4	0	2
GRMZM2G073571	213	105	64	124
GRMZM2G073581	6	8	3	5
GRMZM2G073584	37	25	22	32
GRMZM2G073591	14	0	12	2
GRMZM2G073628	595	376	369	761
GRMZM2G073630	146	104	44	87
GRMZM2G073668	299	135	93	177
GRMZM2G073671	39	24	8	3
GRMZM2G073693	2	5	1	5
GRMZM2G073700	219	7	6	87
GRMZM2G073725	178	80	77	134
GRMZM2G073731	201	34	74	53
GRMZM2G073750	215	127	80	103
GRMZM2G073755	51	65	3	82
GRMZM2G073770	28	16	6	17
GRMZM2G073779	20	2	14	8
GRMZM2G073788	35	26	22	31
GRMZM2G073814	32	8	4	7
GRMZM2G073826	105	65	53	48
GRMZM2G073836	9	5	4	7
GRMZM2G073842	3	0	0	0
GRMZM2G073860	7	1	4	5
GRMZM2G073861	0	1	1	0
GRMZM2G073882	1	0	0	0
GRMZM2G073888	45	28	11	29
GRMZM2G073892	7	1	4	3
GRMZM2G073908	569	305	64	152
GRMZM2G073913	1	0	0	0
GRMZM2G073928	2	5	2	0
GRMZM2G073934	357	168	110	220
GRMZM2G073942	146	80	34	79
GRMZM2G073943	20	4	1	4
GRMZM2G073950	181	79	29	56
GRMZM2G073954	2	0	1	1
GRMZM2G073959	80	55	23	56
GRMZM2G073979	0	1	0	0
GRMZM2G073988	181	76	80	81
GRMZM2G074015	149	53	28	55
GRMZM2G074017	63	41	6	106
GRMZM2G074024	10	3	4	6
GRMZM2G074028	82	59	36	75
GRMZM2G074040	14	4	5	3
GRMZM2G074053	127	80	29	31
GRMZM2G074082	81	49	29	53
GRMZM2G074083	1	1	0	1
GRMZM2G074085	2682	1191	1169	1567
GRMZM2G074097	175	150	62	329
GRMZM2G074102	11	8	9	9
GRMZM2G074103	44	44	10	39
GRMZM2G074107	1	0	0	1
GRMZM2G074114	11	16	4	6
GRMZM2G074122	254	51	117	32
GRMZM2G074138	2	3	2	4
GRMZM2G074158	9023	5273	3236	7176
GRMZM2G074193	25	43	3	36
