Gene	mat_SRR068962	pat_SRR068962	mat_SRR068963	pat_SRR068963	mat_SRR068964	pat_SRR068964	mat_SRR068968	pat_SRR068968	mat_SRR068969	pat_SRR068969	mat_SRR068970	pat_SRR068970	mat_SRR068971	pat_SRR068971	mat_SRR068972	pat_SRR068972	mat_SRR068973	pat_SRR068973	mat_SRR068974	pat_SRR068974	pat_SRR068984	mat_SRR068984	pat_SRR068985	mat_SRR068985	pat_SRR068986	mat_SRR068986	pat_SRR068987	mat_SRR068987	pat_SRR068988	mat_SRR068988	pat_SRR068989	mat_SRR068989	pat_SRR068990	mat_SRR068990
AT2G01410	1	0	2	1	0	1	1	2	5	2	2	1	11	6	3	0	7	3	4	1	2	1	0	3	1	2	4	29	5	25	3	34	4	24
AT2G01440	1	0	0	0	2	0	1	3	8	5	7	2	6	6	3	0	6	3	6	1	1	5	1	0	2	3	3	4	2	8	2	9	3	8
AT2G01490	1	0	1	0	2	0	3	0	5	0	5	1	20	0	12	1	7	0	8	0	0	3	0	2	0	3	1	10	4	9	4	10	3	11
AT2G01570	11	4	10	0	12	6	114	20	147	26	123	37	137	14	134	18	100	18	108	12	68	78	91	83	87	87	33	86	25	35	21	40	25	52
AT2G01580	1	1	0	0	3	0	8	2	12	3	11	2	2	0	5	1	5	0	0	1	2	6	1	9	5	7	0	12	0	6	3	9	2	4
AT2G01600	15	11	22	15	23	8	85	57	103	60	103	75	106	29	71	21	67	18	75	23	58	171	53	201	67	192	20	101	17	83	24	100	20	103
AT2G01610	98	22	106	35	111	34	145	79	206	93	182	87	40	16	18	14	28	11	28	11	126	155	153	187	165	198	70	92	52	62	53	81	79	76
AT2G01620	1	1	0	0	0	0	1	0	1	1	0	1	3	4	4	3	3	3	0	1	1	1	0	5	1	3	3	0	1	4	3	7	0	5
AT2G01630	19	4	20	2	25	5	41	20	34	31	39	32	48	24	23	32	42	27	36	22	12	41	18	57	23	56	11	41	9	31	9	22	8	29
AT2G01640	0	1	0	0	0	1	2	2	2	6	7	3	6	3	4	2	6	4	4	3	4	2	4	10	1	12	2	6	2	4	1	12	2	3
AT2G01650	0	1	1	1	1	0	0	1	1	0	1	0	14	4	9	1	2	4	7	2	0	0	2	1	0	2	2	24	3	26	1	22	3	28
AT2G01690	12	6	17	11	15	12	238	171	335	191	302	181	238	66	162	66	161	64	171	75	175	343	217	424	202	421	51	122	37	110	41	114	51	121
AT2G01710	7	7	8	4	8	4	54	31	60	40	63	46	83	45	65	39	53	40	62	40	23	69	29	95	26	76	37	111	29	80	23	87	19	87
AT2G01720	49	9	40	12	49	21	139	36	174	54	194	43	306	78	245	56	243	53	237	70	67	95	99	131	98	131	140	249	153	217	138	252	133	233
AT2G01730	1	0	0	0	1	1	2	2	2	3	1	3	5	1	2	3	7	6	4	9	0	0	0	2	2	6	1	13	5	5	1	14	3	11
AT2G01820	56	23	48	28	60	17	107	23	195	47	172	36	302	67	230	48	226	39	248	49	58	85	66	111	55	96	103	310	104	216	110	247	93	243
AT2G01850	3	2	9	2	4	0	133	11	174	16	157	17	338	12	335	11	267	10	283	11	33	45	36	49	50	66	25	218	23	136	17	126	26	139
AT2G01860	0	2	5	3	3	1	15	4	17	8	28	6	41	5	38	2	22	3	21	6	7	12	18	7	9	9	25	23	24	24	25	31	32	21
AT2G01910	12	9	8	7	11	12	79	71	86	101	83	107	171	210	117	141	125	139	110	136	32	144	35	145	47	175	82	339	81	365	71	336	89	382
AT2G01930	4	2	3	2	4	5	12	6	14	9	9	7	29	10	18	10	32	15	24	11	5	11	4	18	13	12	8	26	14	28	6	18	7	21
AT2G01970	27	19	26	26	26	22	62	50	76	45	87	50	63	31	67	27	58	32	64	18	36	82	45	119	57	105	35	116	31	102	21	94	28	97
AT2G01980	1	0	0	0	1	0	1	0	3	1	4	2	6	5	1	3	11	2	3	0	0	1	3	4	0	5	1	9	2	16	3	16	1	7
AT2G02040	4	0	1	0	2	2	3	3	0	4	1	0	9	1	3	2	4	1	1	4	0	4	0	3	1	3	1	14	2	5	0	7	3	9
AT2G02050	4	1	3	0	2	2	1	1	1	0	4	1	8	1	6	0	4	3	6	0	2	1	0	1	0	1	0	11	0	3	0	6	2	6
AT2G02080	3	2	2	0	2	1	18	11	28	14	20	16	46	13	42	15	39	9	22	5	5	18	4	12	2	14	12	29	10	24	11	22	12	27
AT2G02090	8	2	9	2	4	3	3	0	6	0	7	6	19	5	9	4	8	3	8	5	5	6	6	9	4	7	5	12	10	21	7	17	8	17
AT2G02100	204	133	186	135	176	130	557	331	690	409	641	417	1016	963	748	723	731	751	732	734	171	426	206	538	281	563	497	1177	566	1256	548	1318	594	1397
AT2G02120	37	16	28	18	42	14	622	234	774	313	757	304	394	148	336	143	359	149	343	120	508	743	602	860	600	901	393	441	225	235	239	188	243	227
AT2G02147	7	4	13	4	5	2	6	4	5	5	11	4	0	0	0	0	0	2	0	2	7	3	10	4	8	6	4	2	3	2	6	1	4	1
AT2G02148	4	0	2	0	5	3	10	6	20	8	9	7	24	12	26	14	24	11	23	3	5	15	3	23	9	18	14	30	13	32	12	41	15	26
AT2G02160	3	1	3	3	2	4	24	10	25	16	30	10	78	36	53	30	51	22	60	28	5	23	10	28	20	22	34	92	28	90	40	73	28	79
AT2G02180	3	0	2	1	8	1	2	2	8	4	8	3	23	8	7	2	10	6	17	13	0	3	2	3	1	4	10	26	5	22	8	22	8	32
AT2G02220	3	1	5	3	9	0	16	3	14	10	11	4	30	14	19	11	24	8	32	9	4	16	5	18	16	17	14	35	9	40	7	50	12	43
AT2G02350	0	2	1	1	0	0	2	1	2	1	2	4	6	3	5	1	6	3	5	3	2	4	0	5	3	3	1	11	1	9	0	8	1	11
AT2G02360	7	0	13	0	15	0	32	25	33	34	49	36	206	26	138	26	151	17	143	17	14	65	15	96	30	82	24	46	39	42	28	31	26	39
AT2G02370	2	0	2	0	1	2	2	5	2	4	5	6	13	8	7	5	10	3	3	7	0	6	4	8	3	9	1	12	3	17	2	14	2	17
AT2G02400	1	1	1	1	1	0	1	0	0	1	2	0	4	0	2	0	3	0	6	3	1	2	0	0	2	1	3	2	3	5	2	3	3	3
AT2G02480	27	12	22	16	34	19	103	60	114	84	105	53	145	73	87	44	101	59	84	57	46	107	61	152	86	120	74	136	75	144	64	125	87	160
AT2G02500	2	1	1	0	1	0	7	10	12	13	21	13	16	16	6	8	9	3	4	3	4	9	4	17	7	15	10	30	4	26	12	27	8	32
AT2G02510	21	14	35	11	23	16	105	50	91	50	95	42	41	12	46	10	41	12	42	11	32	67	37	88	50	85	24	41	9	36	14	47	13	34
AT2G02560	31	7	34	17	24	18	33	19	56	21	46	31	96	30	61	30	67	23	66	36	22	46	28	70	28	61	30	85	31	67	29	83	31	85
AT2G02570	1	4	4	2	2	2	7	6	13	9	11	8	49	10	30	12	29	9	24	10	8	10	10	18	10	19	16	36	13	24	17	46	9	44
AT2G02590	3	1	1	0	1	2	21	20	17	17	22	17	20	7	13	5	13	11	12	9	14	20	3	20	19	28	6	29	14	29	7	34	5	38
AT2G02710	0	1	0	1	0	0	0	1	0	0	0	2	6	2	0	3	1	3	0	3	0	1	0	0	0	3	1	14	0	12	1	13	1	14
AT2G02720	0	1	0	1	0	2	0	1	2	1	0	3	1	0	0	0	1	0	1	0	0	0	2	5	0	6	0	0	0	0	1	0	0	0
AT2G02780	3	1	0	2	1	0	41	33	61	37	76	44	125	47	73	41	84	41	77	43	9	34	19	53	27	49	45	124	36	123	37	147	38	123
AT2G02790	1	0	0	0	0	0	3	0	1	0	0	1	2	6	5	3	10	0	2	3	1	1	0	2	1	5	1	6	0	8	4	10	5	9
AT2G02800	13	7	10	7	11	7	92	46	92	64	129	69	197	60	142	50	140	55	162	49	35	117	56	157	56	130	62	198	59	179	57	209	53	191
AT2G02860	14	6	10	4	17	5	60	33	72	36	64	33	194	65	177	54	168	46	166	41	18	44	37	69	36	63	54	148	41	133	40	126	42	124
AT2G02870	1	0	3	1	3	2	17	2	26	9	14	7	50	18	38	13	49	15	41	13	8	14	9	22	7	17	19	75	16	69	15	86	8	68
AT2G02910	2	0	1	1	1	0	2	1	2	0	2	1	8	3	2	0	7	2	4	1	0	1	1	3	1	2	7	3	4	6	3	8	6	5
AT2G02955	4	2	2	2	1	1	8	1	9	3	10	1	25	9	17	5	12	2	15	5	1	5	5	4	1	5	11	12	8	10	9	7	5	9
AT2G02960	5	1	6	5	4	5	55	11	62	8	63	14	70	12	60	15	49	11	59	8	28	17	20	30	35	24	9	51	20	38	15	45	15	43
AT2G02990	42	7	25	10	31	6	205	36	248	43	262	39	1660	48	1356	57	1388	35	1316	45	28	61	40	71	43	73	86	341	54	315	60	336	73	322
AT2G03010	2	0	0	0	0	0	2	0	2	2	6	1	4	0	1	1	3	1	2	1	0	0	2	1	3	1	0	1	0	1	0	0	1	1
AT2G03050	2	2	2	0	1	1	5	2	6	2	9	2	7	4	16	3	4	4	17	3	1	3	3	6	3	9	4	13	4	7	5	14	8	10
AT2G03070	8	2	8	3	9	2	29	7	32	17	54	6	39	7	19	1	21	3	27	5	11	13	19	11	21	21	6	13	4	16	2	15	3	10
AT2G03110	2	1	1	3	1	1	7	8	11	7	15	10	13	9	11	5	15	6	15	5	6	23	1	13	4	21	8	19	7	15	2	19	4	21
AT2G03120	3	0	3	2	4	4	11	3	13	4	11	2	22	7	18	8	14	8	14	9	4	11	5	12	4	11	6	13	10	28	12	29	8	26
AT2G03140	9	16	6	18	11	13	50	31	67	34	64	42	133	32	97	35	98	24	95	26	28	59	20	90	32	100	29	113	25	96	37	116	34	106
AT2G03150	5	6	8	2	10	3	67	39	127	56	125	46	191	86	149	71	145	44	124	66	51	89	66	136	61	139	85	225	79	248	63	209	72	211
AT2G03190	2	5	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	1	0	1	0	1	2	4
AT2G03200	0	1	0	2	0	2	0	1	0	4	0	0	2	0	1	0	3	0	1	0	1	5	0	6	0	5	0	17	1	13	0	15	0	9
AT2G03240	1	0	0	0	1	1	11	4	16	11	10	17	18	6	9	13	16	6	9	7	3	8	9	14	7	21	5	28	5	25	5	23	10	31
AT2G03270	1	0	1	0	2	1	6	5	7	4	8	3	31	4	13	4	9	4	16	9	3	5	3	10	4	5	7	12	8	15	12	14	8	10
AT2G03280	0	2	0	0	1	0	1	2	0	0	2	1	5	2	1	5	4	1	4	1	0	3	1	5	0	4	2	2	3	4	2	5	0	7
AT2G03340	1	0	1	1	2	1	8	3	3	3	6	2	16	2	12	5	5	8	4	6	2	5	4	2	2	4	3	5	3	4	4	4	1	4
AT2G03370	5	1	9	0	2	1	16	4	26	9	21	8	24	11	20	10	19	12	29	13	4	11	18	9	13	8	15	16	8	14	16	15	9	19
AT2G03380	6	1	6	1	2	1	14	4	17	6	13	4	40	17	33	17	27	14	28	15	15	9	13	15	9	14	12	13	18	21	8	17	14	24
AT2G03390	5	1	6	4	2	0	43	10	37	20	47	12	105	31	76	21	84	28	75	20	11	25	14	35	20	34	33	64	25	49	31	49	29	50
AT2G03420	0	2	0	4	0	2	7	6	11	5	11	8	3	0	6	2	10	0	7	0	0	3	4	4	0	3	5	3	5	2	2	3	0	3
AT2G03470	30	7	22	11	30	12	61	36	98	33	77	39	247	76	172	50	170	79	187	52	41	59	40	72	54	65	75	245	70	250	73	214	78	236
AT2G03560	2	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03620	2	1	4	2	2	2	2	6	7	4	5	4	3	9	6	5	2	11	4	5	1	15	3	16	2	14	3	4	3	10	2	9	1	10
AT2G03640	1	0	5	2	2	0	15	5	25	6	28	11	44	6	40	6	33	1	21	6	8	10	10	13	5	6	23	42	26	49	24	64	15	53
AT2G03667	1	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G03690	0	1	0	2	0	1	16	4	19	2	10	4	6	3	9	1	10	3	3	2	5	8	2	9	6	14	6	10	3	4	1	8	2	7
AT2G03770	18	6	11	5	12	9	0	1	4	0	3	3	7	5	3	3	8	6	6	4	1	5	3	4	0	9	7	16	5	15	3	8	6	11
AT2G03780	9	6	11	5	17	5	73	59	113	65	87	51	182	71	135	64	168	55	166	58	37	79	50	103	37	111	84	201	91	188	101	186	86	207
AT2G03820	3	1	1	0	0	0	0	0	3	1	0	0	3	1	6	3	2	2	1	1	0	0	2	3	3	2	1	5	3	4	1	1	4	0
AT2G03850	1	0	2	0	0	0	11	0	8	0	9	0	13	1	17	1	8	1	10	0	3	2	5	3	8	2	4	3	4	0	7	1	8	2
AT2G03870	4	5	8	3	4	2	28	12	36	21	52	23	55	23	65	18	52	17	60	10	12	31	18	25	22	25	24	59	31	65	32	62	33	63
AT2G03890	8	3	6	3	3	6	26	7	43	11	38	12	98	25	79	25	90	23	73	20	15	25	17	38	9	40	26	79	18	73	26	85	28	72
AT2G04230	7	4	8	2	8	4	19	5	30	5	23	10	70	27	59	25	68	19	47	18	11	15	18	26	15	27	23	64	19	84	26	57	28	79
AT2G04235	1	2	0	1	0	2	1	1	4	1	8	2	4	1	3	2	2	1	3	0	2	5	2	8	0	2	2	5	3	11	3	5	2	6
AT2G04240	3	2	0	0	1	0	11	5	8	4	5	5	25	9	15	6	21	8	19	8	3	15	9	18	4	30	6	29	11	37	6	25	12	43
AT2G04280	5	4	8	3	4	5	25	23	31	19	27	19	46	40	25	26	23	23	38	26	7	39	15	57	11	48	17	70	11	95	22	92	22	92
AT2G04305	2	0	0	0	2	1	4	0	2	1	8	1	12	5	13	1	17	2	12	4	2	2	2	7	0	4	7	19	2	13	4	20	3	21
AT2G04340	1	1	0	0	1	0	8	5	11	5	11	5	18	3	8	4	5	5	8	3	1	9	5	12	5	17	4	12	4	15	3	10	6	15
AT2G04350	5	1	4	2	4	4	48	16	59	34	64	33	76	19	86	18	66	16	73	13	19	54	32	65	29	77	20	94	18	80	17	94	20	79
AT2G04400	1	0	0	0	0	0	6	7	5	5	8	7	8	4	2	2	7	4	2	2	2	4	1	6	1	4	3	17	0	13	3	8	2	9
AT2G04410	1	1	3	0	2	0	5	1	4	2	3	2	15	5	6	3	10	2	14	6	2	5	4	9	2	3	3	5	1	9	7	7	2	6
AT2G04620	3	1	3	1	2	1	2	0	4	3	5	0	26	3	20	1	9	2	18	5	1	6	1	9	0	6	4	21	3	33	4	18	11	25
AT2G04630	24	15	34	6	21	16	114	90	159	132	173	142	169	137	106	112	125	89	112	89	50	158	76	231	65	228	70	392	74	378	74	376	76	396
AT2G04690	1	0	0	0	1	0	5	4	1	3	4	2	9	8	13	8	12	7	5	7	0	9	4	5	0	13	3	14	4	12	3	22	3	18
AT2G04750	2	1	6	0	2	2	0	1	5	1	0	4	0	0	0	0	0	0	0	0	0	3	0	6	2	0	1	7	0	5	2	1	1	6
AT2G04842	7	1	5	0	8	0	34	23	51	23	41	25	47	25	36	22	32	22	45	21	14	27	21	39	29	44	16	51	28	61	21	53	23	61
AT2G04865	1	4	0	3	3	4	14	12	16	7	16	6	36	12	28	13	23	12	21	11	11	27	9	20	11	33	18	48	10	39	8	38	5	55
AT2G04880	1	2	2	8	2	0	19	15	37	9	28	8	27	12	30	11	27	11	23	8	13	18	18	32	11	38	12	41	17	44	10	44	14	39
AT2G04900	2	1	0	0	0	1	2	1	3	0	2	1	7	1	4	3	8	1	2	5	2	1	0	3	0	2	1	7	4	13	0	12	2	12
AT2G05060	2	4	1	0	3	3	1	1	0	1	1	1	2	1	2	0	2	0	2	2	0	1	0	0	0	0	0	6	1	2	2	3	1	3
AT2G05070	1	0	0	0	0	1	0	0	1	2	1	0	3	2	1	5	3	1	1	0	0	2	0	1	0	2	2	0	2	1	2	3	0	4
AT2G05100	2	4	3	3	2	8	23	13	24	16	34	15	12	10	11	7	9	6	13	6	8	17	14	24	13	27	8	11	2	2	1	4	3	7
AT2G05110	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	2	0	5	0	2	1	0	1	0	1	0
AT2G05120	12	3	9	10	17	8	20	17	24	21	18	32	41	18	31	10	42	10	21	20	8	19	13	25	9	41	18	73	27	56	19	58	34	70
AT2G05170	1	2	4	2	0	0	22	6	27	6	26	8	62	15	47	3	48	16	41	11	11	8	12	14	9	11	22	39	28	41	27	33	21	56
AT2G05280	1	1	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	2
AT2G05290	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	0	0	1	1	0	0	0	2	1	0	1	0	0	0	2
AT2G05310	1	1	1	1	0	1	11	7	21	7	21	6	25	5	11	10	23	11	25	7	4	9	4	11	5	6	4	12	3	20	9	18	5	19
AT2G05320	17	7	22	7	17	4	92	26	106	25	108	31	188	22	148	19	155	19	154	17	38	39	48	52	62	56	63	116	50	102	51	115	60	115
AT2G05350	2	0	3	0	1	0	12	0	18	0	12	0	5	0	4	0	2	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AT2G05760	2	1	1	0	1	1	2	0	0	1	3	3	4	0	3	0	3	1	3	0	0	1	0	2	1	3	0	0	0	5	1	2	1	2
AT2G05812	1	1	4	2	0	0	274	99	348	117	354	103	1008	219	800	169	864	139	760	167	196	150	267	206	238	202	533	640	468	500	459	517	466	564
AT2G05840	17	3	14	3	13	7	30	5	21	5	21	12	86	22	56	12	63	16	63	15	11	16	22	27	18	31	23	69	29	79	33	99	33	94
AT2G05845	0	2	0	5	0	3	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G05914	2	0	1	0	2	0	1	0	1	0	0	0	1	0	2	0	4	0	1	0	0	1	0	5	0	2	0	4	0	4	0	5	0	4
AT2G05920	134	214	172	203	167	217	380	410	461	502	495	482	1056	1298	817	933	796	937	848	938	308	1066	400	1370	366	1413	632	2699	520	2364	516	2449	504	2409
AT2G05980	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G05990	91	39	87	47	91	52	259	139	330	209	320	213	220	163	198	114	212	103	174	101	138	198	151	273	156	280	175	308	176	263	175	276	207	290
AT2G06000	2	0	3	2	2	1	17	8	5	10	12	6	27	8	24	3	18	7	19	6	3	9	4	17	6	23	8	27	11	14	12	23	8	29
AT2G06005	3	3	5	3	2	3	31	14	36	15	42	8	23	16	29	9	23	5	13	10	23	29	22	31	22	30	4	30	11	33	10	30	7	25
AT2G06010	3	2	0	1	3	1	1	5	6	6	4	3	8	5	5	4	5	1	3	3	0	3	1	6	2	6	1	16	0	14	2	7	3	12
AT2G06040	11	1	9	4	8	5	26	11	22	12	29	15	95	41	65	26	77	32	76	28	16	20	16	41	25	40	32	71	37	78	48	66	20	71
AT2G06050	1	0	3	0	3	0	10	0	10	5	15	0	49	13	31	5	19	7	31	8	2	12	1	19	0	20	5	148	3	114	8	115	6	141
AT2G06210	1	1	5	2	4	2	4	1	6	1	6	1	18	8	21	11	13	3	21	4	3	6	2	4	1	3	11	23	10	21	7	24	10	22
AT2G06510	2	1	0	1	1	0	6	2	4	2	5	0	5	3	2	0	3	1	1	0	0	1	0	0	0	3	1	6	0	3	1	9	0	5
AT2G06520	7	1	8	5	1	1	14	10	19	11	12	20	21	12	17	14	27	12	19	6	6	21	14	35	15	22	8	22	12	13	5	12	15	15
AT2G06530	7	1	3	1	2	0	9	4	9	5	13	5	84	20	66	20	69	12	53	13	7	9	6	5	11	13	12	37	17	38	16	41	17	51
AT2G06990	3	0	3	2	2	0	5	3	3	5	8	5	12	9	17	5	24	8	12	4	3	6	2	5	1	9	6	26	13	17	9	13	11	29
AT2G07050	1	0	2	1	0	1	1	4	4	5	3	1	1	6	10	2	6	6	10	5	3	5	1	6	1	6	11	12	5	11	8	16	4	21
AT2G07170	2	0	1	0	0	0	2	0	1	1	2	1	0	0	1	1	2	0	0	1	0	0	1	2	1	1	1	2	0	3	0	1	1	2
AT2G07180	5	4	4	5	5	2	8	3	14	11	16	15	41	22	38	14	31	6	37	10	3	21	5	27	5	29	21	54	21	59	21	67	17	50
AT2G07360	19	12	13	9	20	9	101	48	126	57	112	61	141	41	119	28	99	36	102	25	30	110	51	119	48	124	68	191	64	181	64	172	59	187
AT2G07680	4	15	8	13	5	11	17	31	19	34	15	25	9	25	8	15	8	15	10	9	1	46	3	54	5	48	2	59	1	51	4	39	3	37
AT2G09800	2	0	6	0	6	0	8	0	19	0	13	0	36	3	11	0	14	2	22	0	5	0	6	0	16	0	17	0	11	0	7	0	8	0
AT2G10260	8	0	3	0	2	0	18	1	23	0	20	0	54	0	46	2	26	1	59	0	0	17	0	21	0	19	1	24	1	19	0	27	1	30
AT2G10410	260	1	248	0	233	0	2298	11	2803	16	2766	14	1788	8	1516	6	1467	3	1431	10	619	1	754	2	777	4	392	4	271	1	275	2	268	1
AT2G10535	20	0	15	0	12	0	43	1	56	0	56	0	4	0	4	0	2	0	1	0	24	0	32	0	28	0	3	0	4	0	3	0	3	0
AT2G10931	1	15	1	17	0	14	9	30	9	21	13	27	36	37	26	41	33	33	34	38	4	62	1	65	1	54	4	110	5	89	2	101	3	112
AT2G10950	10	6	15	5	7	7	48	14	66	20	57	15	90	16	86	17	78	18	79	10	22	32	29	46	20	52	27	137	33	115	36	107	43	120
AT2G11000	4	1	4	5	5	4	10	8	5	4	7	1	16	13	16	11	16	9	13	7	3	10	4	19	4	22	8	24	11	24	1	31	6	16
AT2G11410	1	0	1	0	0	0	2	0	1	0	2	1	0	1	1	0	2	0	1	0	0	7	0	10	0	5	0	20	0	14	0	11	0	13
AT2G11880	1	5	0	3	1	1	10	2	26	8	29	9	87	33	60	10	45	20	61	20	11	11	16	21	11	20	16	34	20	48	15	41	24	50
AT2G11890	19	2	19	4	12	5	49	26	54	32	65	30	104	39	72	25	65	24	72	27	20	42	26	48	32	47	41	159	42	132	43	145	33	142
AT2G11910	22	22	39	13	26	20	664	531	881	669	900	639	445	258	376	166	342	168	300	171	409	508	522	683	534	682	367	658	372	613	383	692	336	679
AT2G12400	0	2	0	0	3	2	26	17	50	11	54	16	49	11	35	6	27	8	40	10	16	59	22	52	16	58	10	99	10	76	12	66	11	77
AT2G12465	1	1	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	1	1
AT2G12480	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G12490	1	0	1	0	0	0	4	0	3	0	3	0	6	0	14	0	8	0	5	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0
AT2G12550	8	0	1	4	1	1	13	6	12	4	12	8	39	13	32	4	25	3	25	4	3	7	5	10	4	17	10	55	11	62	8	48	11	55
AT2G13100	29	13	23	14	18	8	59	21	82	18	78	14	275	38	198	17	198	19	200	25	17	71	17	71	36	74	41	264	33	288	54	283	37	260
AT2G13360	10	8	16	2	8	9	15	8	17	8	15	12	12	5	14	4	6	4	12	2	7	16	5	10	3	18	14	6	10	9	10	8	5	9
AT2G13370	11	4	15	5	23	3	36	11	60	26	48	29	102	44	80	37	73	23	84	22	13	58	21	54	26	70	28	152	41	162	31	144	36	149
AT2G13440	2	0	0	1	1	3	3	4	5	4	3	6	10	8	7	3	2	5	6	0	1	0	2	6	3	6	4	6	0	9	4	6	2	6
AT2G13540	2	1	1	1	3	1	7	2	9	1	3	4	18	9	14	3	16	3	12	5	1	5	8	14	4	11	11	32	9	18	7	21	10	24
AT2G13550	0	1	0	4	2	2	23	34	27	28	16	33	24	69	30	69	27	53	29	66	13	28	18	24	21	40	49	38	54	34	59	30	31	27
AT2G13560	4	1	6	1	4	1	19	4	12	5	12	9	62	7	47	9	44	8	29	11	1	11	2	10	3	16	8	78	11	67	14	64	19	96
AT2G13610	2	2	2	2	0	3	12	8	18	16	20	13	53	28	40	30	41	39	48	12	7	24	15	42	8	29	20	40	20	42	19	35	21	46
AT2G13650	1	2	5	1	1	2	3	7	6	5	4	8	20	6	15	1	8	4	15	5	4	6	0	12	3	10	2	34	0	29	3	25	1	29
AT2G13690	78	34	87	36	72	34	760	328	970	377	928	407	1389	466	1029	385	1027	379	1021	388	369	690	479	811	502	853	581	1080	608	992	581	1006	568	1008
AT2G13750	0	3	0	3	0	1	0	12	0	12	1	20	0	27	0	29	0	22	1	21	0	48	0	62	0	64	0	56	0	46	0	63	1	61
AT2G13790	1	0	0	0	1	0	2	0	10	1	7	2	24	2	16	3	14	4	18	1	5	0	6	1	10	2	1	10	2	14	6	14	5	15
AT2G13800	0	1	0	1	1	0	1	0	1	0	1	0	7	3	7	0	6	0	4	0	0	1	2	1	1	0	2	3	3	1	2	2	1	1
AT2G13840	2	2	1	1	0	0	0	0	3	1	2	2	5	1	3	3	1	1	6	4	2	1	2	4	0	3	0	5	2	2	2	3	2	3
AT2G14045	0	2	0	1	0	0	9	1	7	4	5	2	25	17	16	11	19	12	20	10	2	4	4	2	4	5	7	15	6	21	5	25	10	23
AT2G14050	8	1	4	2	3	0	10	3	19	1	17	6	10	5	12	3	15	5	13	1	7	4	5	4	4	7	4	19	6	11	4	12	5	7
AT2G14170	2	1	2	1	1	3	0	1	1	3	1	2	3	0	2	3	6	3	2	2	0	2	0	1	2	4	2	7	0	12	2	18	0	16
AT2G14210	1	2	1	0	0	0	8	8	7	11	12	5	55	36	33	33	54	27	51	25	15	20	16	32	11	14	29	72	9	82	13	67	22	67
AT2G14220	1	0	2	0	1	1	2	1	5	1	2	1	0	1	2	2	3	0	4	1	1	2	1	4	0	0	1	1	1	1	0	2	1	0
AT2G14255	1	0	0	1	3	0	36	1	27	1	37	3	37	3	29	2	30	3	38	3	6	2	9	7	9	1	12	7	2	3	1	3	4	7
AT2G14260	9	8	15	7	13	6	60	21	82	36	96	48	104	62	93	50	89	45	104	36	19	70	16	86	31	86	43	171	55	159	51	165	47	155
AT2G14365	1240	907	1207	872	1246	947	1342	1047	1792	1165	1706	1255	1130	438	935	334	817	345	824	350	861	1976	1029	2572	1086	2712	1207	2827	1271	2895	1279	2981	1332	2918
AT2G14520	2	0	2	0	1	0	8	0	6	1	10	1	9	4	4	3	3	1	5	3	5	2	10	3	8	5	10	2	9	5	9	8	6	4
AT2G14635	0	1	0	2	0	0	0	2	0	2	0	0	0	1	1	1	0	1	0	0	0	2	0	3	0	2	0	2	0	1	0	2	0	5
AT2G14660	4	4	3	2	2	1	19	9	24	13	31	8	28	10	29	8	28	13	23	13	6	14	9	15	9	27	24	47	22	53	26	68	20	74
AT2G14690	2	3	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	2	1	0	0	1	1	0	1	6	0	5	1	3	1	1	2	2
AT2G14720	7	1	6	2	4	2	29	15	28	21	29	24	55	36	44	33	53	28	39	20	22	42	21	74	31	63	20	105	21	96	15	101	27	96
AT2G14800	1	1	1	0	0	0	3	0	8	0	6	2	5	4	11	2	7	3	7	2	1	1	5	5	4	6	2	9	1	4	1	9	1	5
AT2G14835	25	8	20	9	33	15	85	56	126	70	112	69	86	46	87	44	84	40	84	41	39	117	58	130	61	137	49	118	42	85	25	100	45	92
AT2G14860	6	0	2	0	3	0	1	4	2	0	2	1	9	2	11	1	8	2	12	4	1	1	1	1	0	2	1	7	1	9	3	12	2	9
AT2G14880	2	4	5	5	4	3	110	54	137	64	103	66	161	56	146	63	119	62	136	50	39	53	59	86	47	72	88	109	95	96	106	112	92	104
