Gene	mat_SRR924077	pat_SRR924077	pat_SRR924078	mat_SRR924078
GRMZM2G134295	676	379	236	944
GRMZM2G134308	76	31	23	75
GRMZM2G134313	26	0	17	8
GRMZM2G134329	21	13	13	26
GRMZM2G134332	92	53	66	125
GRMZM2G134334	66	13	9	131
GRMZM2G134340	18	3	6	78
GRMZM2G134341	44	14	45	108
GRMZM2G134351	11	2	40	24
GRMZM2G134367	381	71	98	154
GRMZM2G134382	37	30	31	43
GRMZM2G134389	226	86	44	184
GRMZM2G134396	717	288	265	683
GRMZM2G134398	37	16	26	77
GRMZM2G134424	217	232	193	455
GRMZM2G134430	671	404	301	820
GRMZM2G134450	5	0	5	28
GRMZM2G134471	0	4	0	4
GRMZM2G134476	6	2	1	38
GRMZM2G134480	64	40	38	61
GRMZM2G134497	23	9	5	14
GRMZM2G134502	20	13	8	44
GRMZM2G134539	184	118	125	377
GRMZM2G134545	53	0	0	119
GRMZM2G134550	32	37	42	74
GRMZM2G134552	17	34	49	14
GRMZM2G134559	59	54	33	179
GRMZM2G134625	64	34	37	131
GRMZM2G134628	109	33	138	240
GRMZM2G134668	2282	1073	1121	2623
GRMZM2G134671	143	30	66	183
GRMZM2G134694	21	15	11	6
GRMZM2G134703	7	4	2	11
GRMZM2G134708	53	38	84	150
GRMZM2G134711	75	833	28	2018
GRMZM2G134716	72	16	72	98
GRMZM2G134731	162	52	109	201
GRMZM2G134749	97	29	18	47
GRMZM2G134753	137	111	43	278
GRMZM2G134756	3303	971	1627	2130
GRMZM2G134761	493	230	202	526
GRMZM2G134797	1823	753	1086	2343
GRMZM2G134806	1044	418	619	1214
GRMZM2G134844	777	218	425	554
GRMZM2G134846	8	0	0	6
GRMZM2G134857	17	4	3	0
GRMZM2G134863	28	5	10	36
GRMZM2G134866	204	74	123	140
GRMZM2G134888	0	8	1	19
GRMZM2G134903	82	54	31	172
GRMZM2G134917	341	43	58	165
GRMZM2G134951	16	1	0	22
GRMZM2G134955	677	797	342	1297
GRMZM2G134957	11	0	23	17
GRMZM2G134976	65	19	42	145
GRMZM2G134980	7565	2174	3420	4623
GRMZM2G134982	446	233	269	624
GRMZM2G134985	127	57	86	138
GRMZM2G135002	17	0	2	0
GRMZM2G135011	2	2	0	1
GRMZM2G135013	48	44	23	100
GRMZM2G135019	2	0	0	3
GRMZM2G135022	3	0	0	4
GRMZM2G135027	24	19	20	73
GRMZM2G135038	211	97	71	203
GRMZM2G135044	1	0	0	0
GRMZM2G135045	178	50	84	154
GRMZM2G135052	2027	124	478	372
GRMZM2G135054	205	100	69	250
GRMZM2G135062	9	9	9	12
GRMZM2G135073	3	0	0	0
GRMZM2G135091	79	41	58	64
GRMZM2G135095	160	14	66	42
GRMZM2G135111	12	11	4	23
GRMZM2G135120	231	51	25	44
GRMZM2G135132	747	978	579	3175
GRMZM2G135186	36	32	30	74
GRMZM2G135195	32	9	5	14
GRMZM2G135236	62	47	54	98
GRMZM2G135277	57	48	16	296
GRMZM2G135283	329	152	193	568
GRMZM2G135291	59	89	26	156
GRMZM2G135300	47	19	19	72
GRMZM2G135320	230	104	95	251
GRMZM2G135322	180	181	85	322
GRMZM2G135332	2	0	0	2
GRMZM2G135337	92	47	67	105
GRMZM2G135341	534	192	339	676
GRMZM2G135359	22	40	4	133
GRMZM2G135362	106	369	55	546
GRMZM2G135366	2	1	1	3
GRMZM2G135367	36	20	22	34
GRMZM2G135381	2	3	0	0
GRMZM2G135385	27	7	2	84
GRMZM2G135387	1	0	0	1
GRMZM2G135396	43	0	24	0
GRMZM2G135410	425	313	294	634
GRMZM2G135430	20	9	16	2
GRMZM2G135444	4	9	2	11
GRMZM2G135446	65	77	19	202
GRMZM2G135447	3	4	0	20
GRMZM2G135470	164	145	79	500
GRMZM2G135476	24	40	41	114
GRMZM2G135498	279	134	217	448
GRMZM2G135501	15	3	8	6
GRMZM2G135586	114	8	27	55
GRMZM2G135599	735	525	327	1167
GRMZM2G135617	216	1	9	28
GRMZM2G135629	0	6	0	0
GRMZM2G135651	66	19	24	76
GRMZM2G135654	3358	1116	1888	3232
GRMZM2G135655	0	20	22	22
GRMZM2G135688	41	34	35	105
GRMZM2G135691	543	153	313	719
GRMZM2G135703	1	0	0	0
GRMZM2G135727	93	52	41	118
GRMZM2G135743	155	134	31	856
GRMZM2G135756	261	157	178	545
GRMZM2G135763	139	60	89	234
GRMZM2G135782	1217	503	578	1049
GRMZM2G135783	4	3	0	24
GRMZM2G135790	534	251	103	422
GRMZM2G135795	106	35	13	193
GRMZM2G135808	241	106	134	380
GRMZM2G135816	11	19	21	70
GRMZM2G135817	48	31	25	138
GRMZM2G135834	27	8	22	20
GRMZM2G135839	68	20	24	59
GRMZM2G135849	2	1	0	0
GRMZM2G135866	29	18	13	19
GRMZM2G135877	3	0	0	25
GRMZM2G135893	14	10	14	46
GRMZM2G135904	363	256	227	748
GRMZM2G135909	123	37	66	98
GRMZM2G135935	143	78	75	240
GRMZM2G135960	3487	5822	484	4776
GRMZM2G135968	474	189	239	613
GRMZM2G135970	790	248	348	926
GRMZM2G136016	29	47	45	68
GRMZM2G136058	1500	867	569	1525
GRMZM2G136067	77	71	113	118
GRMZM2G136072	16	13	5	61
GRMZM2G136081	130	26	67	88
GRMZM2G136113	271	127	101	261
GRMZM2G136121	5	0	0	0
GRMZM2G136158	790	612	408	831
GRMZM2G136219	98	56	83	212
GRMZM2G136237	170	95	61	200
GRMZM2G136262	301	152	182	294
GRMZM2G136266	46	49	24	60
GRMZM2G136268	92	28	50	42
GRMZM2G136296	194	790	117	1427
GRMZM2G136306	67	8	24	51
GRMZM2G136311	26	18	39	52
GRMZM2G136313	1	1	0	0
GRMZM2G136341	245	552	153	665
GRMZM2G136344	5	2	1	11
GRMZM2G136347	6	1	2	0
GRMZM2G136353	3	0	0	0
GRMZM2G136364	649	0	5	924
GRMZM2G136366	33	14	10	28
GRMZM2G136369	228	72	153	233
GRMZM2G136389	96	15	96	73
GRMZM2G136439	274	74	126	177
GRMZM2G136443	238	97	166	387
GRMZM2G136453	19	12	17	8
GRMZM2G136465	26	100	192	18
GRMZM2G136495	1	0	0	0
GRMZM2G136508	29	2	4	51
GRMZM2G136513	21	5	13	9
GRMZM2G136534	66	8	43	15
GRMZM2G136538	45	15	5	110
GRMZM2G136571	2	1	0	0
GRMZM2G136624	269	13	125	44
GRMZM2G136662	111	57	46	203
GRMZM2G136663	80	37	10	45
GRMZM2G136680	53	20	27	48
GRMZM2G136687	0	3	0	8
GRMZM2G136700	36	14	28	75
GRMZM2G136710	28	4	13	25
GRMZM2G136750	48	11	15	6
GRMZM2G136765	30	12	12	9
GRMZM2G136769	404	297	422	922
GRMZM2G136800	125	235	250	531
GRMZM2G136838	260	142	169	369
GRMZM2G136854	57	31	26	117
GRMZM2G136859	6	0	0	52
GRMZM2G136884	69	26	16	94
GRMZM2G136887	235	108	101	173
GRMZM2G136889	37	48	31	93
GRMZM2G136895	241	216	107	349
GRMZM2G136901	97	52	30	99
GRMZM2G136910	1158	35	22	396
GRMZM2G136918	1912	892	1007	2800
GRMZM2G136960	4	1	0	17
GRMZM2G136970	0	5	0	18
GRMZM2G136971	0	1	0	0
GRMZM2G136975	5	0	1	0
GRMZM2G136996	85	61	34	199
GRMZM2G137009	27	16	14	61
GRMZM2G137029	88	77	38	163
GRMZM2G137120	96	40	43	123
GRMZM2G137145	1	0	0	2
GRMZM2G137151	8	7	1	25
GRMZM2G137161	85	29	16	26
GRMZM2G137174	295	24	117	17
GRMZM2G137211	19	7	28	73
GRMZM2G137236	383	241	209	635
GRMZM2G137312	2159	939	1083	2578
GRMZM2G137321	122	14	50	314
GRMZM2G137329	41	274	5	431
GRMZM2G137348	8	3	1	11
GRMZM2G137352	135	27	21	14
GRMZM2G137366	395	324	220	539
GRMZM2G137375	1446	720	788	2092
GRMZM2G137409	81	80	49	211
GRMZM2G137413	60	646	74	1351
GRMZM2G137421	95	80	25	74
GRMZM2G137426	0	1	0	2
GRMZM2G137451	46	19	34	31
GRMZM2G137468	497	228	267	795
GRMZM2G137477	17	2	3	4
GRMZM2G137479	142	208	414	317
GRMZM2G137495	270	266	194	426
GRMZM2G137498	1	0	0	3
GRMZM2G137528	4761	1662	2088	5024
GRMZM2G137550	90	4	54	9
GRMZM2G137561	25	5	45	98
GRMZM2G137566	164	33	55	75
GRMZM2G137569	71	8	14	12
GRMZM2G137574	1	5	7	32
GRMZM2G137582	5	1	4	20
GRMZM2G137596	164	0	73	0
GRMZM2G137694	3	0	0	2
GRMZM2G137704	295	180	100	192
GRMZM2G137710	74	30	24	72
GRMZM2G137715	3	0	1	0
GRMZM2G137724	37	27	29	109
GRMZM2G137779	49	5	23	65
GRMZM2G137802	105	19	34	70
GRMZM2G137816	26	30	0	239
GRMZM2G137839	2285	1123	1290	4995
GRMZM2G137847	490	275	342	807
GRMZM2G137861	0	1	0	1
GRMZM2G137864	3157	2078	950	2575
GRMZM2G137944	153	49	82	171
GRMZM2G137954	862	311	842	1497
GRMZM2G137959	263	165	221	740
GRMZM2G137961	477	132	214	258
GRMZM2G137965	574	258	428	788
GRMZM2G137968	177	173	127	424
GRMZM2G137971	76	37	29	101
GRMZM2G137984	154	72	135	287
GRMZM2G137985	377	188	268	837
GRMZM2G138003	0	1	0	31
GRMZM2G138008	0	2	0	0
GRMZM2G138012	23	16	5	26
GRMZM2G138053	270	151	231	594
GRMZM2G138067	50	20	29	89
GRMZM2G138074	46	20	31	54
GRMZM2G138076	22	3	3	9
GRMZM2G138077	222	83	136	219
GRMZM2G138097	79	17	27	92
GRMZM2G138103	1714	805	734	1842
GRMZM2G138131	73	145	68	223
GRMZM2G138152	59	18	31	51
GRMZM2G138161	72	33	18	329
GRMZM2G138176	678	391	331	796
GRMZM2G138178	174	60	107	191
GRMZM2G138198	7	11	13	19
GRMZM2G138245	4	113	85	7
GRMZM2G138252	89	46	25	110
GRMZM2G138255	64	20	19	67
GRMZM2G138258	78	35	28	68
GRMZM2G138259	11	2	0	8
GRMZM2G138265	55	35	6	97
GRMZM2G138330	9	7	6	12
GRMZM2G138338	83	43	42	164
GRMZM2G138340	2	1	0	7
GRMZM2G138342	123	9	12	130
GRMZM2G138355	48	0	0	47
GRMZM2G138370	0	3	0	4
GRMZM2G138382	9	177	153	15
GRMZM2G138396	11	2	8	3
GRMZM2G138398	60	0	6	0
GRMZM2G138407	17	5	25	39
GRMZM2G138419	2819	983	1597	3675
GRMZM2G138421	132	112	122	377
GRMZM2G138423	8	2	8	16
GRMZM2G138425	436	132	169	353
GRMZM2G138429	9	2	6	3
GRMZM2G138441	134	32	38	44
GRMZM2G138468	1	0	0	0
GRMZM2G138494	51	33	50	101
GRMZM2G138496	129	51	69	113
GRMZM2G138505	64	45	47	108
GRMZM2G138511	43	346	358	189
GRMZM2G138516	1	3	0	6
GRMZM2G138523	255	433	302	1102
GRMZM2G138527	233	142	360	1200
GRMZM2G138572	298	97	186	347
GRMZM2G138583	345	152	118	476
GRMZM2G138589	8	0	0	62
GRMZM2G138624	1	0	0	0
GRMZM2G138659	628	134	200	499
GRMZM2G138676	131	60	58	132
GRMZM2G138689	6	4	5	16
GRMZM2G138698	9	7	2	67
GRMZM2G138756	2	0	0	2
GRMZM2G138770	49	0	0	192
GRMZM2G138782	104	61	75	156
GRMZM2G138800	1006	618	1062	1023
GRMZM2G138814	97	47	56	224
GRMZM2G138840	216	92	113	382
GRMZM2G138861	190	31	17	410
GRMZM2G138870	79	9	9	120
GRMZM2G138881	3	3	0	12
GRMZM2G138886	217	81	131	172
GRMZM2G138888	24	12	4	19
GRMZM2G138896	69	5	21	64
GRMZM2G138907	47	69	15	219
GRMZM2G138936	45	14	5	54
GRMZM2G138937	0	3	0	16
GRMZM2G138943	73	21	57	79
GRMZM2G138976	54	29	61	121
GRMZM2G139031	281	200	94	548
GRMZM2G139035	60	17	36	89
GRMZM2G139041	124	43	86	410
GRMZM2G139066	10	7	4	38
GRMZM2G139085	77	36	20	110
GRMZM2G139093	96	9	25	128
GRMZM2G139123	113	24	52	26
GRMZM2G139157	15	0	1	0
GRMZM2G139160	70	4	22	40
GRMZM2G139193	0	5	2	1
GRMZM2G139198	1411	625	567	1426
GRMZM2G139210	218	107	161	625
GRMZM2G139250	21	0	2	110
GRMZM2G139284	38	17	23	1
GRMZM2G139293	511	62	356	410
GRMZM2G139300	111	25	52	93
GRMZM2G139324	3	0	0	0
GRMZM2G139328	17	15	0	12
GRMZM2G139329	4	2	0	2
GRMZM2G139341	53	23	13	103
GRMZM2G139349	843	976	592	2791
GRMZM2G139369	252	105	95	196
GRMZM2G139374	300	27	62	368
GRMZM2G139396	7	0	0	4
GRMZM2G139419	80	29	35	128
GRMZM2G139463	65	27	67	72
GRMZM2G139467	5	0	0	13
GRMZM2G139512	36	12	30	43
GRMZM2G139533	395	248	217	967
GRMZM2G139535	160	36	82	132
GRMZM2G139550	1054	358	696	1019
GRMZM2G139574	18	51	21	81
GRMZM2G139583	21	4	4	14
GRMZM2G139614	294	150	114	322
GRMZM2G139639	10	0	0	0
GRMZM2G139643	1152	544	335	757
GRMZM2G139675	775	199	191	179
GRMZM2G139680	881	270	514	1086
GRMZM2G139688	217	178	211	194
GRMZM2G139689	322	254	312	489
GRMZM2G139691	123	86	65	143
GRMZM2G139700	1	0	0	0
GRMZM2G139710	85	36	59	112
GRMZM2G139712	13	2	4	12
GRMZM2G139714	5	23	11	201
GRMZM2G139765	11	0	0	5
GRMZM2G139773	4	0	0	13
GRMZM2G139797	392	88	88	130
GRMZM2G139803	4	0	3	0
GRMZM2G139805	130	0	143	0
GRMZM2G139811	0	7	7	5
GRMZM2G139828	15	21	16	65
GRMZM2G139837	122	92	61	248
GRMZM2G139840	69	6	44	65
GRMZM2G139852	23	19	12	32
GRMZM2G139855	281	88	230	341
GRMZM2G139858	226	77	106	367
GRMZM2G139872	58	43	73	169
GRMZM2G139874	188	85	134	355
GRMZM2G139878	1	0	0	0
GRMZM2G139880	459	198	347	926
GRMZM2G139892	10	8	11	12
GRMZM2G139894	2399	945	1596	2903
GRMZM2G139903	842	477	452	833
GRMZM2G139920	160	20	88	126
GRMZM2G139931	235	138	95	399
GRMZM2G139941	71	92	42	312
GRMZM2G139952	241	152	165	300
GRMZM2G139963	4	0	0	3
GRMZM2G139973	60	67	82	207
GRMZM2G139977	15	33	12	11
GRMZM2G139994	64	6	21	7
GRMZM2G140032	14	2	5	12
GRMZM2G140041	42	1	10	6
GRMZM2G140051	1608	955	751	2007
GRMZM2G140078	54	41	18	119
GRMZM2G140082	35	21	21	72
GRMZM2G140095	208	145	127	208
GRMZM2G140107	744	23	16	1232
GRMZM2G140116	6345	3612	2186	7349
GRMZM2G140179	284	143	224	463
GRMZM2G140201	58	5	1	144
GRMZM2G140223	4	6	2	10
GRMZM2G140231	0	21	0	8
GRMZM2G140299	1	2	0	1
GRMZM2G140328	66	31	10	150
GRMZM2G140339	1444	686	572	1318
GRMZM2G140342	1107	271	492	593
GRMZM2G140352	368	442	210	785
GRMZM2G140432	74	58	77	184
GRMZM2G140443	2	10	7	16
GRMZM2G140455	11	0	0	6
GRMZM2G140545	127	108	109	444
GRMZM2G140559	47	8	28	51
GRMZM2G140561	1	0	0	1
GRMZM2G140577	1732	1349	914	3557
GRMZM2G140587	285	103	190	416
GRMZM2G140590	198	111	112	266
GRMZM2G140594	33	7	7	12
GRMZM2G140600	3	4	0	9
GRMZM2G140602	939	397	466	904
GRMZM2G140609	671	689	381	2897
GRMZM2G140612	1076	1031	858	1950
GRMZM2G140614	726	239	258	565
GRMZM2G140633	3	4	1	9
GRMZM2G140667	403	185	287	753
GRMZM2G140669	52	77	20	225
GRMZM2G140674	21	2	6	11
GRMZM2G140721	110	4	23	0
GRMZM2G140737	17	12	20	61
GRMZM2G140739	2	0	0	9
GRMZM2G140754	47	14	3	75
GRMZM2G140755	2	3	2	2
GRMZM2G140758	535	256	278	651
GRMZM2G140763	410	268	215	719
GRMZM2G140782	8	0	0	8
GRMZM2G140799	5262	1490	2263	3025
GRMZM2G140811	179	57	77	130
GRMZM2G140817	203	152	173	528
GRMZM2G140822	3	2	0	11
GRMZM2G140837	291	142	123	299
GRMZM2G140867	57	67	51	192
GRMZM2G140885	1309	599	656	1511
GRMZM2G140908	46	39	81	108
GRMZM2G140917	70	16	12	56
GRMZM2G140924	5	0	2	3
GRMZM2G140932	21	0	20	1
GRMZM2G140970	622	289	274	563
GRMZM2G140989	6	3	0	3
GRMZM2G140991	48	17	31	35
GRMZM2G140994	111	30	26	71
GRMZM2G140998	629	142	379	557
GRMZM2G141026	0	1	0	0
GRMZM2G141081	11	0	16	3
GRMZM2G141084	97	90	61	137
GRMZM2G141133	2	5	0	8
GRMZM2G141136	15	0	0	15
GRMZM2G141202	6	10	9	18
GRMZM2G141208	123	58	103	185
GRMZM2G141214	21	7	3	18
GRMZM2G141219	15	4	4	0
GRMZM2G141222	518	341	155	697
GRMZM2G141241	0	5	0	4
GRMZM2G141244	29	18	8	41
GRMZM2G141252	0	9	0	80
GRMZM2G141258	177	67	64	159
GRMZM2G141273	211	189	206	198
GRMZM2G141288	47	14	13	32
GRMZM2G141289	6	0	0	3
GRMZM2G141299	21	12	32	29
GRMZM2G141320	49	47	11	27
GRMZM2G141325	207	12	90	67
GRMZM2G141355	576	268	250	616
GRMZM2G141376	352	38	100	162
GRMZM2G141382	50	2	0	65
GRMZM2G141386	809	389	361	700
GRMZM2G141392	5	2	4	2
GRMZM2G141399	204	112	87	207
GRMZM2G141432	1640	898	607	1544
GRMZM2G141472	159	97	73	173
GRMZM2G141473	356	0	5	764
GRMZM2G141503	29	14	12	53
GRMZM2G141510	30	34	17	140
GRMZM2G141517	951	325	667	839
GRMZM2G141535	13	6	7	10
GRMZM2G141551	132	53	90	163
GRMZM2G141587	181	82	184	313
GRMZM2G141596	354	159	155	636
GRMZM2G141600	192	121	136	428
GRMZM2G141607	7	2	13	8
GRMZM2G141634	316	261	284	699
GRMZM2G141636	359	167	242	536
GRMZM2G141638	0	3	0	1
GRMZM2G141642	66	35	37	44
GRMZM2G141665	63	40	22	127
GRMZM2G141679	2	0	2	0
GRMZM2G141704	435	128	239	518
GRMZM2G141723	8	78	7	170
GRMZM2G141735	44	33	97	146
GRMZM2G141760	241	109	74	244
GRMZM2G141776	347	171	118	554
GRMZM2G141784	287	150	156	406
GRMZM2G141799	183	82	51	206
GRMZM2G141810	880	377	166	370
GRMZM2G141818	230	86	131	216
GRMZM2G141848	130	195	244	486
GRMZM2G141859	6	8	12	0
GRMZM2G141873	175	29	52	104
GRMZM2G141911	42	18	20	21
GRMZM2G141922	574	188	260	413
GRMZM2G141925	98	55	57	153
GRMZM2G141941	116	31	40	164
GRMZM2G141948	59	9	26	47
GRMZM2G141955	16	0	1	46
GRMZM2G142013	2565	1377	1032	2701
GRMZM2G142030	153	126	167	498
GRMZM2G142057	15	17	7	6
GRMZM2G142068	6	5	13	15
GRMZM2G142072	288	212	158	456
GRMZM2G142088	1080	611	446	1138
GRMZM2G142097	490	149	224	381
GRMZM2G142150	9	8	13	31
GRMZM2G142157	101	55	24	135
GRMZM2G142179	803	83	118	600
GRMZM2G142207	75	11	7	118
GRMZM2G142217	26	7	15	22
GRMZM2G142249	99	58	56	143
GRMZM2G142334	137	56	81	166
GRMZM2G142342	2	15	12	57
GRMZM2G142344	229	169	131	469
GRMZM2G142363	275	123	164	404
GRMZM2G142366	0	2	0	0
GRMZM2G142379	53	1	49	21
GRMZM2G142390	3	0	7	0
GRMZM2G142409	168	3	48	324
GRMZM2G142413	7	0	1	8
GRMZM2G142443	427	178	163	480
GRMZM2G142502	545	342	548	876
GRMZM2G142544	1	5	0	4
GRMZM2G142549	4	11	2	13
GRMZM2G142553	21	14	5	6
GRMZM2G142609	60	27	25	27
GRMZM2G142620	53	12	11	20
GRMZM2G142660	2	3	2	12
GRMZM2G142664	85	38	54	129
GRMZM2G142705	64	29	6	74
GRMZM2G142712	273	365	474	672
GRMZM2G142718	3	5	0	20
GRMZM2G142735	74	50	30	86
GRMZM2G142740	11	4	12	4
GRMZM2G142743	83	44	106	135
GRMZM2G142777	4	0	0	0
GRMZM2G142820	93	29	34	117
GRMZM2G142825	106	92	68	275
GRMZM2G142832	8	1	4	7
GRMZM2G142863	307	135	156	469
GRMZM2G142873	405	136	222	448
GRMZM2G142875	18	24	5	101
GRMZM2G142913	57	6	17	16
GRMZM2G142918	85	159	102	67
GRMZM2G142922	212	149	70	276
GRMZM2G142924	0	1	0	3
GRMZM2G142932	247	126	136	305
GRMZM2G142938	2	0	2	5
GRMZM2G143008	7212	3819	2613	6286
GRMZM2G143046	8	0	1	4
GRMZM2G143050	114	34	21	53
GRMZM2G143082	158	1	46	0
GRMZM2G143102	75	35	38	133
GRMZM2G143128	1129	545	472	1341
GRMZM2G143139	2	4	1	8
GRMZM2G143142	134	33	94	77
GRMZM2G143165	734	318	396	755
GRMZM2G143168	40	17	9	47
GRMZM2G143187	73	34	46	94
GRMZM2G143202	48	12	35	44
GRMZM2G143204	44	19	31	78
GRMZM2G143205	63	21	29	107
GRMZM2G143211	283	59	123	312
GRMZM2G143213	47	34	186	52
GRMZM2G143235	10	0	0	71
GRMZM2G143238	242	117	124	186
GRMZM2G143242	37	37	15	61
GRMZM2G143244	275	122	139	292
GRMZM2G143246	682	239	367	715
GRMZM2G143258	45	4	21	17
GRMZM2G143330	2412	1409	1539	3460
GRMZM2G143354	714	451	397	1428
GRMZM2G143356	26	15	13	36
GRMZM2G143357	122	57	33	173
GRMZM2G143373	1	0	5	8
GRMZM2G143377	31	21	15	47
GRMZM2G143389	4	3	1	8
GRMZM2G143392	101	64	77	164
GRMZM2G143402	520	276	230	477
GRMZM2G143403	0	118	0	233
GRMZM2G143443	269	159	202	546
GRMZM2G143450	405	164	241	508
GRMZM2G143457	177	1	27	132
GRMZM2G143460	68	3	14	34
GRMZM2G143462	562	141	267	402
GRMZM2G143494	0	2	0	0
GRMZM2G143499	437	294	305	705
GRMZM2G143522	40	2	37	2
GRMZM2G143525	43	7	36	71
GRMZM2G143535	60	2	4	9
GRMZM2G143568	43	46	67	145
GRMZM2G143590	26	24	17	37
GRMZM2G143602	48	109	70	338
GRMZM2G143608	0	3	0	12
GRMZM2G143625	37	15	0	180
GRMZM2G143627	835	385	558	847
GRMZM2G143640	44	18	14	35
GRMZM2G143646	129	70	62	130
GRMZM2G143651	2623	1284	1391	3715
GRMZM2G143655	83	87	61	92
GRMZM2G143703	29	0	0	171
GRMZM2G143714	269	150	111	511
GRMZM2G143718	12	8	0	4
GRMZM2G143723	18	0	1	39
GRMZM2G143725	886	319	520	794
GRMZM2G143765	8	14	4	27
GRMZM2G143767	560	283	397	622
GRMZM2G143780	3	3	7	20
GRMZM2G143782	313	14	172	83
GRMZM2G143791	1480	620	876	1270
GRMZM2G143817	49	2	34	12
GRMZM2G143854	1	0	14	0
GRMZM2G143858	68	18	18	60
GRMZM2G143878	59	38	69	247
GRMZM2G143883	69	58	17	69
GRMZM2G143917	14	26	15	28
GRMZM2G143955	701	267	423	654
GRMZM2G143998	8	0	1	101
GRMZM2G144002	28	25	21	32
GRMZM2G144008	1888	675	982	1648
GRMZM2G144020	203	93	126	297
GRMZM2G144024	3	0	1	0
GRMZM2G144030	262	154	96	245
GRMZM2G144042	5	41	20	17
GRMZM2G144051	11	0	0	51
GRMZM2G144071	10	21	11	31
GRMZM2G144083	56	27	25	46
GRMZM2G144088	13	12	17	17
GRMZM2G144097	12	3	13	12
GRMZM2G144101	2495	666	1115	1784
GRMZM2G144109	78	17	32	83
GRMZM2G144142	8	4	4	1
GRMZM2G144146	1550	762	658	1293
GRMZM2G144153	707	210	442	1366
GRMZM2G144155	81	35	40	467
GRMZM2G144158	11	11	3	5
GRMZM2G144166	125	44	85	148
GRMZM2G144172	2	0	0	22
GRMZM2G144180	64	3	36	72
GRMZM2G144197	4	5	0	11
GRMZM2G144224	8	10	8	53
GRMZM2G144273	45	7	10	41
GRMZM2G144275	98	8	5	80
GRMZM2G144282	426	163	253	269
GRMZM2G144362	122	9	73	67
GRMZM2G144372	114	152	74	209
GRMZM2G144387	7770	4376	4592	10371
GRMZM2G144403	64	19	25	80
GRMZM2G144415	14	14	4	13
GRMZM2G144420	32	2	28	51
GRMZM2G144464	53	1	86	93
GRMZM2G144483	26	7	0	30
GRMZM2G144501	1	0	0	0
GRMZM2G144504	40	3	7	30
GRMZM2G144547	272	100	221	789
GRMZM2G144581	39	0	1	205
GRMZM2G144615	143	62	51	251
GRMZM2G144618	376	246	322	558
GRMZM2G144635	81	88	59	363
GRMZM2G144638	45	1	4	21
GRMZM2G144645	8	2	20	9
GRMZM2G144648	2308	1300	688	2128
GRMZM2G144653	1495	805	1061	3406
GRMZM2G144668	93	23	42	214
GRMZM2G144705	2	2	3	3
GRMZM2G144726	5811	3088	2091	5539
GRMZM2G144730	1476	470	609	1220
GRMZM2G144742	3	0	7	12
GRMZM2G144744	128	53	55	214
GRMZM2G144782	307	87	132	190
GRMZM2G144813	44	36	34	34
GRMZM2G144821	6	0	0	2
GRMZM2G144853	134	36	17	27
GRMZM2G144868	1055	814	475	1783
GRMZM2G144890	194	85	140	197
GRMZM2G144936	16	3	13	17
GRMZM2G144978	0	1	0	0
GRMZM2G144982	31	1	0	0
GRMZM2G144995	3	2	17	16
GRMZM2G144997	350	22	121	130
GRMZM2G145008	23	21	16	88
GRMZM2G145024	159	79	126	241
GRMZM2G145029	410	141	206	332
GRMZM2G145041	148	116	80	104
GRMZM2G145063	328	50	141	195
GRMZM2G145065	6	1	0	19
GRMZM2G145085	11	6	9	20
GRMZM2G145088	456	220	202	481
GRMZM2G145101	364	192	175	305
GRMZM2G145104	1409	489	569	1500
GRMZM2G145123	11	78	209	33
GRMZM2G145130	71	22	35	40
GRMZM2G145152	153	93	85	255
GRMZM2G145175	1246	298	954	1375
GRMZM2G145201	2	1	11	12
GRMZM2G145204	22	0	7	0
GRMZM2G145213	100	130	112	228
GRMZM2G145221	5	1	0	46
GRMZM2G145226	329	107	161	278
GRMZM2G145236	29	7	12	72
GRMZM2G145275	0	4	0	2
GRMZM2G145280	7554	3175	3542	7371
GRMZM2G145300	107	37	50	139
GRMZM2G145313	3	0	0	0
GRMZM2G145346	13	8	3	74
GRMZM2G145374	13	5	0	27
GRMZM2G145390	18	24	23	43
GRMZM2G145396	23	14	18	49
GRMZM2G145407	2	0	1	0
GRMZM2G145449	122	66	104	188
GRMZM2G145460	15	14	24	21
GRMZM2G145466	27	11	20	65
GRMZM2G145480	52	30	49	118
GRMZM2G145496	53	18	32	33
GRMZM2G145527	7	9	14	20
GRMZM2G145552	5	0	0	0
GRMZM2G145556	245	129	152	355
GRMZM2G145562	320	141	62	213
GRMZM2G145573	531	294	156	353
GRMZM2G145578	0	1	0	9
GRMZM2G145583	72	58	42	153
GRMZM2G145594	63	70	27	305
GRMZM2G145595	23	21	13	56
GRMZM2G145632	4	2	2	1
GRMZM2G145633	486	367	172	505
GRMZM2G145651	1006	306	325	709
GRMZM2G145655	5	0	3	4
GRMZM2G145662	308	212	158	398
GRMZM2G145690	3	0	0	5
GRMZM2G145725	0	1	2	3
GRMZM2G145752	15	5	10	30
GRMZM2G145753	500	331	237	517
GRMZM2G145756	36	16	29	63
GRMZM2G145772	1	1	0	3
GRMZM2G145775	132	49	61	158
GRMZM2G145816	656	363	267	590
GRMZM2G145825	39	39	22	205
GRMZM2G145827	101	33	66	211
GRMZM2G145840	4	0	0	0
GRMZM2G145850	5	12	0	29
GRMZM2G145854	926	478	540	1593
GRMZM2G145879	4	0	6	14
GRMZM2G145905	34	24	23	69
GRMZM2G145914	158	77	95	194
GRMZM2G145950	15	9	5	6
