Gene	mat_SRR924077	pat_SRR924077	pat_SRR924078	mat_SRR924078
GRMZM2G022413	24	31	19	175
GRMZM2G022453	46	12	22	84
GRMZM2G022499	13	8	10	20
GRMZM2G022506	83	9	52	32
GRMZM2G022558	629	312	537	716
GRMZM2G022611	25	10	12	39
GRMZM2G022619	5120	3006	3287	7991
GRMZM2G022625	281	64	99	301
GRMZM2G022627	7	0	0	15
GRMZM2G022629	133	30	32	224
GRMZM2G022642	153	21	45	74
GRMZM2G022645	130	44	23	182
GRMZM2G022651	198	25	23	243
GRMZM2G022662	121	39	37	52
GRMZM2G022679	3	0	1	0
GRMZM2G022699	2	0	0	24
GRMZM2G022710	52	0	27	0
GRMZM2G022711	448	155	309	515
GRMZM2G022763	91	126	64	292
GRMZM2G022777	211	73	107	228
GRMZM2G022782	27	13	9	63
GRMZM2G022787	1	2	0	2
GRMZM2G022799	48	2	3	229
GRMZM2G022804	1	0	0	0
GRMZM2G022837	0	6	1	7
GRMZM2G022856	75	150	64	134
GRMZM2G022859	373	149	115	223
GRMZM2G022866	14	6	9	46
GRMZM2G022876	39	74	45	110
GRMZM2G022904	30	8	19	82
GRMZM2G022915	388	318	247	612
GRMZM2G022921	529	154	366	670
GRMZM2G022926	131	10	7	74
GRMZM2G022931	345	143	145	195
GRMZM2G022972	3	1	0	26
GRMZM2G022974	3	2	3	12
GRMZM2G022984	13	3	10	10
GRMZM2G022987	447	148	263	359
GRMZM2G023003	2	1	0	15
GRMZM2G023020	939	233	666	1062
GRMZM2G023028	146	15	89	36
GRMZM2G023037	16	11	12	33
GRMZM2G023049	68	12	35	55
GRMZM2G023051	183	60	89	159
GRMZM2G023059	2	0	0	0
GRMZM2G023068	16	94	7	217
GRMZM2G023071	80	27	27	62
GRMZM2G023080	574	298	488	928
GRMZM2G023081	1	0	0	2
GRMZM2G023105	313	171	149	356
GRMZM2G023110	1177	509	587	1414
GRMZM2G023133	5	5	0	0
GRMZM2G023163	47	17	21	121
GRMZM2G023190	84	6	5	0
GRMZM2G023194	654	563	561	1916
GRMZM2G023204	66	25	23	95
GRMZM2G023220	13	10	7	43
GRMZM2G023232	132	584	533	314
GRMZM2G023237	231	62	76	110
GRMZM2G023239	72	32	26	110
GRMZM2G023242	1740	1144	1518	2309
GRMZM2G023279	18	1	5	30
GRMZM2G023291	84	10	18	60
GRMZM2G023293	771	357	379	814
GRMZM2G023335	1	2	0	5
GRMZM2G023346	30	0	0	12
GRMZM2G023372	29	123	31	375
GRMZM2G023387	85	134	43	312
GRMZM2G023392	2302	1405	840	3341
GRMZM2G023418	147	81	48	157
GRMZM2G023436	77	76	20	108
GRMZM2G023438	120	72	96	175
GRMZM2G023444	32	7	1	45
GRMZM2G023520	667	485	0	1868
GRMZM2G023528	162	82	110	390
GRMZM2G023575	265	88	106	377
GRMZM2G023585	380	110	140	235
GRMZM2G023625	119	61	34	220
GRMZM2G023638	23	14	21	23
GRMZM2G023652	230	920	953	404
GRMZM2G023683	4	3	0	0
GRMZM2G023694	85	90	31	170
GRMZM2G023711	48	8	11	93
GRMZM2G023715	1	0	4	23
GRMZM2G023748	2503	1313	2325	5556
GRMZM2G023755	151	21	168	35
GRMZM2G023769	72	34	65	95
GRMZM2G023798	150	69	91	287
GRMZM2G023833	1030	403	446	1513
GRMZM2G023836	95	23	36	87
GRMZM2G023847	143	0	0	313
GRMZM2G023872	1752	1207	616	1382
GRMZM2G023884	116	28	70	119
GRMZM2G023906	491	186	208	343
GRMZM2G023921	3	0	0	5
GRMZM2G023946	2	2	1	7
GRMZM2G023970	49	12	30	64
GRMZM2G023983	57	44	39	134
GRMZM2G023986	1	0	0	0
GRMZM2G023988	219	154	88	404
GRMZM2G024005	0	6	0	12
GRMZM2G024051	41	24	9	34
GRMZM2G024054	62	36	44	57
GRMZM2G024073	85	16	28	51
GRMZM2G024099	53	52	35	191
GRMZM2G024104	701	203	162	3298
GRMZM2G024131	559	100	251	520
GRMZM2G024144	0	5	2	17
GRMZM2G024151	1329	451	1032	1539
GRMZM2G024155	10	2	1	1
GRMZM2G024159	595	342	232	652
GRMZM2G024180	87	18	23	89
GRMZM2G024211	35	10	5	30
GRMZM2G024231	328	172	169	402
GRMZM2G024245	5	8	3	14
GRMZM2G024260	4	7	0	5
GRMZM2G024264	92	48	52	266
GRMZM2G024267	154	34	72	122
GRMZM2G024293	781	386	250	734
GRMZM2G024303	119	59	44	220
GRMZM2G024310	623	313	438	1099
GRMZM2G024312	14	0	2	0
GRMZM2G024345	5	0	1	0
GRMZM2G024348	21	7	13	30
GRMZM2G024350	101	16	179	184
GRMZM2G024354	18158	9950	9863	21168
GRMZM2G024374	0	4	0	19
GRMZM2G024389	27	7	20	35
GRMZM2G024391	5	0	0	1
GRMZM2G024395	239	80	119	168
GRMZM2G024435	40	6	16	18
GRMZM2G024444	71	67	34	204
GRMZM2G024448	72	47	37	328
GRMZM2G024451	695	334	231	607
GRMZM2G024468	319	30	25	174
GRMZM2G024472	4	0	0	0
GRMZM2G024476	9	0	3	12
GRMZM2G024482	19	4	1	8
GRMZM2G024484	2457	1172	1046	2644
GRMZM2G024499	12	0	1	1
GRMZM2G024527	53	0	0	2
GRMZM2G024530	1049	479	789	2814
GRMZM2G024533	21	4	3	17
GRMZM2G024550	20	12	8	50
GRMZM2G024551	2	1	0	40
GRMZM2G024561	95	115	35	224
GRMZM2G024563	59	27	36	65
GRMZM2G024571	197	81	74	242
GRMZM2G024576	81	24	38	105
GRMZM2G024592	10	15	1	11
GRMZM2G024612	13	0	1	7
GRMZM2G024615	40	19	22	97
GRMZM2G024641	210	150	86	264
GRMZM2G024655	75	24	81	97
GRMZM2G024657	248	87	163	136
GRMZM2G024668	319	4366	110	6739
GRMZM2G024674	4	4	0	3
GRMZM2G024686	101	66	102	197
GRMZM2G024690	54	31	57	198
GRMZM2G024693	308	136	235	923
GRMZM2G024697	14	0	2	0
GRMZM2G024708	15	11	0	24
GRMZM2G024718	269	23	151	65
GRMZM2G024730	508	220	235	660
GRMZM2G024733	32	16	23	97
GRMZM2G024739	90	25	21	93
GRMZM2G024775	328	238	201	679
GRMZM2G024799	1	0	1	1
GRMZM2G024806	159	40	46	285
GRMZM2G024808	2	0	0	1
GRMZM2G024811	1856	896	782	1785
GRMZM2G024838	137	4	117	52
GRMZM2G024865	354	89	138	179
GRMZM2G024927	210	5	66	0
GRMZM2G024933	129	96	137	367
GRMZM2G024973	329	156	101	625
GRMZM2G024992	36	62	22	106
GRMZM2G024993	3651	907	1122	1248
GRMZM2G025024	240	93	88	218
GRMZM2G025037	1	1	0	0
GRMZM2G025054	682	212	320	702
GRMZM2G025059	428	354	152	487
GRMZM2G025072	77	24	50	122
GRMZM2G025078	951	290	605	1012
GRMZM2G025095	4	37	71	30
GRMZM2G025109	26	10	16	8
GRMZM2G025123	27	9	5	42
GRMZM2G025127	77	25	57	88
GRMZM2G025154	804	318	618	906
GRMZM2G025157	6	4	1	16
GRMZM2G025164	62	33	32	54
GRMZM2G025171	11	0	6	33
GRMZM2G025190	335	269	41	57
GRMZM2G025214	8	3	0	3
GRMZM2G025227	35	53	31	196
GRMZM2G025236	95	99	52	382
GRMZM2G025242	209	236	198	1127
GRMZM2G025243	48	11	22	42
GRMZM2G025248	133	65	122	377
GRMZM2G025250	5	1	12	5
GRMZM2G025255	32	10	8	56
GRMZM2G025303	15	5	14	20
GRMZM2G025322	211	109	101	439
GRMZM2G025356	565	324	345	747
GRMZM2G025366	147	41	78	189
GRMZM2G025409	14	12	26	35
GRMZM2G025429	109	49	33	130
GRMZM2G025451	113	54	68	202
GRMZM2G025458	65	0	0	0
GRMZM2G025459	6	6	12	18
GRMZM2G025470	41	26	60	55
GRMZM2G025488	455	161	244	642
GRMZM2G025518	39	37	12	40
GRMZM2G025528	15	0	6	13
GRMZM2G025531	73	27	53	76
GRMZM2G025536	9	7	3	2
GRMZM2G025552	9	21	13	27
GRMZM2G025592	631	450	287	872
GRMZM2G025598	400	154	158	441
GRMZM2G025611	0	3	0	0
GRMZM2G025646	1243	397	513	1168
GRMZM2G025649	3	0	0	3
GRMZM2G025659	1	0	1	0
GRMZM2G025671	31	7	28	39
GRMZM2G025703	70	1050	1411	237
GRMZM2G025783	88	98	35	523
GRMZM2G025806	4	0	2	7
GRMZM2G025812	704	270	218	1608
GRMZM2G025833	1	0	0	0
GRMZM2G025854	34	53	67	95
GRMZM2G025855	746	196	320	508
GRMZM2G025860	8	7	0	9
GRMZM2G025867	754	383	324	792
GRMZM2G025880	2	0	0	4
GRMZM2G025939	11	12	11	69
GRMZM2G025959	820	82	256	111
GRMZM2G025977	256	139	95	216
GRMZM2G026013	201	78	81	243
GRMZM2G026020	32	10	16	52
GRMZM2G026050	36	14	28	25
GRMZM2G026065	562	430	425	1200
GRMZM2G026117	167	107	128	200
GRMZM2G026143	1	0	0	0
GRMZM2G026147	254	192	123	320
GRMZM2G026151	38	13	16	17
GRMZM2G026188	5	0	4	4
GRMZM2G026203	6	1	1	6
GRMZM2G026216	7510	3384	4688	9652
GRMZM2G026218	136	42	87	146
GRMZM2G026231	756	279	635	926
GRMZM2G026301	6	289	102	36
GRMZM2G026309	111	79	74	161
GRMZM2G026322	8	0	6	0
GRMZM2G026391	36	15	14	21
GRMZM2G026417	496	276	140	760
GRMZM2G026442	108	89	51	274
GRMZM2G026459	2	7	5	28
GRMZM2G026470	14	0	2	18
GRMZM2G026490	551	300	196	304
GRMZM2G026523	145	3	11	365
GRMZM2G026532	31	0	7	0
GRMZM2G026556	2	0	0	1
GRMZM2G026580	10	1	3	9
GRMZM2G026614	36	4	16	17
GRMZM2G026643	23	11	6	27
GRMZM2G026654	13	28	11	47
GRMZM2G026672	36	2	15	17
GRMZM2G026703	0	3	2	0
GRMZM2G026742	54	5	40	55
GRMZM2G026746	3	0	6	4
GRMZM2G026767	137	19	19	301
GRMZM2G026780	618	320	128	444
GRMZM2G026783	1	0	10	3
GRMZM2G026802	20	1	6	39
GRMZM2G026804	7	0	0	29
GRMZM2G026807	144	52	98	264
GRMZM2G026868	519	99	176	117
GRMZM2G026869	114	71	33	202
GRMZM2G026881	129	43	60	121
GRMZM2G026892	32	17	19	36
GRMZM2G026900	103	63	39	146
GRMZM2G026911	1	2	0	63
GRMZM2G026918	17	1	2	8
GRMZM2G026922	40	3	35	24
GRMZM2G026927	374	580	441	388
GRMZM2G026930	28	0	0	28
GRMZM2G026939	2761	59	46	913
GRMZM2G026956	1532	509	1058	1632
GRMZM2G026962	114	46	81	233
GRMZM2G026980	583	0	0	8
GRMZM2G026983	117	10	44	40
GRMZM2G026991	1604	636	891	1881
GRMZM2G027007	204	106	124	209
GRMZM2G027016	1	0	0	0
GRMZM2G027023	252	91	171	484
GRMZM2G027043	93	43	45	111
GRMZM2G027056	33	11	2	12
GRMZM2G027059	148	23	38	96
GRMZM2G027098	5	3	0	18
GRMZM2G027115	50	14	27	93
GRMZM2G027120	15	4	3	19
GRMZM2G027131	82	155	57	419
GRMZM2G027135	40	27	26	26
GRMZM2G027166	98	30	35	162
GRMZM2G027173	1	9	3	2
GRMZM2G027183	40	47	21	131
GRMZM2G027198	2	0	0	0
GRMZM2G027209	300	123	101	250
GRMZM2G027232	1559	654	691	1579
GRMZM2G027241	18	6	4	77
GRMZM2G027272	55	33	20	49
GRMZM2G027282	197	111	98	463
GRMZM2G027298	15	38	4	74
GRMZM2G027331	311	151	199	532
GRMZM2G027333	15	0	0	34
GRMZM2G027336	0	1	0	0
GRMZM2G027375	36	16	6	135
GRMZM2G027378	811	7	516	31
GRMZM2G027392	3244	1335	2291	2933
GRMZM2G027437	0	9	6	18
GRMZM2G027439	76	24	19	91
GRMZM2G027451	12	3	3	43
GRMZM2G027472	119	53	522	861
GRMZM2G027478	0	2	0	0
GRMZM2G027499	0	3	0	13
GRMZM2G027535	118	63	64	214
GRMZM2G027571	35	0	9	10
GRMZM2G027603	19	2	12	25
GRMZM2G027627	179	79	75	215
GRMZM2G027632	36	42	53	90
GRMZM2G027640	35	14	23	48
GRMZM2G027663	260	39	119	92
GRMZM2G027665	1	0	3	2
GRMZM2G027683	13	1	47	12
GRMZM2G027688	2	0	0	0
GRMZM2G027695	79	4	5	66
GRMZM2G027723	57	21	8	48
GRMZM2G027726	39	6	70	84
GRMZM2G027728	157	19	291	132
GRMZM2G027737	45	30	11	122
GRMZM2G027750	39	65	38	125
GRMZM2G027756	209	93	113	310
GRMZM2G027794	19	6	7	4
GRMZM2G027821	357	114	148	389
GRMZM2G027825	214	63	89	218
GRMZM2G027835	189	9	68	57
GRMZM2G027856	98	11	59	89
GRMZM2G027857	88	27	41	107
GRMZM2G027860	145	39	57	124
GRMZM2G027875	2120	1326	1382	3138
GRMZM2G027891	5	0	0	11
GRMZM2G027914	7	4	4	0
GRMZM2G027932	282	176	189	634
GRMZM2G027955	315	146	86	183
GRMZM2G027958	7	5	1	61
GRMZM2G027960	3	1	0	1
GRMZM2G027972	4	1	0	8
GRMZM2G027976	6	4	0	9
GRMZM2G027991	612	335	204	629
GRMZM2G027995	7141	4648	5243	13884
GRMZM2G028005	100	5	55	28
GRMZM2G028007	175	87	23	160
GRMZM2G028014	46	17	10	33
GRMZM2G028036	64	13	25	55
GRMZM2G028037	11	14	18	21
GRMZM2G028039	188	162	101	469
GRMZM2G028041	2	0	0	15
GRMZM2G028046	0	7	0	2
GRMZM2G028054	8	11	17	37
GRMZM2G028096	194	67	109	140
GRMZM2G028104	3	0	0	118
GRMZM2G028108	16	3	3	2
GRMZM2G028110	24	22	6	43
GRMZM2G028114	0	3	0	0
GRMZM2G028129	5318	1	4	9300
GRMZM2G028134	3	0	0	0
GRMZM2G028136	217	105	70	204
GRMZM2G028139	255	203	106	260
GRMZM2G028151	0	2	0	0
GRMZM2G028159	3	1	6	0
GRMZM2G028179	11	0	3	0
GRMZM2G028183	123	26	60	171
GRMZM2G028218	11	140	0	357
GRMZM2G028234	65	29	31	440
GRMZM2G028258	47	39	27	80
GRMZM2G028286	1493	639	814	1397
GRMZM2G028302	2	0	0	3
GRMZM2G028307	456	93	210	147
GRMZM2G028335	140	55	108	252
GRMZM2G028353	167	23	96	235
GRMZM2G028366	3	1619	2326	156
GRMZM2G028379	1144	760	1501	3307
GRMZM2G028386	158	32	60	285
GRMZM2G028413	26	2	2	18
GRMZM2G028432	1135	570	752	1207
GRMZM2G028438	20	3	4	85
GRMZM2G028452	0	43	0	107
GRMZM2G028467	7	5	0	13
GRMZM2G028500	789	351	730	1231
GRMZM2G028501	88	48	53	119
GRMZM2G028516	11	7	25	51
GRMZM2G028521	203	44	56	208
GRMZM2G028535	10	22	44	66
GRMZM2G028552	8	2	7	20
GRMZM2G028608	0	19	3	19
GRMZM2G028637	314	117	209	260
GRMZM2G028640	125	180	97	441
GRMZM2G028648	5	1	11	13
GRMZM2G028665	0	1	0	1
GRMZM2G028676	37	59	43	103
GRMZM2G028677	2	0	1	2
GRMZM2G028700	544	200	320	493
GRMZM2G028709	4	0	0	4
GRMZM2G028713	2	0	0	0
GRMZM2G028718	13	13	3	47
GRMZM2G028721	63	57	47	107
GRMZM2G028726	5	0	1	2
GRMZM2G028733	7	7	11	20
GRMZM2G028758	4	5	1	7
GRMZM2G028766	91	39	44	91
GRMZM2G028774	42	32	25	90
GRMZM2G028796	24	9	30	24
GRMZM2G028813	116	110	60	371
GRMZM2G028834	235	55	255	289
GRMZM2G028852	43	13	7	35
GRMZM2G028855	84	13	117	57
GRMZM2G028883	843	533	577	1964
GRMZM2G028885	3	0	0	0
GRMZM2G028887	387	187	127	318
GRMZM2G028889	0	5	0	4
GRMZM2G028900	867	420	486	1305
GRMZM2G028914	4	1	9	5
GRMZM2G028921	71	54	69	94
GRMZM2G028926	14	1	1	16
GRMZM2G028929	682	450	654	1782
GRMZM2G028955	3	2	6	16
GRMZM2G029000	12	0	12	2
GRMZM2G029001	325	146	195	483
GRMZM2G029027	272	148	109	322
GRMZM2G029029	1706	467	1101	1697
GRMZM2G029039	67	22	43	116
GRMZM2G029048	594	307	214	1495
GRMZM2G029055	45	21	29	74
GRMZM2G029058	131	112	25	144
GRMZM2G029065	7	2	10	19
GRMZM2G029082	19	12	1	22
GRMZM2G029087	1262	449	1441	3743
GRMZM2G029101	11	16	7	48
GRMZM2G029113	738	460	266	788
GRMZM2G029135	149	48	62	137
GRMZM2G029186	2747	1129	1326	3424
GRMZM2G029194	366	138	140	397
GRMZM2G029219	29	7	34	53
GRMZM2G029223	39	1	4	4
GRMZM2G029242	42	9	16	31
GRMZM2G029243	0	2	6	40
GRMZM2G029262	1161	310	1043	1344
GRMZM2G029270	7	0	7	0
GRMZM2G029307	54	20	35	89
GRMZM2G029314	188	57	120	182
GRMZM2G029323	18	7	10	27
GRMZM2G029356	108	0	114	0
GRMZM2G029370	176	99	83	248
GRMZM2G029385	38	36	20	180
GRMZM2G029396	87	24	66	68
GRMZM2G029455	15	0	9	1
GRMZM2G029478	361	63	158	333
GRMZM2G029496	0	11	0	15
GRMZM2G029506	4	0	6	8
GRMZM2G029527	23	8	22	38
GRMZM2G029530	863	505	421	1190
GRMZM2G029536	7	3	5	23
GRMZM2G029543	1080	564	618	1205
GRMZM2G029546	5	4	1	13
GRMZM2G029547	8	0	7	11
GRMZM2G029552	5	15	2	26
GRMZM2G029559	5559	2203	3499	7656
GRMZM2G029566	704	846	294	1573
GRMZM2G029573	167	94	117	233
GRMZM2G029583	2415	1354	1536	3550
GRMZM2G029587	174	29	31	109
GRMZM2G029623	0	3	0	8
GRMZM2G029641	1	0	0	8
GRMZM2G029692	11	10	2	23
GRMZM2G029713	35	1	2	90
GRMZM2G029720	2	0	0	0
GRMZM2G029731	62	37	44	137
GRMZM2G029783	29	8	6	8
GRMZM2G029785	95	44	30	94
GRMZM2G029810	49	0	21	0
GRMZM2G029824	31	1	11	16
GRMZM2G029833	34	0	2	0
GRMZM2G029845	316	165	203	276
GRMZM2G029850	17	0	0	36
GRMZM2G029856	750	236	290	638
GRMZM2G029863	12	10	12	36
GRMZM2G029868	6	2	3	7
GRMZM2G029879	47	3	22	22
GRMZM2G029912	240	132	164	173
GRMZM2G029922	4	0	1	1
GRMZM2G029933	70	32	54	113
GRMZM2G029974	133	59	32	65
GRMZM2G029979	7	0	0	5
GRMZM2G030013	40	0	51	7
GRMZM2G030016	11978	7799	5346	13430
GRMZM2G030072	159	60	51	108
GRMZM2G030080	11	2	1	15
GRMZM2G030099	124	64	42	111
GRMZM2G030116	19	2	5	17
GRMZM2G030122	3	0	0	4
GRMZM2G030123	49	15	15	145
GRMZM2G030125	25	8	24	56
GRMZM2G030128	15	2	19	15
GRMZM2G030138	32	11	17	14
GRMZM2G030139	11	1	5	25
GRMZM2G030144	475	156	234	545
GRMZM2G030148	19	0	21	14
GRMZM2G030165	5	8	13	27
GRMZM2G030169	555	526	390	1686
GRMZM2G030173	68	35	47	27
GRMZM2G030181	0	1	3	1
GRMZM2G030194	0	1	0	0
GRMZM2G030216	3	0	1	98
GRMZM2G030223	55	16	6	57
GRMZM2G030235	29	9	4	33
GRMZM2G030240	26	3	4	14
GRMZM2G030252	5	0	0	82
GRMZM2G030265	29	2	35	139
GRMZM2G030272	13	2	2	14
GRMZM2G030275	165	112	59	155
GRMZM2G030280	51	26	44	78
GRMZM2G030293	1764	1399	654	2457
GRMZM2G030299	33	27	19	56
GRMZM2G030305	59	15	47	93
GRMZM2G030312	152	197	141	419
GRMZM2G030350	18	27	10	146
GRMZM2G030384	10	21	24	79
GRMZM2G030402	265	124	132	217
GRMZM2G030403	17	0	24	5
GRMZM2G030408	798	377	449	845
GRMZM2G030436	6	0	9	60
GRMZM2G030463	634	323	327	787
GRMZM2G030465	206	13	26	1130
GRMZM2G030494	9	1	11	11
GRMZM2G030523	1588	536	1181	2098
GRMZM2G030529	41	51	43	30
GRMZM2G030542	70	55	15	122
GRMZM2G030567	1	0	0	0
GRMZM2G030571	113	1	7	32
GRMZM2G030578	1128	579	459	1007
GRMZM2G030583	8	0	0	0
GRMZM2G030594	51	25	25	42
GRMZM2G030596	506	348	429	1000
GRMZM2G030606	68	60	17	160
GRMZM2G030628	1	1	0	0
GRMZM2G030646	309	97	265	358
GRMZM2G030673	29	22	21	71
GRMZM2G030688	7	3	2	38
GRMZM2G030717	57	89	34	67
GRMZM2G030731	6094	2388	3691	6623
GRMZM2G030744	31	18	14	63
GRMZM2G030762	4	2	0	14
GRMZM2G030768	81	13	33	74
GRMZM2G030790	1	0	0	0
GRMZM2G030794	15	2	5	25
GRMZM2G030805	525	344	335	899
GRMZM2G030809	66	74	44	257
GRMZM2G030823	224	109	64	171
GRMZM2G030831	136	77	70	219
GRMZM2G030839	108	31	62	93
GRMZM2G030858	9368	4120	4658	7926
GRMZM2G030862	1	2	0	0
GRMZM2G030873	10	4	13	19
GRMZM2G030877	0	1	0	6
GRMZM2G030880	52	13	17	37
GRMZM2G030882	5	2	1	0
GRMZM2G030902	643	276	322	732
GRMZM2G030915	4	0	0	1
GRMZM2G030955	104	74	109	229
GRMZM2G031001	64	9	45	118
GRMZM2G031022	302	224	106	417
GRMZM2G031028	198	28	9	447
GRMZM2G031043	64	22	95	116
GRMZM2G031053	225	122	191	501
GRMZM2G031057	15	4	6	22
GRMZM2G031062	1	0	1	0
GRMZM2G031065	75	55	39	109
GRMZM2G031107	261	82	231	484
GRMZM2G031125	13	4	1	93
GRMZM2G031138	211	47	106	101
GRMZM2G031156	7	3	8	5
GRMZM2G031169	3	1	9	24
GRMZM2G031200	1	6	2	0
GRMZM2G031204	0	449	0	1873
GRMZM2G031210	278	157	217	645
GRMZM2G031239	89	88	52	190
GRMZM2G031257	18	6	4	12
GRMZM2G031261	24	0	0	211
GRMZM2G031278	2	0	0	9
GRMZM2G031280	4	0	0	0
GRMZM2G031317	2985	0	0	67
GRMZM2G031326	295	173	136	339
GRMZM2G031329	5	0	0	0
GRMZM2G031352	620	188	357	697
GRMZM2G031354	17	0	4	3
GRMZM2G031370	13	0	10	22
GRMZM2G031398	309	97	156	471
GRMZM2G031420	187	191	92	302
GRMZM2G031435	242	84	118	183
GRMZM2G031447	16	0	4	19
GRMZM2G031496	1433	731	743	2153
GRMZM2G031501	1352	252	981	522
GRMZM2G031523	39	14	22	42
GRMZM2G031529	438	313	248	871
GRMZM2G031536	11	0	5	0
GRMZM2G031545	17920	9837	14313	21644
GRMZM2G031568	33	0	1	63
GRMZM2G031572	302	152	176	281
GRMZM2G031580	54	15	32	114
GRMZM2G031586	5358	1544	3189	2485
GRMZM2G031588	46	10	47	27
GRMZM2G031591	10	46	18	17
GRMZM2G031607	441	237	94	276
GRMZM2G031613	1060	648	448	1203
GRMZM2G031620	40	28	6	37
GRMZM2G031624	4	1	0	14
GRMZM2G031628	0	50	6	81
GRMZM2G031637	241	99	90	227
GRMZM2G031656	6	2	7	22
GRMZM2G031660	445	264	150	415
GRMZM2G031718	83	53	31	59
GRMZM2G031724	3	1	3	0
GRMZM2G031780	96	40	27	260
GRMZM2G031788	11	0	0	0
GRMZM2G031790	5	2	1	1
GRMZM2G031824	169	32	65	317
GRMZM2G031825	233	89	124	497
GRMZM2G031837	293	187	144	547
GRMZM2G031846	48	27	35	83
GRMZM2G031882	7	15	8	22
GRMZM2G031893	121	124	215	63
GRMZM2G031904	19	10	0	7
GRMZM2G031909	0	49	1	103
GRMZM2G031917	92	0	46	0
GRMZM2G031925	142	43	94	86
GRMZM2G031930	152	60	47	164
GRMZM2G031941	99	32	67	196
GRMZM2G031945	3	0	8	0
GRMZM2G031952	30	9	5	76
GRMZM2G031954	8	4	5	52
GRMZM2G031963	3	21	3	29
GRMZM2G031981	107	8	72	80
GRMZM2G032003	12756	7754	8792	26341
GRMZM2G032047	65	47	20	325
GRMZM2G032049	395	106	335	193
GRMZM2G032071	608	190	259	577
GRMZM2G032104	10	0	8	11
GRMZM2G032107	484	123	211	547
GRMZM2G032145	7228	1581	6737	4558
GRMZM2G032154	0	4	0	7
GRMZM2G032160	252	48	109	332
GRMZM2G032163	356	139	124	575
GRMZM2G032182	486	207	294	513
GRMZM2G032190	114	72	76	129
GRMZM2G032214	11	8	1	0
GRMZM2G032218	3	3	0	53
GRMZM2G032219	21	7	5	14
GRMZM2G032222	86	26	25	90
GRMZM2G032244	6	0	1	0
GRMZM2G032252	911	313	574	1251
GRMZM2G032258	148	56	43	116
GRMZM2G032260	276	255	212	303
GRMZM2G032266	21	12	12	0
GRMZM2G032276	1	0	0	0
GRMZM2G032282	10	3	1	6
GRMZM2G032348	901	312	215	546
GRMZM2G032350	75	19	72	98
GRMZM2G032351	6	4	0	7
GRMZM2G032367	661	335	318	1125
GRMZM2G032376	40	11	28	32
GRMZM2G032409	1917	1005	1557	3096
GRMZM2G032475	105	73	75	194
GRMZM2G032478	2	0	0	0
GRMZM2G032496	276	169	110	705
GRMZM2G032505	3	1	2	8
GRMZM2G032528	168	0	106	4
GRMZM2G032551	9	0	0	5
GRMZM2G032555	8	0	3	0
GRMZM2G032562	47	24	60	50
GRMZM2G032602	6	8	19	97
GRMZM2G032619	3	0	0	36
GRMZM2G032628	613	511	434	1140
GRMZM2G032684	175	97	96	127
GRMZM2G032694	35	32	11	78
GRMZM2G032699	241	161	111	315
GRMZM2G032711	356	159	219	444
GRMZM2G032759	33	0	19	0
GRMZM2G032763	54	25	37	58
GRMZM2G032821	34	8	10	62
GRMZM2G032847	148	174	169	849
GRMZM2G032852	567	227	296	921
GRMZM2G032865	0	5	0	9
GRMZM2G032878	748	638	385	1393
GRMZM2G032887	0	12	0	25
GRMZM2G032896	223	136	132	275
GRMZM2G032905	3	0	0	0
GRMZM2G032936	170	127	58	333
GRMZM2G032944	407	148	286	364
GRMZM2G032955	43	28	8	44
GRMZM2G032962	19	7	8	28
GRMZM2G032977	150	1	1	287
GRMZM2G033014	0	1	0	3
GRMZM2G033022	544	319	341	730
GRMZM2G033027	119	1	54	0
GRMZM2G033029	121	52	90	232
GRMZM2G033093	28	5	11	20
GRMZM2G033098	129	34	31	209
GRMZM2G033117	380	223	322	421
GRMZM2G033135	43	13	48	49
GRMZM2G033138	32	9	16	21
GRMZM2G033198	34	4	20	32
GRMZM2G033199	349	260	197	738
GRMZM2G033208	1217	711	718	1350
GRMZM2G033219	241	129	172	563
GRMZM2G033230	69	13	10	55
GRMZM2G033236	0	4	0	0
GRMZM2G033247	45	0	0	0
GRMZM2G033267	88	71	44	96
GRMZM2G033283	279	108	102	255
GRMZM2G033356	88	101	115	288
GRMZM2G033359	233	18	27	124
GRMZM2G033375	9	28	18	46
GRMZM2G033406	3	0	0	0
GRMZM2G033413	274	30	31	331
GRMZM2G033430	251	57	70	157
GRMZM2G033478	552	259	268	774
GRMZM2G033480	2	0	7	0
GRMZM2G033489	20	2	8	20
GRMZM2G033491	73	25	47	122
GRMZM2G033493	48	19	27	55
GRMZM2G033515	30	26	28	73
GRMZM2G033519	7	4	7	37
GRMZM2G033521	43	9	35	57
GRMZM2G033555	6	0	8	14
GRMZM2G033570	469	293	222	564
GRMZM2G033576	12	6	6	21
GRMZM2G033592	92	19	27	74
GRMZM2G033612	12	4	5	16
GRMZM2G033626	1756	239	1145	1081
GRMZM2G033630	3	1	5	6
GRMZM2G033634	1	5	3	4
GRMZM2G033641	236	192	160	485
GRMZM2G033644	27	11	4	25
GRMZM2G033649	248	206	173	564
GRMZM2G033653	47	22	14	41
GRMZM2G033656	135	45	69	127
GRMZM2G033671	49	43	8	108
GRMZM2G033680	31	4	13	11
GRMZM2G033694	39	31	18	58
GRMZM2G033724	149	106	77	222
GRMZM2G033746	27	1	0	37
GRMZM2G033767	46	0	2	18
GRMZM2G033785	223	45	104	151
GRMZM2G033799	213	98	106	254
GRMZM2G033805	208	105	98	321
