Gene	mat_SRR660921	pat_SRR660921	pat_SRR660932	mat_SRR660932
AC196489.3_FG002	4605	2157	1267	1455
AC196637.2_FG002	3	2	0	0
AC196708.3_FG006	12	3	6	5
AC196710.3_FG013	4	0	3	0
AC196779.3_FG003	1	1	2	4
AC196961.2_FG003	26	13	2	4
AC197029.3_FG003	19	11	3	2
AC197122.3_FG003	62	29	45	42
AC197146.3_FG001	58	14	3	9
AC197146.3_FG002	3	0	1	3
AC197164.4_FG002	4	0	0	0
AC197246.3_FG001	29	12	16	10
AC197340.3_FG003	0	1	0	0
AC197377.3_FG001	1	0	0	0
AC197387.3_FG004	13	1	14	6
AC197432.4_FG001	27	0	2	0
AC197545.3_FG002	43	18	17	27
AC197555.3_FG008	237	122	53	124
AC197575.3_FG008	15	0	0	0
AC197672.3_FG002	224	180	111	230
AC197699.3_FG002	1	0	1	2
AC197699.3_FG003	63	29	41	34
AC197705.4_FG001	454	411	106	548
AC197705.4_FG003	86	43	69	137
AC197705.4_FG004	1	1	0	1
AC197705.4_FG006	222	87	100	168
AC197705.4_FG007	95	45	30	65
AC197705.4_FG008	0	1	0	0
AC197705.4_FG011	5	3	0	2
AC197717.3_FG002	1544	889	917	811
AC197758.3_FG004	1	0	0	0
AC198169.4_FG004	19	18	11	9
AC198206.5_FG001	3	1	4	1
AC198229.4_FG002	0	1	0	1
AC198371.3_FG011	2	0	0	0
AC198418.3_FG005	7	1	0	3
AC198481.3_FG004	51	36	31	27
AC198490.3_FG003	0	5	5	4
AC198700.2_FG004	5	23	1	3
AC198725.4_FG007	24	22	4	11
AC198901.4_FG004	2	0	1	2
AC199001.3_FG005	330	232	135	221
AC199039.3_FG003	8	1	3	2
AC199058.2_FG001	30	23	20	8
AC199068.2_FG017	143	0	34	0
AC199204.3_FG002	1	0	0	0
AC199363.4_FG003	18	6	6	13
AC199526.5_FG001	0	1	2	1
AC199526.5_FG002	899	363	226	485
AC199526.5_FG003	8	1	1	1
AC199571.3_FG003	0	1	0	5
AC199782.5_FG001	164	99	62	107
AC199782.5_FG002	9	22	5	11
AC199782.5_FG003	42	10	13	21
AC199820.4_FG006	67	12	20	13
AC199826.4_FG003	5	4	0	3
AC199911.5_FG001	0	1	0	0
AC200069.4_FG002	3	0	0	3
AC200210.1_FG006	52	12	15	32
AC200256.3_FG003	3	3	0	1
AC200495.3_FG001	6	0	0	0
AC200753.3_FG003	2	1	0	0
AC202073.4_FG001	4	4	2	6
AC202185.4_FG004	20	12	3	2
AC202432.3_FG006	1	0	0	0
AC202435.3_FG001	1	0	2	0
AC202707.3_FG002	27	5	11	1
AC202864.3_FG002	13	3	0	4
AC202940.3_FG004	2	0	0	0
AC203173.3_FG001	1	0	0	0
AC203173.3_FG004	3541	1824	1276	2489
AC203307.4_FG001	3	1	3	2
AC203366.4_FG001	15	20	4	9
AC203394.3_FG004	45	9	20	10
AC203424.3_FG001	102	41	65	64
AC203535.4_FG001	94	60	20	63
AC203535.4_FG002	476	146	271	465
AC203535.4_FG004	1	1	0	0
AC203535.4_FG006	4	2	0	1
AC203570.4_FG005	61	24	24	41
AC203754.4_FG008	6	5	1	5
AC203841.3_FG002	15	11	6	17
AC203841.3_FG009	106	60	42	80
AC203909.3_FG007	0	1	0	0
AC203966.5_FG005	18	16	2	11
AC203972.3_FG001	7	0	0	0
AC203972.3_FG003	4	0	1	5
AC203986.3_FG013	1	0	1	0
AC203989.4_FG001	889	206	311	322
AC204048.3_FG002	8	4	1	1
AC204050.4_FG006	4	2	1	4
AC204070.3_FG004	12	7	10	5
AC204254.3_FG001	1	0	0	1
AC204292.4_FG002	11	3	0	3
AC204292.4_FG006	0	1	0	22
AC204359.3_FG005	56	32	12	44
AC204472.3_FG002	1	1	0	2
AC204502.4_FG006	2	0	1	0
AC204519.3_FG003	11	0	6	0
AC204530.4_FG006	3	0	1	1
AC204539.4_FG001	2	0	0	0
AC204539.4_FG002	16	4	4	2
AC204711.3_FG002	56	2	14	5
AC204711.3_FG003	2309	1613	1011	3323
AC204717.3_FG005	3	1	0	0
AC204763.2_FG001	3	0	0	0
AC204891.4_FG001	21	4	10	4
AC205008.4_FG002	2	0	1	1
AC205057.3_FG002	0	8	25	24
AC205100.3_FG001	0	1	0	1
AC205122.4_FG005	1	0	0	0
AC205320.3_FG004	47	12	6	14
AC205324.3_FG003	2	0	0	0
AC205336.3_FG003	2	0	0	0
AC205362.4_FG002	6	0	0	0
AC205376.4_FG008	5	1	1	1
AC205419.3_FG001	660	194	250	339
AC205471.4_FG003	10	25	4	25
AC205471.4_FG007	382	37	173	82
AC205471.4_FG008	1	3	0	0
AC205502.4_FG004	1	0	0	0
AC205521.3_FG003	744	412	371	521
AC205532.3_FG001	1	0	0	0
AC205567.3_FG002	0	2	0	15
AC205574.3_FG006	122	32	24	44
AC205592.3_FG001	2	1	0	4
AC205664.3_FG001	35	0	7	0
AC205673.3_FG006	36	3	12	21
AC205703.4_FG002	980	538	352	596
AC205982.3_FG014	17	5	6	8
AC206217.2_FG006	1	0	0	0
AC206223.3_FG006	64	20	18	40
AC206223.3_FG007	2	2	2	2
AC206259.3_FG002	3	0	0	1
AC206259.3_FG003	15	7	4	2
AC206265.3_FG006	7	0	0	0
AC206582.2_FG002	1	0	0	0
AC206788.3_FG008	5	3	4	8
AC206788.3_FG015	14	5	13	5
AC206901.3_FG005	9	2	3	16
AC206941.2_FG002	309	334	153	495
AC206951.3_FG016	8	0	2	10
AC206951.3_FG017	11	0	1	4
AC207043.3_FG002	7	0	2	2
AC207189.4_FG002	0	1	0	0
AC207205.3_FG004	6	5	0	6
AC207265.3_FG002	10	4	4	5
AC207342.3_FG007	52	18	18	37
AC207342.3_FG008	10	2	6	5
AC207533.2_FG002	16	18	2	12
AC207628.4_FG009	37	21	12	95
AC207628.4_FG010	17	0	2	0
AC207652.3_FG001	7	0	6	3
AC207722.2_FG009	2	9	1	7
AC207814.3_FG003	0	5	0	1
AC208113.3_FG001	1	0	0	0
AC208126.3_FG001	0	10	0	3
AC208201.3_FG001	60	17	10	21
AC208201.3_FG003	1	0	0	0
AC208221.3_FG002	0	2	0	2
AC208337.2_FG003	71	0	2	84
AC208346.3_FG004	79	39	15	35
AC208358.3_FG005	1	0	0	1
AC208436.3_FG007	7	2	3	2
AC208440.3_FG003	106	33	63	70
AC208539.3_FG002	4	70	38	1
AC208559.3_FG003	0	12	0	13
AC208571.4_FG001	11	3	2	6
AC208576.3_FG001	0	1	0	0
AC208724.3_FG001	25	13	18	7
AC208892.3_FG005	1	2	0	0
AC208897.3_FG003	4	0	0	1
AC208897.3_FG004	1	0	0	0
AC208905.3_FG004	0	3	0	5
AC208916.3_FG003	0	2	0	0
AC209080.3_FG004	240	29	103	69
AC209206.3_FG011	85	45	20	70
AC209206.3_FG014	95	0	0	15
AC209208.3_FG001	3	45	52	3
AC209208.3_FG002	87	4	5	43
AC209208.3_FG005	48	18	6	27
AC209213.4_FG002	0	1	0	2
AC209257.4_FG003	1	0	0	0
AC209257.4_FG004	2	5	3	3
AC209257.4_FG006	9	6	0	2
AC209257.4_FG008	61	89	29	102
AC209356.4_FG001	0	2	0	0
AC209374.4_FG002	19	4	5	7
AC209460.3_FG002	13	7	4	19
AC209624.2_FG003	0	12	0	0
AC209626.2_FG013	13	17	6	30
AC209664.3_FG002	110	49	25	60
AC209675.3_FG001	0	2	0	2
AC209705.3_FG004	13	21	6	16
AC209718.1_FG009	32	0	4	2
AC209739.3_FG003	1	0	2	3
AC209784.3_FG011	12	20	1	7
AC209819.3_FG005	3	3	0	17
AC209819.3_FG009	3	0	0	1
AC209819.3_FG012	146	80	42	87
AC209858.4_FG002	270	163	79	181
AC209858.4_FG004	206	95	50	35
AC209898.2_FG004	4	2	1	11
AC209973.3_FG001	0	1	0	0
AC209987.4_FG002	9	0	2	4
AC210003.2_FG004	29	12	8	26
AC210003.2_FG015	0	1	0	0
AC210013.4_FG002	2	9	0	5
AC210013.4_FG003	37	1	35	0
AC210013.4_FG008	94	24	33	35
AC210013.4_FG009	37	12	22	12
AC210013.4_FG011	135	89	65	136
AC210013.4_FG012	12	3	2	2
AC210013.4_FG013	2	4	3	4
AC210013.4_FG016	443	211	309	255
AC210013.4_FG017	3	0	0	0
AC210013.4_FG018	290	10	60	33
AC210013.4_FG019	1848	761	433	556
AC210023.3_FG014	3	3	5	3
AC210158.3_FG004	4	1	2	0
AC210173.4_FG002	4	4	6	10
AC210173.4_FG005	17	10	7	6
AC210193.4_FG002	61	10	1	22
AC210204.3_FG002	44	18	25	32
AC210314.3_FG006	22	9	11	20
AC210517.3_FG003	7	3	0	0
AC210595.3_FG004	6	0	1	0
AC210598.3_FG003	0	1	0	0
AC210669.3_FG001	151	75	97	200
AC210816.3_FG006	12	12	6	13
AC210892.4_FG006	3	0	1	2
AC211164.5_FG003	53	9	31	32
AC211164.5_FG004	3	0	1	0
AC211175.3_FG005	73	44	30	68
AC211192.3_FG003	3	0	0	13
AC211257.3_FG002	6	0	0	0
AC211276.4_FG008	184	66	46	139
AC211357.4_FG004	34	7	15	21
AC211390.3_FG001	3	3	0	0
AC211403.4_FG005	0	3	2	0
AC211474.3_FG006	19	0	7	0
AC211477.3_FG021	0	2	0	0
AC211652.4_FG001	0	1	0	6
AC211652.4_FG002	38	30	6	51
AC211737.3_FG012	19	17	3	14
AC211764.3_FG010	20	0	25	0
AC211892.4_FG002	17	0	7	0
AC211910.4_FG005	1	2	12	4
AC212023.4_FG004	1	0	7	1
AC212023.4_FG006	3	0	2	2
AC212323.4_FG010	1	1	0	0
AC212565.3_FG001	4874	1961	621	1169
AC212570.3_FG006	70	30	13	32
AC212754.3_FG004	0	4	0	7
AC212835.3_FG001	4	8	1	16
AC212835.3_FG007	100	54	63	82
AC212835.3_FG008	0	2	0	2
AC212859.3_FG007	6	6	4	12
AC212887.3_FG005	2	0	0	0
AC213099.3_FG001	286	131	64	160
AC213099.3_FG002	92	28	38	15
AC213463.3_FG002	234	124	51	200
AC213463.3_FG004	8	1	0	2
AC213463.3_FG007	255	1	88	0
AC213463.3_FG009	29	15	13	12
AC213521.3_FG005	10	3	3	2
AC213600.3_FG002	149	105	68	213
AC213612.3_FG002	6	2	6	0
AC213621.5_FG002	17	8	5	11
AC213621.5_FG004	5	9	5	12
AC213654.3_FG003	94	63	17	49
AC213884.3_FG001	454	302	120	312
AC213884.3_FG002	4	5	4	5
AC214040.3_FG009	1	0	0	0
AC214046.4_FG005	1	0	0	1
AC214119.3_FG009	182	64	48	67
AC214256.3_FG005	1	0	0	0
AC214350.3_FG007	551	218	173	285
AC214448.3_FG007	34	14	16	29
AC214524.3_FG002	4	0	1	0
AC214602.3_FG012	24	17	10	18
AC214640.3_FG003	33	19	7	33
AC214648.3_FG001	0	1	0	0
AC214648.3_FG003	301	103	91	99
AC214753.2_FG002	1	0	0	0
AC214771.3_FG003	1	0	1	0
AC214817.3_FG004	60	20	16	28
AC215181.3_FG004	1	0	1	1
AC215195.3_FG005	0	7	0	21
AC215198.3_FG002	9	4	2	16
AC215201.3_FG005	171	395	19	253
AC215201.3_FG008	2	0	0	0
AC215244.3_FG002	983	514	260	431
AC215260.3_FG001	172	21	38	13
AC215260.3_FG004	69	66	76	128
AC215639.3_FG002	2	0	0	2
AC215690.3_FG002	119	55	38	112
AC215907.3_FG003	3	0	3	0
AC216067.3_FG002	105	58	38	64
AC216229.3_FG002	6	0	0	0
AC216264.3_FG001	1	1	0	0
AC216871.3_FG001	1	0	0	0
AC216871.3_FG004	0	1	0	1
AC216886.3_FG002	9	0	0	0
AC217050.4_FG001	392	151	143	312
AC217050.4_FG004	53	23	28	52
AC217050.4_FG006	276	422	81	359
AC217264.3_FG005	189	122	80	163
AC217271.3_FG001	28	33	8	35
AC217300.3_FG004	0	24	13	0
AC217300.3_FG005	42	32	28	14
AC217358.3_FG003	14	7	12	5
AC217358.3_FG005	1910	1164	388	724
AC217358.3_FG007	0	1	0	10
AC217358.3_FG010	8	4	3	9
AC217358.3_FG011	456	216	275	643
AC217370.3_FG003	1	0	0	0
AC217374.3_FG001	1	0	0	0
AC217401.3_FG002	29	10	12	15
AC217401.3_FG003	19	25	15	76
AC217415.3_FG004	4	3	2	1
AC217499.3_FG001	295	140	131	164
AC217499.3_FG002	1	0	0	0
AC217499.3_FG003	3	1	0	2
AC217550.3_FG006	1	1	0	0
AC217556.3_FG003	81	55	34	62
AC217811.3_FG003	1	0	0	0
AC217887.3_FG004	6	4	1	8
AC217887.3_FG005	128	86	64	97
AC217947.4_FG002	11	2	5	13
AC217965.2_FG012	44	25	7	23
AC217977.3_FG003	55	23	34	27
AC218035.3_FG004	50	30	23	48
AC218457.2_FG013	16	5	8	20
AC218900.3_FG001	28	2	10	6
AC218972.3_FG001	369	225	143	310
AC218972.3_FG002	2	3	0	2
AC218972.3_FG004	50	51	17	39
AC218972.3_FG007	0	1	0	0
AC219006.2_FG006	46	42	16	44
AC219156.3_FG002	13	0	7	0
AC219190.3_FG002	13	6	3	3
AC225147.4_FG003	42	13	23	25
AC225176.2_FG003	0	2	2	2
AC225185.3_FG004	76	43	73	78
AC225193.3_FG003	160	48	19	24
AC225193.3_FG004	48	19	24	35
AC225205.3_FG003	49	22	31	56
AC225345.3_FG009	1	1	0	0
AC225346.3_FG001	1	0	1	1
AC225359.3_FG006	7	5	5	5
AC226227.2_FG003	0	7	0	14
AC226230.2_FG001	40	21	9	36
AC226231.2_FG002	3	0	0	0
AC226235.2_FG001	9	0	0	7
AC226235.2_FG002	431	118	131	152
AC226235.2_FG003	15	13	15	24
AC226248.1_FG002	2	5	9	3
AC226373.2_FG010	0	6	7	0
AC229993.1_FG009	1	1	0	9
AC230011.2_FG002	3	1	5	0
AC230013.2_FG002	5	3	3	2
AC230013.2_FG007	4533	2376	1327	2392
AC231180.2_FG006	106	18	35	16
AC231411.1_FG011	24	8	23	30
AC231745.1_FG003	156	150	97	225
AC231745.1_FG004	150	25	96	39
AC231747.1_FG001	185	79	82	152
AC232238.2_FG005	20	3	3	5
AC232238.2_FG008	21	5	4	8
AC232393.1_FG009	5	1	4	4
AC233850.1_FG001	1	0	0	0
AC233850.1_FG002	202	503	49	643
AC233850.1_FG003	16	22	1	23
AC233850.1_FG009	0	7	0	0
AC233851.1_FG008	5	1	0	13
AC233851.1_FG009	21	11	7	11
AC233851.1_FG010	0	2	6	9
AC233853.1_FG003	1	4	0	1
AC233861.1_FG001	11	8	10	3
AC233865.1_FG004	0	2	0	0
AC233865.1_FG006	9	15	6	24
AC233866.1_FG006	3943	1848	803	1420
AC233870.1_FG003	170	92	82	196
AC233870.1_FG004	31	9	11	22
AC233870.1_FG006	76	35	47	77
AC233882.1_FG005	5	0	2	0
AC233883.1_FG006	105	42	55	68
AC233885.1_FG001	523	154	198	271
AC233885.1_FG002	2	5	0	1
AC233887.1_FG005	18	0	0	0
AC233887.1_FG006	284	96	161	182
AC233892.1_FG001	5	6	2	6
AC233893.1_FG002	5	5	1	4
AC233893.1_FG003	18	0	1	0
AC233893.1_FG006	6	1	0	0
AC233894.1_FG005	25	17	14	30
AC233898.1_FG003	33	38	21	61
AC233899.1_FG002	235	32	14	5
AC233899.1_FG005	4	0	1	15
AC233901.1_FG004	1	0	0	0
AC233901.1_FG005	141	39	51	53
AC233901.1_FG010	21	8	21	20
AC233910.1_FG002	16	1	1	4
AC233922.1_FG004	24	18	7	18
AC233922.1_FG005	148	112	69	70
AC233922.1_FG008	3	0	0	1
AC233939.1_FG004	1	5	4	32
AC233942.1_FG001	169	48	64	55
AC233952.1_FG006	103	51	31	56
AC233952.1_FG008	35	26	13	12
AC233955.1_FG008	6	0	0	0
AC233960.1_FG002	3	0	0	2
AC233960.1_FG003	4	1	0	0
AC233961.1_FG001	29	104	32	61
AC233967.1_FG001	215	81	85	103
AC233979.1_FG006	38	24	34	54
AC234152.1_FG002	10	0	3	0
AC234154.1_FG007	9	11	4	13
AC234154.1_FG008	30	6	4	5
AC234156.1_FG005	542	406	173	412
AC234157.1_FG002	16	10	2	6
AC234157.1_FG003	3	1	0	0
AC234160.1_FG003	46	0	21	0
AC234164.1_FG004	11	2	0	2
AC234171.1_FG003	13	6	4	14
AC234175.1_FG010	41	22	21	17
AC234183.1_FG002	22	11	5	7
AC234187.1_FG003	1	0	0	0
AC234199.1_FG003	1	0	1	4
AC234515.1_FG003	71	36	5	16
AC234520.1_FG003	1	1	0	0
AC234520.1_FG005	138	74	41	91
AC234521.1_FG004	0	2	0	0
AC234524.1_FG005	8	6	15	6
AC234528.1_FG001	59	1	46	2
AC234528.1_FG004	31	55	1	35
AC234528.1_FG005	614	434	120	277
AC234528.1_FG006	1	0	0	0
AC235534.1_FG007	4	2	0	1
AC235535.1_FG001	333	164	103	197
AC235541.1_FG002	9	2	4	3
AC235543.1_FG002	7	2	0	0
AC235543.1_FG003	112	43	26	85
AC235544.1_FG002	1	5	0	1
AC235544.1_FG004	130	42	25	31
AC235544.1_FG006	3	1	0	7
AC235546.1_FG001	24	24	7	21
AC235547.1_FG005	24	36	8	41
AF466202.2_FG008	2	3	0	0
AF546187.1_FG007	3489	1848	1582	6358
AF546187.1_FG011	5	1	0	1
AF546187.1_FG012	11	0	25	10
AF546188.1_FG001	115	54	143	349
AF546188.1_FG005	2819	53	513	40
AY530952.1_FG001	2	1	0	0
AY542798.1_FG003	30	4	9	21
EF517601.1_FG010	17	0	1	6
EF517601.1_FG012	514	361	87	267
EF517601.1_FG015	4	2	7	10
EF517601.1_FG025	8	0	1	0
GRMZM2G000014	74	28	31	60
GRMZM2G000035	0	1	0	1
GRMZM2G000039	95	33	17	64
GRMZM2G000044	2	0	1	0
GRMZM2G000052	12	16	5	13
GRMZM2G000071	0	3	0	4
GRMZM2G000076	0	1	0	0
GRMZM2G000093	18	13	3	13
GRMZM2G000158	45	15	12	26
GRMZM2G000171	188	115	80	155
GRMZM2G000199	1	2	0	1
GRMZM2G000209	8	0	4	0
GRMZM2G000219	1	0	0	0
GRMZM2G000231	9	22	3	15
GRMZM2G000236	69	38	208	495
GRMZM2G000245	107	119	39	152
GRMZM2G000254	2	3	3	1
GRMZM2G000261	2	3	2	59
GRMZM2G000268	6	0	0	0
GRMZM2G000271	1	0	0	0
GRMZM2G000278	148	67	64	130
GRMZM2G000280	36	121	19	217
GRMZM2G000281	0	24	3	22
GRMZM2G000288	9	0	2	0
GRMZM2G000292	4	89	0	121
GRMZM2G000326	2	0	0	0
GRMZM2G000339	37	84	13	57
GRMZM2G000361	124	51	218	110
GRMZM2G000371	8	4	4	3
GRMZM2G000380	5	0	0	2
GRMZM2G000397	662	725	199	1137
GRMZM2G000404	0	29	23	0
GRMZM2G000423	3	2	2	0
GRMZM2G000451	19	5	6	10
GRMZM2G000453	23	0	1	6
GRMZM2G000481	193	21	64	21
GRMZM2G000483	0	4	0	1
GRMZM2G000489	13	0	13	8
GRMZM2G000510	676	310	418	709
GRMZM2G000531	1019	483	428	657
GRMZM2G000540	187	145	96	182
GRMZM2G000566	25	0	5	0
GRMZM2G000576	1	0	3	5
GRMZM2G000581	48	8	11	9
GRMZM2G000587	34	32	11	12
GRMZM2G000593	36	11	26	54
GRMZM2G000601	2	0	2	1
GRMZM2G000614	14	7	3	19
GRMZM2G000615	104	54	56	104
GRMZM2G000620	5	1	6	1
GRMZM2G000633	1	1	0	0
GRMZM2G000660	6	0	9	0
GRMZM2G000665	1	0	1	2
GRMZM2G000670	0	1	0	10
GRMZM2G000674	16	5	1	15
GRMZM2G000679	1	0	0	0
GRMZM2G000686	173	125	52	189
GRMZM2G000700	1	0	0	0
GRMZM2G000710	150	90	46	87
GRMZM2G000718	169	91	49	101
GRMZM2G000741	411	223	161	295
GRMZM2G000749	42	4	17	19
GRMZM2G000764	0	2	0	3
GRMZM2G000777	161	92	38	72
GRMZM2G000812	1	0	3	3
GRMZM2G000816	4	1	0	2
GRMZM2G000823	561	266	155	240
GRMZM2G000842	1	1	3	6
GRMZM2G000874	14	0	7	0
GRMZM2G000909	61	23	25	22
GRMZM2G000923	2948	1384	738	1138
GRMZM2G000932	11	5	0	12
GRMZM2G000937	41	14	15	25
GRMZM2G000964	12	17	7	13
GRMZM2G000973	34	4	16	8
GRMZM2G000976	45	34	25	27
GRMZM2G000980	323	178	95	186
GRMZM2G001024	161	56	105	108
GRMZM2G001033	74	58	11	52
GRMZM2G001043	1	0	2	1
GRMZM2G001048	54	12	18	16
GRMZM2G001079	28	12	8	35
GRMZM2G001088	252	166	69	208
GRMZM2G001097	5	0	4	3
GRMZM2G001114	73	18	9	10
GRMZM2G001116	1	0	0	0
GRMZM2G001160	14	23	13	17
GRMZM2G001169	43	40	23	62
GRMZM2G001191	186	97	81	148
GRMZM2G001221	127	112	70	171
GRMZM2G001223	8	0	0	0
GRMZM2G001241	15	11	5	3
GRMZM2G001243	3	0	0	0
GRMZM2G001272	132	56	57	81
GRMZM2G001288	2	0	1	7
GRMZM2G001289	18	8	2	22
GRMZM2G001296	67	51	37	25
GRMZM2G001297	163	80	68	135
GRMZM2G001304	25	8	5	8
GRMZM2G001327	1790	689	538	852
GRMZM2G001332	1	0	0	1
GRMZM2G001415	262	77	88	86
GRMZM2G001421	228	169	101	267
GRMZM2G001454	23	7	8	9
GRMZM2G001457	1	14	5	18
GRMZM2G001466	3	1	0	1
GRMZM2G001500	583	586	206	904
GRMZM2G001508	7	0	0	0
GRMZM2G001514	1	0	1	1
GRMZM2G001541	63	38	11	39
GRMZM2G001592	21	21	11	39
GRMZM2G001606	58	56	18	51
GRMZM2G001631	11	15	15	20
GRMZM2G001639	178	87	61	143
GRMZM2G001645	530	182	202	291
GRMZM2G001648	1	0	0	0
GRMZM2G001652	34	25	13	40
GRMZM2G001661	13	30	4	74
GRMZM2G001663	6	7	0	7
GRMZM2G001668	198	113	86	176
GRMZM2G001696	13	32	12	49
GRMZM2G001724	56	57	83	107
GRMZM2G001755	2	0	0	1
GRMZM2G001764	5	1	0	0
GRMZM2G001772	0	1	1	1
GRMZM2G001777	63	9	20	18
GRMZM2G001799	6	1	0	1
GRMZM2G001805	128	9	60	21
