Gene	mat_SRR660921	pat_SRR660921	pat_SRR660932	mat_SRR660932
GRMZM2G060148	32	20	19	26
GRMZM2G060156	1	0	0	0
GRMZM2G060160	152	70	56	80
GRMZM2G060161	45	37	35	40
GRMZM2G060167	16	6	3	5
GRMZM2G060170	39	24	32	49
GRMZM2G060185	1	0	0	4
GRMZM2G060194	24	2	24	28
GRMZM2G060210	13	8	11	23
GRMZM2G060213	13	21	20	11
GRMZM2G060216	3	0	0	0
GRMZM2G060249	25	2	4	13
GRMZM2G060253	34	8	3	9
GRMZM2G060257	42	32	29	73
GRMZM2G060276	25	12	9	18
GRMZM2G060284	77	48	35	82
GRMZM2G060290	1	0	0	0
GRMZM2G060296	1025	334	571	1035
GRMZM2G060311	1	1	0	5
GRMZM2G060324	2	1	0	3
GRMZM2G060337	3	0	0	0
GRMZM2G060344	19	5	18	4
GRMZM2G060349	5	10	3	8
GRMZM2G060355	63	25	13	40
GRMZM2G060357	49	4	7	13
GRMZM2G060369	1	0	0	1
GRMZM2G060410	2	5	0	9
GRMZM2G060451	20	12	4	8
GRMZM2G060467	99	33	40	43
GRMZM2G060470	11	6	3	3
GRMZM2G060485	3	2	1	6
GRMZM2G060505	69	32	31	38
GRMZM2G060507	6	0	2	1
GRMZM2G060544	2467	581	634	684
GRMZM2G060554	0	23	0	18
GRMZM2G060561	203	81	95	166
GRMZM2G060564	431	66	129	66
GRMZM2G060567	581	236	233	304
GRMZM2G060579	55	30	14	40
GRMZM2G060583	26	25	18	23
GRMZM2G060611	658	260	231	451
GRMZM2G060659	2	5	12	2
GRMZM2G060669	569	131	242	180
GRMZM2G060702	1108	657	388	836
GRMZM2G060712	1	0	2	0
GRMZM2G060720	1	0	1	2
GRMZM2G060726	15	4	4	4
GRMZM2G060742	8	4	1	3
GRMZM2G060760	16	0	16	0
GRMZM2G060762	18	13	5	10
GRMZM2G060765	143	47	43	51
GRMZM2G060798	77	31	16	42
GRMZM2G060811	18	1	6	6
GRMZM2G060817	187	90	51	62
GRMZM2G060824	330	162	138	219
GRMZM2G060842	5	3	0	3
GRMZM2G060856	277	187	119	272
GRMZM2G060870	255	133	91	178
GRMZM2G060872	3	5	2	0
GRMZM2G060891	9	1	1	0
GRMZM2G060896	62	16	20	18
GRMZM2G060906	33	22	15	15
GRMZM2G060918	0	1	0	0
GRMZM2G060940	1021	401	1139	2226
GRMZM2G060942	0	15	0	5
GRMZM2G060947	52	23	14	32
GRMZM2G060952	6	3	3	4
GRMZM2G060991	4	4	4	6
GRMZM2G060993	3	0	0	1
GRMZM2G061005	0	1	0	1
GRMZM2G061018	89	37	54	91
GRMZM2G061023	68	83	32	145
GRMZM2G061043	87	29	12	24
GRMZM2G061078	57	79	26	83
GRMZM2G061088	6	0	8	0
GRMZM2G061096	123	60	47	105
GRMZM2G061099	132	71	59	83
GRMZM2G061127	3	10	0	4
GRMZM2G061135	591	147	231	144
GRMZM2G061156	371	127	133	198
GRMZM2G061187	49	31	19	41
GRMZM2G061202	4	0	0	0
GRMZM2G061230	58	1	0	9
GRMZM2G061232	3	0	0	0
GRMZM2G061234	25	14	12	54
GRMZM2G061257	1	0	0	0
GRMZM2G061277	75	31	41	53
GRMZM2G061280	89	43	20	20
GRMZM2G061287	14	3	4	7
GRMZM2G061292	2	2	0	0
GRMZM2G061314	2	2	1	1
GRMZM2G061396	0	2	0	1
GRMZM2G061398	0	1	0	2
GRMZM2G061419	47	21	10	15
GRMZM2G061428	22	2	7	8
GRMZM2G061442	11	5	5	7
GRMZM2G061446	54	19	20	31
GRMZM2G061447	94	51	30	72
GRMZM2G061465	29	10	8	10
GRMZM2G061469	15	0	0	14
GRMZM2G061487	136	101	83	148
GRMZM2G061492	8	12	2	8
GRMZM2G061527	4	0	0	1
GRMZM2G061537	70	27	50	51
GRMZM2G061542	52	12	8	11
GRMZM2G061562	20	12	10	13
GRMZM2G061568	2	0	3	1
GRMZM2G061591	7	0	0	0
GRMZM2G061626	55	37	61	174
GRMZM2G061662	0	284	1	215
GRMZM2G061663	4	1	1	0
GRMZM2G061672	102	57	21	74
GRMZM2G061681	210	77	107	127
GRMZM2G061684	0	1	2	2
GRMZM2G061695	1	0	0	2
GRMZM2G061700	4	0	0	0
GRMZM2G061702	160	12	87	38
GRMZM2G061704	6	2	1	2
GRMZM2G061723	2	1	0	9
GRMZM2G061734	10	1	0	1
GRMZM2G061742	1	0	0	0
GRMZM2G061745	469	170	96	183
GRMZM2G061751	2	0	0	1
GRMZM2G061758	34	0	19	0
GRMZM2G061777	10	0	0	2
GRMZM2G061783	89	125	27	116
GRMZM2G061791	3	2	2	0
GRMZM2G061798	6	0	0	0
GRMZM2G061821	3	6	1	6
GRMZM2G061884	10	0	10	0
GRMZM2G061890	96	34	28	116
GRMZM2G061900	450	235	150	297
GRMZM2G061906	3	6	1	11
GRMZM2G061910	0	1	0	1
GRMZM2G061912	107	77	47	102
GRMZM2G061922	26	9	13	29
GRMZM2G061938	380	140	193	151
GRMZM2G061963	6	0	0	1
GRMZM2G061988	156	95	60	141
GRMZM2G061990	127	71	27	43
GRMZM2G062019	11	0	1	0
GRMZM2G062024	17	3	11	6
GRMZM2G062037	3	0	0	0
GRMZM2G062045	3	14	5	17
GRMZM2G062076	116	5	59	2
GRMZM2G062091	2	0	1	0
GRMZM2G062121	0	21	0	2
GRMZM2G062129	21	73	19	121
GRMZM2G062151	37	6	4	9
GRMZM2G062154	179	80	56	105
GRMZM2G062156	1	0	1	0
GRMZM2G062160	1	3	0	1
GRMZM2G062199	57	8	12	12
GRMZM2G062210	542	253	220	384
GRMZM2G062230	39	18	6	7
GRMZM2G062245	34	0	5	0
GRMZM2G062260	9	28	0	49
GRMZM2G062268	9	19	8	29
GRMZM2G062283	19	0	31	0
GRMZM2G062289	526	134	97	90
GRMZM2G062333	62	20	11	13
GRMZM2G062342	62	45	44	55
GRMZM2G062354	282	163	156	452
GRMZM2G062357	31	8	12	14
GRMZM2G062373	26	19	5	12
GRMZM2G062377	56	38	9	19
GRMZM2G062390	113	73	32	57
GRMZM2G062391	23	13	7	35
GRMZM2G062394	98	61	50	76
GRMZM2G062396	41	0	0	0
GRMZM2G062416	3	20	2	16
GRMZM2G062420	38	6	9	21
GRMZM2G062425	160	57	61	143
GRMZM2G062429	6	19	2	15
GRMZM2G062452	156	64	72	156
GRMZM2G062470	1	2	0	0
GRMZM2G062471	10	4	3	5
GRMZM2G062476	57	103	34	197
GRMZM2G062481	173	131	52	113
GRMZM2G062488	27	20	8	39
GRMZM2G062495	18	0	0	0
GRMZM2G062499	130	42	40	104
GRMZM2G062524	21	13	6	6
GRMZM2G062527	57	1	4	14
GRMZM2G062552	342	152	175	464
GRMZM2G062554	206	231	121	402
GRMZM2G062555	759	379	236	535
GRMZM2G062559	313	160	76	126
GRMZM2G062577	65	18	9	20
GRMZM2G062591	28	18	3	12
GRMZM2G062600	1	0	3	2
GRMZM2G062613	2	0	0	2
GRMZM2G062618	2	0	0	0
GRMZM2G062638	50	43	11	33
GRMZM2G062641	11	8	3	7
GRMZM2G062650	13157	1056	103	10031
GRMZM2G062657	36	16	3	11
GRMZM2G062673	10	3	14	53
GRMZM2G062683	7	5	3	0
GRMZM2G062718	3	0	0	0
GRMZM2G062738	14	6	3	10
GRMZM2G062761	21	1	2	9
GRMZM2G062777	3	0	6	0
GRMZM2G062826	23	26	8	25
GRMZM2G062841	194	124	124	182
GRMZM2G062848	2	3	0	11
GRMZM2G062910	1	0	0	1
GRMZM2G062911	0	16	0	4
GRMZM2G062914	104	2	81	2
GRMZM2G062953	42	22	22	74
GRMZM2G063025	147	23	39	34
GRMZM2G063042	28	13	15	7
GRMZM2G063048	7	4	1	2
GRMZM2G063060	383	235	139	253
GRMZM2G063069	402	179	159	398
GRMZM2G063133	2	0	1	3
GRMZM2G063151	51	97	45	202
GRMZM2G063156	50	5	15	6
GRMZM2G063163	143	41	33	28
GRMZM2G063188	9	15	8	5
GRMZM2G063192	9	2	2	1
GRMZM2G063220	354	73	148	79
GRMZM2G063244	0	18	0	3
GRMZM2G063253	50	69	43	19
GRMZM2G063258	1	4	0	9
GRMZM2G063262	117	60	43	95
GRMZM2G063263	67	35	26	36
GRMZM2G063276	0	1	0	2
GRMZM2G063287	5	1	2	14
GRMZM2G063291	4	0	0	0
GRMZM2G063298	11	9	4	15
GRMZM2G063309	3	0	0	0
GRMZM2G063328	13	18	1	52
GRMZM2G063340	3947	2231	1096	2673
GRMZM2G063342	21	2	7	3
GRMZM2G063369	152	38	61	78
GRMZM2G063387	57	36	16	42
GRMZM2G063390	1	0	0	0
GRMZM2G063394	124	35	43	72
GRMZM2G063426	2	1	1	1
GRMZM2G063435	1	0	0	0
GRMZM2G063462	37	35	16	38
GRMZM2G063468	2	7	3	0
GRMZM2G063473	32	28	8	39
GRMZM2G063478	17	7	3	2
GRMZM2G063492	65	22	49	76
GRMZM2G063498	21	0	0	118
GRMZM2G063503	254	46	54	15
GRMZM2G063511	44	19	11	28
GRMZM2G063517	11	4	3	1
GRMZM2G063519	28	14	10	42
GRMZM2G063533	47	27	19	47
GRMZM2G063536	1806	6850	300	19904
GRMZM2G063544	25	5	6	18
GRMZM2G063575	3	2	3	4
GRMZM2G063603	108	53	43	99
GRMZM2G063632	1	0	0	0
GRMZM2G063647	3	6	5	8
GRMZM2G063688	376	172	190	313
GRMZM2G063723	70	54	43	136
GRMZM2G063733	474	68	1132	707
GRMZM2G063737	7	0	0	0
GRMZM2G063747	3	2	6	2
GRMZM2G063754	300	133	111	238
GRMZM2G063756	8	2	1	12
GRMZM2G063827	5	1	0	1
GRMZM2G063841	0	12	0	5
GRMZM2G063850	208	125	148	206
GRMZM2G063864	186	93	88	93
GRMZM2G063868	5	3	0	2
GRMZM2G063875	92	13	42	17
GRMZM2G063897	30	10	9	16
GRMZM2G063899	97	47	39	59
GRMZM2G063909	1	0	0	0
GRMZM2G063917	6	0	0	0
GRMZM2G063931	116	23	45	20
GRMZM2G063949	356	175	136	210
GRMZM2G063961	360	193	156	483
GRMZM2G063972	292	108	130	270
GRMZM2G064001	40	14	21	28
GRMZM2G064005	123	52	64	96
GRMZM2G064015	1	7	0	20
GRMZM2G064023	356	254	176	398
GRMZM2G064031	701	191	367	414
GRMZM2G064042	87	50	16	53
GRMZM2G064050	31	44	26	65
GRMZM2G064083	10	49	3	15
GRMZM2G064111	57	34	17	49
GRMZM2G064159	161	167	42	184
GRMZM2G064168	80	43	11	37
GRMZM2G064197	31	32	10	12
GRMZM2G064202	4	1	0	1
GRMZM2G064212	102	73	52	128
GRMZM2G064255	73	41	37	90
GRMZM2G064268	255	68	95	152
GRMZM2G064302	17978	6641	3979	4958
GRMZM2G064311	2	0	0	1
GRMZM2G064328	61	31	26	54
GRMZM2G064330	134	63	48	79
GRMZM2G064366	43	24	18	32
GRMZM2G064371	96	0	18	1
GRMZM2G064374	2	0	1	0
GRMZM2G064382	96	4	54	14
GRMZM2G064390	22	6	5	27
GRMZM2G064467	5	0	0	0
GRMZM2G064473	71	81	17	126
GRMZM2G064501	13	5	2	1
GRMZM2G064503	10	8	2	2
GRMZM2G064518	23	6	10	14
GRMZM2G064541	43	17	18	52
GRMZM2G064547	7	9	1	4
GRMZM2G064558	0	4	0	14
GRMZM2G064563	106	48	34	50
GRMZM2G064580	26	14	16	31
GRMZM2G064584	5	9	0	3
GRMZM2G064601	11	5	2	24
GRMZM2G064603	8	2	1	1
GRMZM2G064605	108	0	46	0
GRMZM2G064608	103	69	41	141
GRMZM2G064612	274	73	70	92
GRMZM2G064613	5	8	3	2
GRMZM2G064631	0	1	0	0
GRMZM2G064640	1	467	0	148
GRMZM2G064655	2	0	0	6
GRMZM2G064663	1	3	1	3
GRMZM2G064675	0	18	0	20
GRMZM2G064708	10	8	2	5
GRMZM2G064710	4	0	1	0
GRMZM2G064715	0	1	0	0
GRMZM2G064732	335	113	109	182
GRMZM2G064750	1	0	0	1
GRMZM2G064753	201	82	61	87
GRMZM2G064759	1	6	0	1
GRMZM2G064767	144	72	42	140
GRMZM2G064775	62	42	39	62
GRMZM2G064799	385	213	136	300
GRMZM2G064804	82	58	24	53
GRMZM2G064807	68	26	21	47
GRMZM2G064818	3	0	0	0
GRMZM2G064831	1	1	2	1
GRMZM2G064841	41	13	12	34
GRMZM2G064852	206	144	61	233
GRMZM2G064853	293	138	133	273
GRMZM2G064868	84	38	51	85
GRMZM2G064870	142	44	52	53
GRMZM2G064873	62	38	25	39
GRMZM2G064875	24	18	7	11
GRMZM2G064885	6	0	1	0
GRMZM2G064896	276	170	55	125
GRMZM2G064898	256	152	138	307
GRMZM2G064903	1	0	0	0
GRMZM2G064905	1	36	21	0
GRMZM2G064914	979	451	390	634
GRMZM2G064936	55	11	20	10
GRMZM2G064948	7	1	3	0
GRMZM2G064949	21	18	6	22
GRMZM2G064951	2	0	2	1
GRMZM2G064954	486	245	252	564
GRMZM2G064962	29	15	15	45
GRMZM2G064967	110	54	33	74
GRMZM2G064984	81	51	18	107
GRMZM2G064988	271	171	136	259
GRMZM2G064993	106	48	20	33
GRMZM2G065012	61	4	28	4
GRMZM2G065050	1	0	0	0
GRMZM2G065066	425	190	161	261
GRMZM2G065073	4	0	1	0
GRMZM2G065076	187	72	68	63
GRMZM2G065083	392	195	113	178
GRMZM2G065125	14	6	6	9
GRMZM2G065154	8	0	2	0
GRMZM2G065171	36	29	18	42
GRMZM2G065176	2	0	1	1
GRMZM2G065194	1	12	1	12
GRMZM2G065203	9	8	0	2
GRMZM2G065205	30	23	4	6
GRMZM2G065210	14	14	12	23
GRMZM2G065214	85	46	43	79
GRMZM2G065230	75	45	68	64
GRMZM2G065237	0	4	0	2
GRMZM2G065244	22	2	2	12
GRMZM2G065276	92	39	29	56
GRMZM2G065290	3	0	5	3
GRMZM2G065292	30	14	10	20
GRMZM2G065298	75	33	32	80
GRMZM2G065344	0	2	1	1
GRMZM2G065374	0	1	0	0
GRMZM2G065394	49	1	0	9
GRMZM2G065423	6	7	1	7
GRMZM2G065451	11	2	3	2
GRMZM2G065478	9	1	6	3
GRMZM2G065480	16	5	0	2
GRMZM2G065494	75	13	25	27
GRMZM2G065496	9	3	3	1
GRMZM2G065498	0	1	0	0
GRMZM2G065532	76	48	23	59
GRMZM2G065552	15	13	14	18
GRMZM2G065557	2	0	1	5
GRMZM2G065566	238	169	96	260
GRMZM2G065593	95	69	40	145
GRMZM2G065617	33	8	14	15
GRMZM2G065635	1	0	0	0
GRMZM2G065640	0	1	0	1
GRMZM2G065641	0	3	0	0
GRMZM2G065692	2	0	1	0
GRMZM2G065696	124	12	42	20
GRMZM2G065718	7	1	1	41
GRMZM2G065757	2280	1219	1080	2890
GRMZM2G065800	0	1	0	0
GRMZM2G065804	38	29	14	49
GRMZM2G065829	2	0	0	0
GRMZM2G065839	79	41	11	23
GRMZM2G065868	2297	710	800	1036
GRMZM2G065893	125	44	53	77
GRMZM2G065908	4	1	9	5
GRMZM2G065928	9	1	1	1
GRMZM2G065953	90	0	13	0
GRMZM2G065956	150	183	24	121
GRMZM2G065970	115	13	27	26
GRMZM2G065971	13	2	1	3
GRMZM2G065989	17	17	9	5
GRMZM2G066005	1	0	0	0
GRMZM2G066024	4961	1801	942	1101
GRMZM2G066029	1	0	0	0
GRMZM2G066049	1	0	0	1
GRMZM2G066057	2	0	0	0
GRMZM2G066059	48	9	12	12
GRMZM2G066101	200	186	18	97
GRMZM2G066120	17	6	12	8
GRMZM2G066142	1	0	2	0
GRMZM2G066153	399	249	102	294
GRMZM2G066158	0	3	1	0
GRMZM2G066162	12	0	0	3
GRMZM2G066165	21	9	8	15
GRMZM2G066169	8	2	2	12
GRMZM2G066171	18	13	11	7
GRMZM2G066189	50	57	25	48
GRMZM2G066219	6	0	0	0
GRMZM2G066222	25	30	15	37
GRMZM2G066225	192	103	76	147
GRMZM2G066234	9	6	10	2
GRMZM2G066256	2	2	1	2
GRMZM2G066290	697	636	177	527
GRMZM2G066293	40	16	17	17
GRMZM2G066304	1	0	0	0
GRMZM2G066326	1	0	3	1
GRMZM2G066341	73	49	19	108
GRMZM2G066343	1	3	0	0
GRMZM2G066345	6	3	7	3
GRMZM2G066369	12	0	0	0
GRMZM2G066400	170	106	65	117
GRMZM2G066413	16	10	19	43
GRMZM2G066426	3	0	0	0
GRMZM2G066432	5	2	4	0
GRMZM2G066440	71	46	56	80
GRMZM2G066441	25	0	4	35
GRMZM2G066448	1	0	0	4
GRMZM2G066456	5	4	2	5
GRMZM2G066460	4335	2001	1140	1753
GRMZM2G066485	28	19	30	27
GRMZM2G066496	204	113	77	171
GRMZM2G066516	2	7	0	10
GRMZM2G066528	187	39	19	19
GRMZM2G066546	107	0	32	0
GRMZM2G066575	15	10	20	12
GRMZM2G066578	2	0	0	0
GRMZM2G066599	1	0	0	0
GRMZM2G066612	25	9	13	2
GRMZM2G066614	37	16	11	18
GRMZM2G066615	145	64	12	18
GRMZM2G066618	143	40	59	36
GRMZM2G066636	17	0	0	1
GRMZM2G066650	53	43	23	33
GRMZM2G066726	1	0	0	0
GRMZM2G066749	59	24	22	36
GRMZM2G066755	141	57	80	32
GRMZM2G066759	0	1	0	1
GRMZM2G066815	391	235	216	443
GRMZM2G066851	4	0	2	1
GRMZM2G066860	48	28	24	22
GRMZM2G066867	1704	553	789	1024
GRMZM2G066870	8	0	2	5
GRMZM2G066876	32	12	18	21
GRMZM2G066885	8	0	3	0
GRMZM2G066923	116	58	81	199
GRMZM2G066996	229	218	80	343
GRMZM2G067019	12	4	6	8
GRMZM2G067022	6	2	3	2
GRMZM2G067028	121	43	41	65
GRMZM2G067036	175	42	75	70
GRMZM2G067049	207	27	129	63
GRMZM2G067053	8	9	1	8
GRMZM2G067063	362	136	109	209
GRMZM2G067067	88	34	25	49
GRMZM2G067080	74	58	32	40
GRMZM2G067156	110	62	49	99
GRMZM2G067162	0	1	2	2
GRMZM2G067171	134	104	78	170
GRMZM2G067223	0	2	0	1
GRMZM2G067225	57	62	18	85
GRMZM2G067231	0	3	0	7
GRMZM2G067257	0	3	0	0
GRMZM2G067265	538	299	152	308
GRMZM2G067277	49	16	25	33
GRMZM2G067298	16	9	4	3
GRMZM2G067299	391	183	217	265
GRMZM2G067303	703	494	177	594
GRMZM2G067306	207	77	60	75
GRMZM2G067315	75	13	25	473
GRMZM2G067350	4	3	3	3
GRMZM2G067371	78	97	32	146
GRMZM2G067373	56	13	32	19
GRMZM2G067402	27	0	5	2
GRMZM2G067417	396	349	201	469
GRMZM2G067426	23	0	7	1
GRMZM2G067436	3	3	5	8
GRMZM2G067456	1833	708	458	621
GRMZM2G067476	1330	889	756	1872
GRMZM2G067485	1	0	0	0
GRMZM2G067489	33	15	35	42
GRMZM2G067514	12	11	2	2
GRMZM2G067520	24	30	17	15
GRMZM2G067522	10	15	4	4
GRMZM2G067530	8	16	2	21
GRMZM2G067546	81	31	62	86
GRMZM2G067555	33	13	10	17
GRMZM2G067581	55	70	46	138
GRMZM2G067583	5	45	4	142
GRMZM2G067600	34	3	14	6
GRMZM2G067624	6	0	0	0
GRMZM2G067646	132	91	52	112
GRMZM2G067654	0	3	0	1
GRMZM2G067691	0	1	0	1
GRMZM2G067707	36	36	8	59
GRMZM2G067727	6	4	3	15
GRMZM2G067734	118	66	71	119
GRMZM2G067735	1	0	0	1
GRMZM2G067747	57	27	40	61
GRMZM2G067752	74	58	35	39
GRMZM2G067789	18	24	13	35
GRMZM2G067830	1	2	0	0
GRMZM2G067877	502	138	165	175
GRMZM2G067908	0	1	1	0
GRMZM2G067910	88	39	29	41
GRMZM2G067915	44	55	18	173
GRMZM2G067919	392	334	538	1261
GRMZM2G067929	14	0	7	0
GRMZM2G067964	88	24	17	32
GRMZM2G067992	250	84	100	114
GRMZM2G068011	2	3	4	13
GRMZM2G068024	6	5	5	8
GRMZM2G068028	93	120	43	113
GRMZM2G068059	120	121	44	184
GRMZM2G068112	58	66	18	84
GRMZM2G068117	63	243	316	31
GRMZM2G068128	2	0	1	2
GRMZM2G068149	35	31	12	42
GRMZM2G068151	49	17	27	47
GRMZM2G068158	28	26	20	84
GRMZM2G068177	8	7	3	1
GRMZM2G068179	0	1	0	6
GRMZM2G068193	74	45	11	21
GRMZM2G068202	100	60	45	84
GRMZM2G068217	256	103	87	133
GRMZM2G068220	1	0	0	0
GRMZM2G068244	3	4	1	6
GRMZM2G068255	8	4	1	11
GRMZM2G068259	1460	10	471	13
GRMZM2G068271	69	24	12	31
GRMZM2G068294	2	5	0	1
GRMZM2G068316	0	2	0	0
GRMZM2G068322	11	0	7	2
GRMZM2G068323	3	0	2	1
GRMZM2G068331	20	26	3	34
GRMZM2G068340	39	37	42	71
GRMZM2G068350	3	8	0	4
GRMZM2G068352	298	139	104	114
GRMZM2G068361	69	20	49	63
GRMZM2G068382	91	100	27	75
GRMZM2G068392	24	28	9	69
GRMZM2G068443	116	23	25	59
GRMZM2G068455	91	38	21	30
GRMZM2G068465	569	405	84	171
GRMZM2G068476	136	29	87	33
GRMZM2G068479	95	53	38	48
GRMZM2G068506	8763	3564	3014	7865
GRMZM2G068519	1	0	6	0
GRMZM2G068557	2	1	4	3
GRMZM2G068566	570	313	218	484
GRMZM2G068575	311	116	162	223
GRMZM2G068590	12	11	15	22
GRMZM2G068639	0	2	0	4
GRMZM2G068657	76	43	36	62
GRMZM2G068690	1	0	0	1
GRMZM2G068701	33	20	27	61
GRMZM2G068710	169	72	50	133
GRMZM2G068715	122	128	14	67
GRMZM2G068789	35	32	4	21
GRMZM2G068808	81	31	53	15
GRMZM2G068862	468	304	170	430
GRMZM2G068904	5	2	0	0
GRMZM2G068913	28	7	13	39
GRMZM2G068936	3	1	0	6
GRMZM2G068943	129	49	32	52
GRMZM2G068952	481	298	72	166
GRMZM2G068955	0	1	0	3
GRMZM2G068963	0	1	0	1
GRMZM2G068967	23	3	8	4
GRMZM2G068973	25	17	34	52
GRMZM2G068982	87	53	22	51
GRMZM2G068984	25	27	14	30
GRMZM2G068989	0	2	0	1
GRMZM2G069009	56	18	48	36
GRMZM2G069016	471	175	154	270
GRMZM2G069018	117	63	36	113
GRMZM2G069024	6	0	9	0
GRMZM2G069047	3	0	0	0
GRMZM2G069061	109	38	24	61
GRMZM2G069078	4	1	1	2
GRMZM2G069085	28	0	4	0
GRMZM2G069093	1	0	0	0
GRMZM2G069098	3	0	0	2
GRMZM2G069102	118	42	66	42
GRMZM2G069106	37	22	6	39
GRMZM2G069162	4	0	0	1
GRMZM2G069174	7	4	1	2
GRMZM2G069177	155	58	83	174
GRMZM2G069195	360	105	76	105
GRMZM2G069198	6	6	0	10
GRMZM2G069215	78	24	24	43
GRMZM2G069218	17	6	1	3
GRMZM2G069229	3	35	0	23
GRMZM2G069260	2	0	1	3
GRMZM2G069295	17	5	4	9
GRMZM2G069317	39	8	7	20
GRMZM2G069365	9	0	4	2
GRMZM2G069389	25	1	2	1
GRMZM2G069405	1251	573	267	564
GRMZM2G069410	235	143	59	154
GRMZM2G069422	52	9	3	17
GRMZM2G069455	116	30	52	73
GRMZM2G069458	277	114	70	124
GRMZM2G069476	33	18	10	36
GRMZM2G069486	56	37	32	59
GRMZM2G069500	22	7	0	20
GRMZM2G069503	1	7	0	2
GRMZM2G069511	713	41	311	61
GRMZM2G069518	109	54	19	35
GRMZM2G069525	5	1	1	0
GRMZM2G069528	260	190	397	1197
GRMZM2G069568	10	0	0	0
GRMZM2G069569	1	0	0	0
GRMZM2G069594	1038	251	275	262
GRMZM2G069603	28	10	13	19
GRMZM2G069618	139	43	43	97
GRMZM2G069631	130	64	67	122
GRMZM2G069651	453	237	286	504
GRMZM2G069672	2	0	0	0
GRMZM2G069676	187	82	43	107
GRMZM2G069678	129	59	28	66
GRMZM2G069687	28	24	12	27
GRMZM2G069694	5	2	3	0
GRMZM2G069713	11	23	17	45
GRMZM2G069726	137	117	33	92
GRMZM2G069758	82	81	50	144
GRMZM2G069762	9	4	0	5
GRMZM2G069765	97	48	18	35
GRMZM2G069772	249	205	154	143
GRMZM2G069773	393	297	182	574
GRMZM2G069807	2	1	4	1
GRMZM2G069816	33	17	19	38
GRMZM2G069827	67	36	41	62
GRMZM2G069865	42	30	14	85
GRMZM2G069886	97	91	114	47
GRMZM2G069911	136	51	58	77
GRMZM2G069916	280	104	172	147
GRMZM2G069922	35	18	35	63
GRMZM2G069923	45	10	6	17
GRMZM2G069928	4	0	0	1
GRMZM2G069970	69	42	30	82
GRMZM2G070011	0	1	0	0
GRMZM2G070013	2	2	7	15
GRMZM2G070015	25	2	14	0
GRMZM2G070034	4	3	3	2
GRMZM2G070047	1031	453	379	798
GRMZM2G070075	33	67	78	66
GRMZM2G070092	13	3	7	23
GRMZM2G070109	1	0	0	0
GRMZM2G070111	65	24	28	38
GRMZM2G070163	279	130	91	170
GRMZM2G070167	21	4	11	11
GRMZM2G070192	3	0	1	0
GRMZM2G070199	196	128	95	216
GRMZM2G070255	28	17	1	6
GRMZM2G070259	249	73	90	137
GRMZM2G070264	4	1	0	1
GRMZM2G070271	16	0	0	12
GRMZM2G070273	5	59	4	91
GRMZM2G070284	62	37	38	76
GRMZM2G070287	1	1	0	0
GRMZM2G070304	1	1	0	7
GRMZM2G070305	31	14	12	32
GRMZM2G070315	4	1	2	5
GRMZM2G070322	0	2	1	0
GRMZM2G070323	13	9	9	13
GRMZM2G070343	24	65	46	7
GRMZM2G070360	540	338	208	345
GRMZM2G070375	26	0	1	0
GRMZM2G070378	94	45	73	101
GRMZM2G070381	42	23	12	29
GRMZM2G070389	340	147	107	113
GRMZM2G070399	12	3	2	0
GRMZM2G070422	115	71	18	28
GRMZM2G070442	0	1	0	1
GRMZM2G070444	9	5	4	5
GRMZM2G070446	23	26	23	26
GRMZM2G070468	3	0	3	0
GRMZM2G070475	206	156	112	216
GRMZM2G070494	0	2	1	0
GRMZM2G070515	157	69	29	31
GRMZM2G070520	27	1	0	2
GRMZM2G070523	257	146	109	101
GRMZM2G070553	6	45	6	38
GRMZM2G070555	21	13	4	48
GRMZM2G070562	1	1	0	3
GRMZM2G070563	0	8	0	1
GRMZM2G070633	1	0	4	0
GRMZM2G070639	15	3	10	1
GRMZM2G070659	32	9	11	6
GRMZM2G070673	1	0	3	0
GRMZM2G070693	1320	821	465	868
GRMZM2G070716	115	81	58	90
GRMZM2G070723	23	22	8	10
GRMZM2G070765	60	25	14	35
GRMZM2G070780	230	82	87	154
GRMZM2G070804	136	65	47	54
GRMZM2G070807	406	264	106	389
GRMZM2G070849	16	2	6	14
GRMZM2G070881	85	48	47	55
GRMZM2G070885	44	36	44	96
GRMZM2G070890	61	23	23	44
GRMZM2G070898	6	6	6	3
GRMZM2G070899	112	33	51	50
GRMZM2G070931	0	4	0	2
GRMZM2G070943	2	0	1	0
GRMZM2G070978	8	1	0	0
GRMZM2G071010	66	40	54	43
GRMZM2G071015	84	10	41	46
GRMZM2G071021	120	0	3	26
GRMZM2G071025	170	39	54	41
GRMZM2G071059	53	40	21	61
GRMZM2G071071	271	103	81	109
GRMZM2G071076	38	20	11	25
GRMZM2G071087	5	7	4	6
GRMZM2G071100	1	1	0	0
GRMZM2G071112	0	1	0	0
GRMZM2G071113	60	34	10	17
GRMZM2G071147	74	51	36	53
GRMZM2G071154	274	78	115	268
GRMZM2G071162	33	8	9	14
GRMZM2G071163	49	31	13	47
GRMZM2G071172	92	9	38	17
GRMZM2G071206	7	0	0	0
GRMZM2G071223	18	21	1	14
GRMZM2G071249	38	17	5	24
GRMZM2G071253	37	39	16	36
GRMZM2G071264	0	10	0	19
GRMZM2G071268	156	39	63	46
GRMZM2G071277	20	2	19	10
GRMZM2G071288	62	34	9	23
GRMZM2G071292	1	0	1	3
GRMZM2G071294	20	11	20	53
